Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p8,1,0.0,59.390834,[32 64] ; [244  78],[63.38755981 32.61244019] ; [212.61244019 109.38755981],1
p6,1,0.0,30.927183,[22 73] ; [178 142],[45.78313253 49.21686747] ; [154.21686747 165.78313253],1
p2,1,0.0,25.902113,[70 26] ; [298  25],[84.3150358 11.6849642] ; [283.6849642  39.3150358],1
p10,1,0.000432,12.390181,[72 23] ; [290  33],[82.27272727 12.72727273] ; [279.72727273  43.27272727],1
d3,1,0.013885,6.052656,[56 40] ; [232  92],[65.82857143 30.17142857] ; [222.17142857 101.82857143],0
v3,1,0.015119,5.902554,[31 57] ; [157 158],[41.05210918 46.94789082] ; [146.94789082 168.05210918],0
p11,1,0.01713,5.683038,[71 25] ; [274  50],[78.85714286 17.14285714] ; [266.14285714  57.85714286],0
s1,1,0.022168,5.23257,[ 6 89] ; [  6 317],[ 2.72727273 92.27272727] ; [  9.27272727 313.72727273],0
p9,1,0.030537,4.678829,[79 16] ; [293  29],[84.74820144 10.25179856] ; [287.25179856  34.74820144],0
a8,1,0.045213,4.01067,[ 6 80] ; [ 45 248],[11.57255937 74.42744063] ; [ 39.42744063 253.57255937],0
v2,1,0.051969,3.776781,[49 43] ; [203 112],[56.96314496 35.03685504] ; [195.03685504 119.96314496],0
s7,1,0.052256,3.767542,[42 45] ; [184 123],[49.9035533 37.0964467] ; [176.0964467 130.9035533],0
a2,1,0.057614,3.604775,[19 77] ; [ 96 228],[26.28571429 69.71428571] ; [ 88.71428571 235.28571429],0
s5,1,0.064824,3.409458,[28 59] ; [136 179],[35.49253731 51.50746269] ; [128.50746269 186.49253731],0
n6,1,0.074763,3.175227,[79 17] ; [287  35],[84.05741627 11.94258373] ; [281.94258373  40.05741627],0
p5,1,0.081398,3.036756,[11 83] ; [ 63 260],[16.68105516 77.31894484] ; [ 57.31894484 265.68105516],0
r3,1,0.120217,2.414493,[92  4] ; [318   5],[93.93794749  2.06205251] ; [316.06205251   6.93794749],0
n3,1,0.129027,2.304168,[18  7] ; [34  5],[20.3125  4.6875] ; [31.6875  7.3125],0
a1,1,0.155882,2.013726,[ 3 93] ; [ 23 301],[ 5.94285714 90.05714286] ; [ 20.05714286 303.94285714],0
d1,1,0.224651,1.47441,[56 40] ; [211 113],[61.02857143 34.97142857] ; [205.97142857 118.02857143],0
d4,1,0.24743,1.337754,[76 20] ; [272  51],[79.7326969 16.2673031] ; [268.2673031  54.7326969],0
v1,1,0.249803,1.324407,[50 40] ; [198 120],[54.70588235 35.29411765] ; [193.29411765 124.70588235],0
b4,1,0.260348,1.266905,[61 35] ; [185 139],[56.22857143 39.77142857] ; [189.77142857 134.22857143],0
a5,1,0.267216,1.230985,[72 24] ; [260  64],[75.88571429 20.11428571] ; [256.11428571  67.88571429],0
b5,1,0.270525,1.214082,[60 36] ; [182 142],[55.31428571 40.68571429] ; [186.68571429 137.31428571],0
p1,1,0.281372,1.16045,[15 81] ; [ 37 285],[11.94258373 84.05741627] ; [ 40.05741627 281.94258373],0
n1,1,0.286785,1.134652,[13 12] ; [15 24],[10.9375 14.0625] ; [17.0625 21.9375],0
s2,1,0.314191,1.012974,[55 39] ; [170 153],[50.71942446 43.28057554] ; [174.28057554 148.71942446],0
s6,1,0.327174,0.960053,[73 22] ; [226  89],[69.2804878 25.7195122] ; [229.7195122  85.2804878],0
u4,1,0.380563,0.768882,[ 4 92] ; [  8 316],[ 2.74285714 93.25714286] ; [  9.25714286 314.74285714],0
u1,1,0.381875,0.764658,[19 77] ; [ 78 246],[22.17142857 73.82857143] ; [ 74.82857143 249.17142857],0
r1,1,0.385109,0.754329,[79 16] ; [280  43],[81.59090909 13.40909091] ; [277.40909091  45.59090909],0
a6,1,0.419191,0.652581,[63 33] ; [226  97],[66.21479714 29.78520286] ; [222.78520286 100.21479714],0
a3,1,0.446262,0.580128,[70 26] ; [247  75],[72.80382775 23.19617225] ; [244.19617225  77.80382775],0
a7,1,0.498745,0.457605,[68 28] ; [240  83],[70.56801909 25.43198091] ; [237.43198091  85.56801909],0
u2,1,0.544991,0.366367,[16  9] ; [44 33],[14.70588235 10.29411765] ; [45.29411765 31.70588235],0
