Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
d3,1,1.1e-05,19.254904,[20 86] ; [57 66],[35.6419214 70.3580786] ; [41.3580786 81.6419214],1
p10,1,0.156673,2.006045,[61 43] ; [82 39],[66.09777778 37.90222222] ; [76.90222222 44.09777778],0
s4,1,0.185317,1.754463,[25 82] ; [ 20 102],[21.02620087 85.97379913] ; [23.97379913 98.02620087],0
s6,1,0.20406,1.613077,[51 54] ; [69 52],[55.75221239 49.24778761] ; [64.24778761 56.75221239],0
r4,1,0.229535,1.443738,[74 34] ; [93 30],[78.07792208 29.92207792] ; [88.92207792 34.07792208],0
n3,1,0.255466,1.293165,[25 10] ; [18 13],[22.8030303 12.1969697] ; [20.1969697 10.8030303],0
n2,1,0.257795,1.280558,[24 13] ; [24  7],[26.11764706 10.88235294] ; [21.88235294  9.11764706],0
a5,1,0.31218,1.021431,[49 59] ; [64 59],[52.83116883 55.16883117] ; [60.16883117 62.83116883],0
p8,1,0.348712,0.87814,[38 67] ; [52 71],[41.44736842 63.55263158] ; [48.55263158 74.44736842],0
a6,1,0.362425,0.829472,[55 53] ; [70 53],[58.44155844 49.55844156] ; [66.55844156 56.44155844],0
s8,1,0.382489,0.762688,[29 78] ; [27 95],[26.16593886 80.83406114] ; [29.83406114 92.16593886],0
p12,1,0.396515,0.718871,[  3 105] ; [  6 115],[  4.24454148 103.75545852] ; [  4.75545852 116.24454148],0
s7,1,0.463192,0.538171,[33 70] ; [43 74],[35.58181818 67.41818182] ; [40.41818182 76.58181818],0
b5,1,0.507696,0.438813,[63 45] ; [77 46],[65.45454545 42.54545455] ; [74.54545455 48.45454545],0
v4,1,0.515101,0.42369,[89 17] ; [107  16],[90.72489083 15.27510917] ; [105.27510917  17.72489083],0
p7,1,0.517089,0.419696,[52 54] ; [63 55],[54.41964286 51.58035714] ; [60.58035714 57.41964286],0
p6,1,0.556281,0.346184,[23 84] ; [30 91],[24.87280702 82.12719298] ; [28.12719298 92.87280702],0
a8,1,0.594057,0.284053,[13 85] ; [ 19 101],[14.3853211 83.6146789] ; [ 17.6146789 102.3853211],0
a2,1,0.597356,0.279002,[  8 100] ; [  7 116],[  7.01298701 100.98701299] ; [  7.98701299 115.01298701],0
n1,1,0.61478,0.253273,[15 22] ; [14 16],[16.01492537 20.98507463] ; [12.98507463 17.01492537],0
u1,1,0.639129,0.219884,[  1 107] ; [  2 121],[  1.4025974 106.5974026] ; [  1.5974026 121.4025974],0
n4,1,0.657033,0.197148,[70 37] ; [77 46],[68.38695652 38.61304348] ; [78.61304348 44.38695652],0
p4,1,0.66325,0.1896,[46 62] ; [55 66],[47.63318777 60.36681223] ; [53.36681223 67.63318777],0
b1,1,0.66699,0.185144,[47 61] ; [57 66],[48.62337662 59.37662338] ; [55.37662338 67.62337662],0
p3,1,0.682384,0.167454,[35 73] ; [43 80],[36.46753247 71.53246753] ; [41.53246753 81.46753247],0
s3,1,0.690446,0.158603,[48 57] ; [59 63],[49.49339207 55.50660793] ; [57.50660793 64.49339207],0
v1,1,0.729692,0.119395,[36 71] ; [43 77],[37.23788546 69.76211454] ; [41.76211454 78.23788546],0
n6,1,0.756408,0.096225,[79 29] ; [87 35],[77.94782609 30.05217391] ; [88.05217391 33.94782609],0
a4,1,0.815799,0.054267,[27 79] ; [33 90],[27.77292576 78.22707424] ; [32.22707424 90.77292576],0
v3,1,0.910594,0.012609,[19 87] ; [ 21 100],[18.6784141 87.3215859] ; [21.3215859 99.6784141],0
a1,1,0.929511,0.007825,[  5 103] ; [  6 117],[  5.14285714 102.85714286] ; [  5.85714286 117.14285714],0
p5,1,0.936182,0.006411,[ 9 97] ; [ 10 112],[ 8.83333333 97.16666667] ; [ 10.16666667 111.83333333],0
r2,1,0.939597,0.005742,[89 19] ; [101  21],[89.2173913 18.7826087] ; [100.7826087  21.2173913],0
