Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
d3,1,1.1e-05,19.254904,[20 86] ; [57 66],[35.6419214 70.3580786] ; [41.3580786 81.6419214],1
u2,1,0.001127,10.60581,[20 41] ; [33 19],[28.61061947 32.38938053] ; [24.38938053 27.61061947],0
a7,1,0.008213,6.986342,[52 55] ; [81 42],[61.87391304 45.12608696] ; [71.12608696 51.87391304],0
d5,1,0.023447,5.135088,[44 63] ; [69 54],[52.56956522 54.43043478] ; [60.43043478 62.56956522],0
u3,1,0.023803,5.108956,[24 37] ; [31 20],[29.95535714 31.04464286] ; [25.04464286 25.95535714],0
r3,1,0.027055,4.887305,[81 26] ; [107  16],[87.46086957 19.53913043] ; [100.53913043  22.46086957],0
s5,1,0.02837,4.805431,[18 87] ; [35 83],[24.95515695 80.04484305] ; [28.04484305 89.95515695],0
p9,1,0.031243,4.63958,[66 39] ; [92 29],[73.40707965 31.59292035] ; [84.59292035 36.40707965],0
d2,1,0.049017,3.87478,[26 82] ; [ 17 105],[20.19130435 87.80869565] ; [22.80869565 99.19130435],0
a3,1,0.04948,3.859006,[47 59] ; [70 52],[54.39473684 51.60526316] ; [62.60526316 59.39473684],0
p1,1,0.057166,3.617759,[14 93] ; [  7 114],[ 9.85526316 97.14473684] ; [ 11.14473684 109.85526316],0
r1,1,0.063763,3.436705,[54 53] ; [77 46],[60.94347826 46.05652174] ; [70.05652174 52.94347826],0
b2,1,0.072133,3.233805,[16 53] ; [24 40],[20.7518797 48.2481203] ; [19.2481203 44.7518797],0
b3,1,0.072133,3.233805,[16 53] ; [24 40],[20.7518797 48.2481203] ; [19.2481203 44.7518797],0
s2,1,0.077604,3.11439,[34 73] ; [53 70],[40.47391304 66.52608696] ; [46.52608696 76.47391304],0
p2,1,0.092281,2.834128,[73 34] ; [96 27],[78.62173913 28.37826087] ; [90.37826087 32.62173913],0
s1,1,0.105045,2.62722,[10 96] ; [  5 117],[ 6.97368421 99.02631579] ; [  8.02631579 113.97368421],0
n5,1,0.11166,2.530567,[76 32] ; [73 48],[70.27074236 37.72925764] ; [78.72925764 42.27074236],0
p11,1,0.122905,2.3799,[66 42] ; [87 36],[71.53246753 36.46753247] ; [81.46753247 41.53246753],0
b4,1,0.145575,2.118012,[52 56] ; [71 52],[57.50649351 50.49350649] ; [65.49350649 57.50649351],0
