Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r4,1,1e-06,24.849565,[86  6] ; [4 6],[81.17647059 10.82352941] ; [8.82352941 1.17647059],1
v4,1,7.6e-05,15.660191,[87  4] ; [6 4],[83.79207921  7.20792079] ; [9.20792079 0.79207921],1
a3,1,0.005573,7.683459,[67 25] ; [3 7],[63.1372549 28.8627451] ; [6.8627451 3.1372549],0
a5,1,0.015159,5.897918,[70 22] ; [4 6],[66.74509804 25.25490196] ; [7.25490196 2.74509804],0
r1,1,0.015435,5.866115,[76 16] ; [5 5],[73.05882353 18.94117647] ; [7.94117647 2.05882353],0
a6,1,0.01951,5.455244,[62 30] ; [3 7],[58.62745098 33.37254902] ; [6.37254902 3.62745098],0
r3,1,0.019891,5.421407,[89  3] ; [8 2],[87.49019608  4.50980392] ; [9.50980392 0.49019608],0
a4,1,0.022142,5.2346,[44 48] ; [1 9],[40.58823529 51.41176471] ; [4.41176471 5.58823529],0
a7,1,0.032081,4.594161,[67 25] ; [4 6],[64.03921569 27.96078431] ; [6.96078431 3.03921569],0
u3,1,0.032509,4.571429,[15 10] ; [1 6],[12.5 12.5] ; [3.5 3.5],0
p9,1,0.039946,4.220171,[66 26] ; [4 6],[63.1372549 28.8627451] ; [6.8627451 3.1372549],0
v1,1,0.041227,4.166667,[39 51] ; [1 9],[36. 54.] ; [4. 6.],0
d1,1,0.045736,3.991304,[49 43] ; [2 8],[46. 46.] ; [5. 5.],0
p11,1,0.075759,3.153623,[70 22] ; [5 5],[67.64705882 24.35294118] ; [7.35294118 2.64705882],0
p6,1,0.130144,2.29079,[30 60] ; [1 9],[27.9 62.1] ; [3.1 6.9],0
p10,1,0.13589,2.223889,[59 33] ; [4 6],[56.82352941 35.17647059] ; [6.17647059 3.82352941],0
d3,1,0.155762,2.014894,[66 26] ; [5 5],[64.03921569 27.96078431] ; [6.96078431 3.03921569],0
p5,1,0.164193,1.935178,[ 2 90] ; [1 9],[ 2.70588235 89.29411765] ; [0.29411765 9.70588235],0
s7,1,0.191848,1.703372,[39 48] ; [2 7],[37.15625 49.84375] ; [3.84375 5.15625],0
b4,1,0.28659,1.135573,[58 34] ; [8 2],[59.52941176 32.47058824] ; [6.47058824 3.52941176],0
b1,1,0.286845,1.134371,[39 53] ; [6 4],[40.58823529 51.41176471] ; [4.41176471 5.58823529],0
a1,1,0.297092,1.087201,[ 3 89] ; [1 9],[ 3.60784314 88.39215686] ; [0.39215686 9.60784314],0
p12,1,0.302212,1.064407,[ 3 88] ; [1 9],[ 3.6039604 87.3960396] ; [0.3960396 9.6039604],0
n6,1,0.30553,1.049901,[61 31] ; [5 5],[59.52941176 32.47058824] ; [6.47058824 3.52941176],0
b5,1,0.341831,0.903552,[60 32] ; [5 5],[58.62745098 33.37254902] ; [6.37254902 3.62745098],0
d2,1,0.343778,0.896293,[42 50] ; [3 7],[40.58823529 51.41176471] ; [4.41176471 5.58823529],0
v2,1,0.349101,0.876722,[50 40] ; [4 6],[48.6 41.4] ; [5.4 4.6],0
p8,1,0.355363,0.854212,[32 59] ; [5 5],[33.33663366 57.66336634] ; [3.66336634 6.33663366],0
p3,1,0.377116,0.780084,[41 51] ; [3 7],[39.68627451 52.31372549] ; [4.31372549 5.68627451],0
s1,1,0.431744,0.618126,[ 4 88] ; [1 9],[ 4.50980392 87.49019608] ; [0.49019608 9.50980392],0
v3,1,0.442247,0.590446,[28 60] ; [2 8],[26.93877551 61.06122449] ; [3.06122449 6.93877551],0
d5,1,0.552735,0.35244,[72 20] ; [7 3],[71.25490196 20.74509804] ; [7.74509804 2.25490196],0
p2,1,0.552735,0.35244,[72 20] ; [7 3],[71.25490196 20.74509804] ; [7.74509804 2.25490196],0
u2,1,0.580912,0.304762,[15 10] ; [5 2],[15.625  9.375] ; [4.375 2.625],0
s2,1,0.600079,0.274876,[35 56] ; [3 7],[34.23762376 56.76237624] ; [3.76237624 6.23762376],0
s4,1,0.602628,0.27105,[15 77] ; [1 9],[14.43137255 77.56862745] ; [1.56862745 8.43137255],0
n1,1,0.675706,0.175,[ 4 14] ; [1 2],[ 4.28571429 13.71428571] ; [0.71428571 2.28571429],0
p4,1,0.765663,0.088835,[41 50] ; [5 5],[41.44554455 49.55445545] ; [4.55445545 5.44554455],0
d4,1,0.765842,0.088696,[77 15] ; [8 2],[76.66666667 15.33333333] ; [8.33333333 1.66666667],0
p7,1,0.793352,0.068623,[50 42] ; [5 5],[49.60784314 42.39215686] ; [5.39215686 4.60784314],0
s8,1,0.796401,0.066568,[33 59] ; [4 6],[33.37254902 58.62745098] ; [3.62745098 6.37254902],0
b3,1,0.821357,0.050985,[20 41] ; [2 5],[19.73529412 41.26470588] ; [2.26470588 4.73529412],0
b2,1,0.821357,0.050985,[20 41] ; [2 5],[19.73529412 41.26470588] ; [2.26470588 4.73529412],0
s3,1,0.848576,0.036457,[43 47] ; [4 5],[42.72727273 47.27272727] ; [4.27272727 4.72727273],0
n2,1,0.854445,0.033654,[11  7] ; [2 1],[11.14285714  6.85714286] ; [1.85714286 1.14285714],0
s5,1,0.86782,0.027698,[15 69] ; [2 8],[15.19148936 68.80851064] ; [1.80851064 8.19148936],0
a8,1,0.944789,0.004796,[ 9 75] ; [1 9],[ 8.93617021 75.06382979] ; [1.06382979 8.93617021],0
s6,1,0.973685,0.001088,[46 45] ; [5 5],[45.95049505 45.04950495] ; [5.04950495 4.95049505],0
