Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r4,1,0.002593,9.074074,[2 4] ; [46  8],[4.8 1.2] ; [43.2 10.8],0
s2,1,0.008885,6.845747,[1 5] ; [38 16],[3.9 2.1] ; [35.1 18.9],0
r3,1,0.021065,5.321407,[4 2] ; [50  3],[5.49152542 0.50847458] ; [48.50847458  4.49152542],0
r1,1,0.022379,5.216049,[1 5] ; [35 19],[3.6 2.4] ; [32.4 21.6],0
a7,1,0.030767,4.665909,[2 4] ; [40 13],[4.27118644 1.72881356] ; [37.72881356 15.27118644],0
d4,1,0.034595,4.465059,[3 3] ; [46  8],[4.9 1.1] ; [44.1  9.9],0
a6,1,0.046646,3.9581,[1 5] ; [32 22],[3.3 2.7] ; [29.7 24.3],0
s3,1,0.086489,2.938543,[2 4] ; [37 17],[3.9 2.1] ; [35.1 18.9],0
n2,1,0.098932,2.722676,[1 2] ; [18  5],[2.19230769 0.80769231] ; [16.80769231  6.19230769],0
d3,1,0.144653,2.127744,[3 3] ; [41 12],[4.47457627 1.52542373] ; [39.52542373 13.47457627],0
p10,1,0.153853,2.033631,[3 3] ; [40 12],[4.44827586 1.55172414] ; [38.55172414 13.44827586],0
r2,1,0.166926,1.910331,[5 1] ; [52  2],[5.7 0.3] ; [51.3  2.7],0
n6,1,0.226665,1.46167,[3 3] ; [39 14],[4.27118644 1.72881356] ; [37.72881356 15.27118644],0
p6,1,0.270416,1.214636,[1 5] ; [21 32],[2.23728814 3.76271186] ; [19.76271186 33.23728814],0
p8,1,0.347284,0.883356,[1 4] ; [22 31],[1.98275862 3.01724138] ; [21.01724138 31.98275862],0
b2,1,0.348443,0.879121,[2 2] ; [ 7 19],[1.2 2.8] ; [ 7.8 18.2],0
b3,1,0.348443,0.879121,[2 2] ; [ 7 19],[1.2 2.8] ; [ 7.8 18.2],0
b1,1,0.36131,0.833333,[3 3] ; [17 37],[2. 4.] ; [18. 36.],0
s6,1,0.404103,0.696084,[4 2] ; [43 10],[4.77966102 1.22033898] ; [42.22033898 10.77966102],0
s7,1,0.413423,0.668937,[4 2] ; [25 26],[3.05263158 2.94736842] ; [25.94736842 25.05263158],0
p3,1,0.416793,0.659341,[3 3] ; [18 36],[2.1 3.9] ; [18.9 35.1],0
a4,1,0.452503,0.564374,[1 5] ; [17 37],[1.8 4.2] ; [16.2 37.8],0
s5,1,0.466671,0.529847,[2 4] ; [25 26],[2.84210526 3.15789474] ; [24.15789474 26.84210526],0
d1,1,0.490153,0.47619,[2 4] ; [26 28],[2.8 3.2] ; [25.2 28.8],0
u3,1,0.539667,0.376157,[1 1] ; [17  7],[1.38461538 0.61538462] ; [16.61538462  7.38461538],0
d5,1,0.559575,0.340441,[4 2] ; [41 12],[4.57627119 1.42372881] ; [40.42372881 12.57627119],0
p9,1,0.597697,0.278483,[4 2] ; [39 12],[4.52631579 1.47368421] ; [38.47368421 12.52631579],0
n5,1,0.598161,0.277778,[3 3] ; [21 33],[2.4 3.6] ; [21.6 32.4],0
a3,1,0.602332,0.271493,[4 2] ; [30 24],[3.4 2.6] ; [30.6 23.4],0
p7,1,0.638018,0.221344,[3 3] ; [30 20],[3.53571429 2.46428571] ; [29.46428571 20.53571429],0
v2,1,0.645457,0.211676,[2 4] ; [22 29],[2.52631579 3.47368421] ; [21.47368421 29.52631579],0
p1,1,0.687573,0.161725,[1 5] ; [ 6 48],[0.7 5.3] ; [ 6.3 47.7],0
p2,1,0.697092,0.151515,[4 2] ; [40 14],[4.4 1.6] ; [39.6 14.4],0
p11,1,0.728316,0.120664,[3 3] ; [31 23],[3.4 2.6] ; [30.6 23.4],0
b4,1,0.790602,0.070505,[4 2] ; [33 21],[3.7 2.3] ; [33.3 20.7],0
a5,1,0.79525,0.06734,[3 3] ; [30 24],[3.3 2.7] ; [29.7 24.3],0
p4,1,0.79525,0.06734,[3 3] ; [24 30],[2.7 3.3] ; [24.3 29.7],0
d2,1,0.858252,0.031898,[2 4] ; [20 34],[2.2 3.8] ; [19.8 34.2],0
v1,1,0.902912,0.01488,[2 4] ; [19 34],[2.13559322 3.86440678] ; [18.86440678 34.13559322],0
b5,1,0.928111,0.00814,[4 2] ; [35 19],[3.9 2.1] ; [35.1 18.9],0
n3,1,0.96042,0.002463,[2 1] ; [15  8],[1.96153846 1.03846154] ; [15.03846154  7.96153846],0
n1,1,0.96042,0.002463,[1 2] ; [ 8 15],[1.03846154 1.96153846] ; [ 7.96153846 15.03846154],0
