Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
u1,1,0.006415,7.429975,[4 7] ; [ 2 35],[1.375 9.625] ; [ 4.625 32.375],0
s7,1,0.00684,7.314554,[7 3] ; [ 9 28],[3.40425532 6.59574468] ; [12.59574468 24.40425532],0
a2,1,0.037118,4.344986,[3 8] ; [ 2 35],[1.14583333 9.85416667] ; [ 3.85416667 33.14583333],0
a6,1,0.041452,4.157454,[8 3] ; [14 23],[5.04166667 5.95833333] ; [16.95833333 20.04166667],0
a4,1,0.057621,3.604557,[6 5] ; [ 9 28],[3.4375 7.5625] ; [11.5625 25.4375],0
d1,1,0.060639,3.519829,[8 3] ; [15 22],[5.27083333 5.72916667] ; [17.72916667 19.27083333],0
p6,1,0.092298,2.833836,[7 4] ; [13 24],[4.58333333 6.41666667] ; [15.41666667 21.58333333],0
b5,1,0.09829,2.733079,[9 2] ; [20 17],[6.64583333 4.35416667] ; [22.35416667 14.64583333],0
r1,1,0.129942,2.293202,[4 7] ; [23 14],[6.1875 4.8125] ; [20.8125 16.1875],0
n5,1,0.130811,2.282858,[5 6] ; [26 11],[7.10416667 3.89583333] ; [23.89583333 13.10416667],0
r4,1,0.165165,1.92629,[10  1] ; [26 11],[8.25 2.75] ; [27.75  9.25],0
s5,1,0.183501,1.769042,[6 5] ; [12 25],[4.125 6.875] ; [13.875 23.125],0
v3,1,0.200156,1.641236,[ 1 10] ; [10 26],[2.57446809 8.42553191] ; [ 8.42553191 27.57446809],0
p9,1,0.213997,1.544181,[10  1] ; [27 10],[8.47916667 2.52083333] ; [28.52083333  8.47916667],0
d3,1,0.259175,1.273157,[9 1] ; [27 10],[7.65957447 2.34042553] ; [28.34042553  8.65957447],0
p10,1,0.274722,1.193017,[10  1] ; [28  9],[8.70833333 2.29166667] ; [29.29166667  7.70833333],0
p3,1,0.32373,0.973815,[6 5] ; [14 23],[4.58333333 6.41666667] ; [15.41666667 21.58333333],0
u3,1,0.345099,0.891396,[3 2] ; [5 9],[2.10526316 2.89473684] ; [5.89473684 8.10526316],0
r3,1,0.349868,0.873937,[10  1] ; [29  8],[8.9375 2.0625] ; [30.0625  6.9375],0
a1,1,0.351905,0.866574,[ 1 10] ; [ 1 36],[ 0.45833333 10.54166667] ; [ 1.54166667 35.45833333],0
s1,1,0.351905,0.866574,[ 1 10] ; [ 1 36],[ 0.45833333 10.54166667] ; [ 1.54166667 35.45833333],0
r2,1,0.423905,0.639464,[10  1] ; [29  7],[9.12765957 1.87234043] ; [29.87234043  6.12765957],0
s8,1,0.430179,0.62234,[4 7] ; [ 9 28],[2.97916667 8.02083333] ; [10.02083333 26.97916667],0
b2,1,0.430412,0.621711,[1 5] ; [ 7 14],[1.77777778 4.22222222] ; [ 6.22222222 14.77777778],0
b3,1,0.430412,0.621711,[1 5] ; [ 7 14],[1.77777778 4.22222222] ; [ 6.22222222 14.77777778],0
n6,1,0.442543,0.589681,[10  1] ; [30  7],[9.16666667 1.83333333] ; [30.83333333  6.16666667],0
p8,1,0.452095,0.565393,[6 5] ; [15 21],[4.91489362 6.08510638] ; [16.08510638 19.91489362],0
n2,1,0.481556,0.495338,[2 2] ; [9 4],[2.58823529 1.41176471] ; [8.41176471 4.58823529],0
n3,1,0.481556,0.495338,[2 2] ; [9 4],[2.58823529 1.41176471] ; [8.41176471 4.58823529],0
a5,1,0.520055,0.413783,[8 3] ; [23 14],[7.10416667 3.89583333] ; [23.89583333 13.10416667],0
d2,1,0.534803,0.385258,[5 6] ; [13 24],[4.125 6.875] ; [13.875 23.125],0
v2,1,0.573798,0.316368,[4 7] ; [17 20],[4.8125 6.1875] ; [16.1875 20.8125],0
n1,1,0.622252,0.242716,[1 3] ; [5 8],[1.41176471 2.58823529] ; [4.58823529 8.41176471],0
u2,1,0.636982,0.222711,[2 3] ; [ 4 10],[1.57894737 3.42105263] ; [4.42105263 9.57894737],0
p11,1,0.650165,0.205693,[6 5] ; [23 14],[6.64583333 4.35416667] ; [22.35416667 14.64583333],0
a3,1,0.650165,0.205693,[6 5] ; [23 14],[6.64583333 4.35416667] ; [22.35416667 14.64583333],0
p5,1,0.657512,0.19656,[ 1 10] ; [ 2 35],[ 0.6875 10.3125] ; [ 2.3125 34.6875],0
b1,1,0.676855,0.173688,[4 7] ; [11 26],[3.4375 7.5625] ; [11.5625 25.4375],0
p7,1,0.684494,0.165111,[7 4] ; [21 16],[6.41666667 4.58333333] ; [21.58333333 15.41666667],0
p4,1,0.731284,0.117936,[6 5] ; [18 19],[5.5 5.5] ; [18.5 18.5],0
p2,1,0.745828,0.10507,[8 3] ; [25 12],[7.5625 3.4375] ; [25.4375 11.5625],0
a7,1,0.761081,0.092453,[7 3] ; [24 13],[6.59574468 3.40425532] ; [24.40425532 12.59574468],0
s6,1,0.803584,0.061858,[7 4] ; [22 15],[6.64583333 4.35416667] ; [22.35416667 14.64583333],0
d4,1,0.842832,0.039312,[8 3] ; [28  9],[8.25 2.75] ; [27.75  9.25],0
n4,1,0.896725,0.016848,[6 5] ; [21 16],[6.1875 4.8125] ; [20.8125 16.1875],0
v1,1,0.896725,0.016848,[5 6] ; [16 21],[4.8125 6.1875] ; [16.1875 20.8125],0
p1,1,0.917531,0.010721,[ 1 10] ; [ 3 34],[ 0.91666667 10.08333333] ; [ 3.08333333 33.91666667],0
b4,1,0.977089,0.000825,[6 5] ; [20 17],[5.95833333 5.04166667] ; [20.04166667 16.95833333],0
