Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p9,1,0.0,48.135903,[75  5] ; [ 7 18],[62.47619048 17.52380952] ; [19.52380952  5.47619048],1
p11,1,0.00114,10.584656,[67 13] ; [13 12],[60.95238095 19.04761905] ; [19.04761905  5.95238095],0
v4,1,0.001594,9.966797,[77  3] ; [19  6],[73.14285714  6.85714286] ; [22.85714286  2.14285714],0
n6,1,0.016196,5.781467,[55 23] ; [11 14],[49.98058252 28.01941748] ; [16.01941748  8.98058252],0
p2,1,0.041498,4.155566,[68 11] ; [17  8],[64.56730769 14.43269231] ; [20.43269231  4.56730769],0
s7,1,0.065515,3.391972,[31 46] ; [ 5 20],[27.17647059 49.82352941] ; [ 8.82352941 16.17647059],0
a6,1,0.077257,3.121689,[45 35] ; [19  6],[48.76190476 31.23809524] ; [15.23809524  9.76190476],0
s5,1,0.09457,2.794814,[27 51] ; [ 4 20],[23.70588235 54.29411765] ; [ 7.29411765 16.70588235],0
s8,1,0.096387,2.764327,[34 46] ; [ 6 19],[30.47619048 49.52380952] ; [ 9.52380952 15.47619048],0
n5,1,0.11921,2.427666,[33 47] ; [ 6 19],[29.71428571 50.28571429] ; [ 9.28571429 15.71428571],0
u2,1,0.137007,2.211257,[25 13] ; [5 7],[22.8 15.2] ; [7.2 4.8],0
d4,1,0.207642,1.587794,[61 19] ; [22  3],[63.23809524 16.76190476] ; [19.76190476  5.23809524],0
v1,1,0.217699,1.519476,[35 41] ; [ 8 17],[32.35643564 43.64356436] ; [10.64356436 14.35643564],0
a4,1,0.244908,1.352118,[22 58] ; [ 4 21],[19.80952381 60.19047619] ; [ 6.19047619 18.80952381],0
a7,1,0.270659,1.213406,[63 17] ; [17  8],[60.95238095 19.04761905] ; [19.04761905  5.95238095],0
r3,1,0.28107,1.161908,[71  9] ; [24  1],[72.38095238  7.61904762] ; [22.61904762  2.38095238],0
a5,1,0.293426,1.103835,[54 26] ; [14 11],[51.80952381 28.19047619] ; [16.19047619  8.80952381],0
n3,1,0.304103,1.056114,[16  9] ; [1 2],[15.17857143  9.82142857] ; [1.82142857 1.17857143],0
v3,1,0.311833,1.022895,[24 52] ; [ 5 19],[22.04 53.96] ; [ 6.96 17.04],0
p7,1,0.333063,0.93695,[59 17] ; [17  8],[57.18811881 18.81188119] ; [18.81188119  6.18811881],0
b1,1,0.346224,0.88725,[21 59] ; [ 9 16],[22.85714286 57.14285714] ; [ 7.14285714 17.85714286],0
r4,1,0.379625,0.771917,[67 13] ; [19  6],[65.52380952 14.47619048] ; [20.47619048  4.52380952],0
d1,1,0.443994,0.585937,[39 41] ; [10 15],[37.33333333 42.66666667] ; [11.66666667 13.33333333],0
b2,1,0.450282,0.569941,[14 24] ; [3 9],[12.92 25.08] ; [4.08 7.92],0
b3,1,0.450282,0.569941,[14 24] ; [3 9],[12.92 25.08] ; [4.08 7.92],0
b4,1,0.551647,0.354375,[47 33] ; [13 12],[45.71428571 34.28571429] ; [14.28571429 10.71428571],0
d3,1,0.574614,0.315024,[59 21] ; [17  8],[57.9047619 22.0952381] ; [18.0952381  6.9047619],0
s6,1,0.596098,0.280922,[52 27] ; [15 10],[50.89423077 28.10576923] ; [16.10576923  8.89423077],0
v2,1,0.602575,0.27113,[38 38] ; [14 11],[39.12871287 36.87128713] ; [12.87128713 12.12871287],0
b5,1,0.617421,0.249509,[50 30] ; [17  8],[51.04761905 28.95238095] ; [15.95238095  9.04761905],0
a2,1,0.62895,0.233487,[ 7 73] ; [ 3 22],[ 7.61904762 72.38095238] ; [ 2.38095238 22.61904762],0
r1,1,0.66375,0.189,[58 22] ; [17  8],[57.14285714 22.85714286] ; [17.85714286  7.14285714],0
u3,1,0.682601,0.167213,[21 16] ; [6 6],[20.3877551 16.6122449] ; [6.6122449 5.3877551],0
s1,1,0.694354,0.154412,[ 2 78] ; [ 1 24],[ 2.28571429 77.71428571] ; [ 0.71428571 24.28571429],0
s3,1,0.720309,0.128197,[38 41] ; [11 14],[37.22115385 41.77884615] ; [11.77884615 13.22115385],0
p4,1,0.722583,0.126032,[48 32] ; [14 11],[47.23809524 32.76190476] ; [14.76190476 10.23809524],0
n2,1,0.724263,0.124444,[19  6] ; [2 1],[18.75  6.25] ; [2.25 0.75],0
s2,1,0.740857,0.109375,[35 45] ; [10 15],[34.28571429 45.71428571] ; [10.71428571 14.28571429],0
s4,1,0.791932,0.069592,[18 62] ; [ 5 20],[17.52380952 62.47619048] ; [ 5.47619048 19.52380952],0
d2,1,0.848246,0.036617,[24 56] ; [ 7 18],[23.61904762 56.38095238] ; [ 7.38095238 17.61904762],0
d5,1,0.942238,0.00525,[57 23] ; [18  7],[57.14285714 22.85714286] ; [17.85714286  7.14285714],0
p6,1,0.943918,0.004949,[29 50] ; [ 9 15],[29.14563107 49.85436893] ; [ 8.85436893 15.14563107],0
r2,1,0.947175,0.00439,[70 10] ; [22  3],[70.0952381  9.9047619] ; [21.9047619  3.0952381],0
p3,1,0.947782,0.004289,[39 41] ; [12 13],[38.85714286 41.14285714] ; [12.14285714 12.85714286],0
n1,1,0.962732,0.002183,[ 8 17] ; [1 2],[ 8.03571429 16.96428571] ; [0.96428571 2.03571429],0
a3,1,0.965149,0.001909,[42 38] ; [13 12],[41.9047619 38.0952381] ; [13.0952381 11.9047619],0
