Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p4,1,0.001942,9.603307,[10 13] ; [77 24],[16.13709677  6.86290323] ; [70.86290323 30.13709677],0
p8,1,0.004812,7.948898,[ 9 14] ; [71 30],[14.83870968  8.16129032] ; [65.16129032 35.83870968],0
p9,1,0.004895,7.917708,[14  9] ; [87 14],[18.73387097  4.26612903] ; [82.26612903 18.73387097],0
a3,1,0.009165,6.790379,[ 7 16] ; [61 40],[12.61290323 10.38709677] ; [55.38709677 45.61290323],0
p10,1,0.020527,5.366514,[14  9] ; [82 17],[18.09836066  4.90163934] ; [77.90163934 21.09836066],0
p3,1,0.051511,3.791572,[ 9 14] ; [62 39],[13.16935484  9.83064516] ; [57.83064516 43.16935484],0
p2,1,0.055844,3.656699,[17  6] ; [90 11],[19.84677419  3.15322581] ; [87.15322581 13.84677419],0
s6,1,0.056563,3.63539,[11 11] ; [69 28],[14.78991597  7.21008403] ; [65.21008403 31.78991597],0
n4,1,0.082904,3.007031,[14  9] ; [79 22],[17.25  5.75] ; [75.75 25.25],0
b1,1,0.09348,2.813401,[14  9] ; [42 59],[10.38709677 12.61290323] ; [45.61290323 55.38709677],0
d4,1,0.096457,2.763176,[10 13] ; [63 38],[13.54032258  9.45967742] ; [59.45967742 41.54032258],0
v3,1,0.10113,2.687625,[ 5 18] ; [40 60],[ 8.41463415 14.58536585] ; [36.58536585 63.41463415],0
n1,1,0.118337,2.439188,[1 5] ; [13 12],[2.70967742 3.29032258] ; [11.29032258 13.70967742],0
p1,1,0.148072,2.092003,[ 1 22] ; [16 85],[ 3.15322581 19.84677419] ; [13.84677419 87.15322581],0
v4,1,0.153915,2.033013,[20  3] ; [96  5],[21.51612903  1.48387097] ; [94.48387097  6.51612903],0
n6,1,0.156645,2.006317,[17  6] ; [86 14],[19.2601626  3.7398374] ; [83.7398374 16.2601626],0
b3,1,0.168606,1.895298,[2 6] ; [33 32],[3.83561644 4.16438356] ; [31.16438356 33.83561644],0
b2,1,0.168606,1.895298,[2 6] ; [33 32],[3.83561644 4.16438356] ; [31.16438356 33.83561644],0
s8,1,0.179378,1.80277,[ 7 15] ; [48 53],[ 9.83739837 12.16260163] ; [45.16260163 55.83739837],0
d5,1,0.185703,1.75138,[ 9 13] ; [57 44],[11.80487805 10.19512195] ; [54.19512195 46.80487805],0
v1,1,0.198311,1.65477,[ 9 14] ; [54 46],[11.7804878 11.2195122] ; [51.2195122 48.7804878],0
d2,1,0.214781,1.538901,[ 5 18] ; [12 89],[ 3.15322581 19.84677419] ; [13.84677419 87.15322581],0
b5,1,0.259484,1.271507,[17  6] ; [62 39],[14.65322581  8.34677419] ; [64.34677419 36.65322581],0
p5,1,0.260956,1.263676,[ 3 20] ; [24 77],[ 5.00806452 17.99193548] ; [21.99193548 79.00806452],0
r4,1,0.275893,1.187213,[18  5] ; [88 13],[19.66129032  3.33870968] ; [86.33870968 14.66129032],0
n2,1,0.300559,1.071714,[3 3] ; [18  7],[4.06451613 1.93548387] ; [16.93548387  8.06451613],0
v2,1,0.329193,0.952072,[11 12] ; [59 41],[13.08943089  9.91056911] ; [56.91056911 43.08943089],0
a4,1,0.333295,0.936054,[ 5 18] ; [32 68],[ 6.91869919 16.08130081] ; [30.08130081 69.91869919],0
u2,1,0.344732,0.892754,[11  5] ; [22 18],[9.42857143 6.57142857] ; [23.57142857 16.42857143],0
r1,1,0.380437,0.769289,[15  8] ; [75 26],[16.69354839  6.30645161] ; [73.30645161 27.69354839],0
r2,1,0.391722,0.73359,[22  1] ; [90 10],[20.94308943  2.05691057] ; [91.05691057  8.94308943],0
b4,1,0.402961,0.699472,[11 12] ; [58 43],[12.7983871 10.2016129] ; [56.2016129 44.7983871],0
a5,1,0.436022,0.606729,[10 13] ; [53 48],[11.68548387 11.31451613] ; [51.31451613 49.68548387],0
s3,1,0.461105,0.54321,[10 13] ; [52 48],[11.59349593 11.40650407] ; [50.40650407 49.59349593],0
r3,1,0.482451,0.493318,[21  2] ; [96  5],[21.7016129  1.2983871] ; [95.2983871  5.7016129],0
p7,1,0.500009,0.454918,[19  4] ; [87 12],[19.98360656  3.01639344] ; [86.01639344 12.98360656],0
s7,1,0.550057,0.357215,[10 10] ; [55 41],[11.20689655  8.79310345] ; [53.79310345 42.20689655],0
n5,1,0.59441,0.283509,[16  6] ; [78 22],[16.95081967  5.04918033] ; [77.04918033 22.95081967],0
s5,1,0.617274,0.249718,[ 7 14] ; [38 59],[ 8.00847458 12.99152542] ; [36.99152542 60.00847458],0
s4,1,0.692184,0.156731,[ 4 19] ; [14 85],[ 3.39344262 19.60655738] ; [14.60655738 84.39344262],0
a8,1,0.719739,0.128743,[ 3 18] ; [17 80],[ 3.55932203 17.44067797] ; [16.44067797 80.55932203],0
s1,1,0.74247,0.107968,[ 1 22] ; [ 3 97],[ 0.74796748 22.25203252] ; [ 3.25203252 96.74796748],0
u3,1,0.870825,0.026442,[9 7] ; [21 18],[8.72727273 7.27272727] ; [21.27272727 17.72727273],0
a2,1,0.901972,0.015171,[ 2 21] ; [ 8 93],[ 1.85483871 21.14516129] ; [ 8.14516129 92.85483871],0
u1,1,0.903246,0.014777,[ 1 22] ; [ 5 96],[ 1.11290323 21.88709677] ; [ 4.88709677 96.11290323],0
a7,1,0.914863,0.011429,[15  7] ; [67 33],[14.78688525  7.21311475] ; [67.21311475 32.78688525],0
s2,1,0.919109,0.010314,[12 11] ; [51 49],[11.7804878 11.2195122] ; [51.2195122 48.7804878],0
n3,1,0.949972,0.003937,[4 2] ; [17  8],[4.06451613 1.93548387] ; [16.93548387  8.06451613],0
a6,1,0.96656,0.001758,[14  9] ; [61 40],[13.91129032  9.08870968] ; [61.08870968 39.91129032],0
d3,1,0.980971,0.000569,[ 9 12] ; [43 58],[ 8.95081967 12.04918033] ; [43.04918033 57.95081967],0
