Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
v3,1,0.0,71.328173,[162  97] ; [ 34 131],[119.72641509 139.27358491] ; [76.27358491 88.72641509],1
v1,1,0.0,31.485328,[192  70] ; [77 89],[164.6682243  97.3317757] ; [104.3317757  61.6682243],1
p10,1,0.000914,10.994302,[243  20] ; [135  30],[232.27570093  30.72429907] ; [145.72429907  19.27570093],1
s4,1,0.010276,6.586449,[ 36 228] ; [ 38 125],[ 45.75175644 218.24824356] ; [ 28.24824356 134.75175644],0
p11,1,0.013007,6.16822,[233  32] ; [132  35],[223.90046296  41.09953704] ; [141.09953704  25.90046296],0
p3,1,0.013609,6.088141,[176  87] ; [92 75],[163.91627907  99.08372093] ; [104.08372093  62.91627907],0
d4,1,0.022647,5.195397,[226  38] ; [127  38],[217.23076923  46.76923077] ; [135.76923077  29.23076923],0
p9,1,0.028507,4.797128,[243  21] ; [140  24],[236.24299065  27.75700935] ; [146.75700935  17.24299065],0
a3,1,0.030413,4.685776,[206  58] ; [114  52],[196.46511628  67.53488372] ; [123.53488372  42.46511628],0
b1,1,0.0336,4.514922,[ 98 167] ; [79 88],[108.57638889 156.42361111] ; [68.42361111 98.57638889],0
b4,1,0.034241,4.482652,[153 112] ; [79 88],[142.31481481 122.68518519] ; [89.68518519 77.31481481],0
u1,1,0.034429,4.473269,[ 60 205] ; [ 24 143],[ 51.52777778 213.47222222] ; [ 32.47222222 134.52777778],0
d1,1,0.045576,3.997211,[170  95] ; [91 76],[160.10416667 104.89583333] ; [100.89583333  66.10416667],0
d3,1,0.052413,3.762532,[190  74] ; [104  61],[180.92307692  83.07692308] ; [113.07692308  51.92307692],0
d2,1,0.054959,3.683319,[138 126] ; [71 95],[128.31627907 135.68372093] ; [80.68372093 85.31627907],0
s7,1,0.061237,3.50357,[153  98] ; [82 77],[143.86585366 107.13414634] ; [91.13414634 67.86585366],0
a5,1,0.071595,3.246074,[209  56] ; [119  48],[201.2037037  63.7962963] ; [126.7962963  40.2037037],0
a2,1,0.104509,2.635357,[ 74 191] ; [ 35 132],[ 66.86342593 198.13657407] ; [ 42.13657407 124.86342593],0
r1,1,0.113696,2.502085,[226  39] ; [131  34],[220.01162791  44.98837209] ; [136.98837209  28.01162791],0
n1,1,0.120538,2.410312,[14 26] ; [18 16],[17.2972973 22.7027027] ; [14.7027027 19.2972973],0
a6,1,0.161247,1.962492,[185  78] ; [106  60],[178.3986014  84.6013986] ; [112.6013986  53.3986014],0
a7,1,0.165846,1.920094,[192  72] ; [111  56],[185.5962877  78.4037123] ; [117.4037123  49.5962877],0
