Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p2,1,0.001448,10.143464,[40  6] ; [20 16],[33.65853659 12.34146341] ; [26.34146341  9.65853659],0
p7,1,0.003391,8.584118,[32 14] ; [12 21],[25.62025316 20.37974684] ; [18.37974684 14.62025316],0
p6,1,0.00484,7.938287,[20 26] ; [ 5 30],[14.19753086 31.80246914] ; [10.80246914 24.19753086],0
p3,1,0.009245,6.774966,[26 20] ; [10 26],[20.19512195 25.80487805] ; [15.80487805 20.19512195],0
r3,1,0.023054,5.164399,[44  2] ; [27  7],[40.825  5.175] ; [30.175  3.825],0
a4,1,0.031958,4.60074,[16 29] ; [ 5 30],[11.8125 33.1875] ; [ 9.1875 25.8125],0
v2,1,0.037753,4.316117,[29 17] ; [13 20],[24.4556962 21.5443038] ; [17.5443038 15.4556962],0
d2,1,0.078018,3.105707,[14 32] ; [ 5 31],[10.65853659 35.34146341] ; [ 8.34146341 27.65853659],0
p8,1,0.132347,2.264752,[23 22] ; [12 23],[19.6875 25.3125] ; [15.3125 19.6875],0
n6,1,0.143735,2.137505,[39  7] ; [25 10],[36.34567901  9.65432099] ; [27.65432099  7.34567901],0
r4,1,0.16247,1.951088,[41  5] ; [28  8],[38.70731707  7.29268293] ; [30.29268293  5.70731707],0
p5,1,0.164821,1.929426,[ 7 39] ; [ 2 34],[ 5.04878049 40.95121951] ; [ 3.95121951 32.04878049],0
u1,1,0.198796,1.651198,[ 1 45] ; [ 3 33],[ 2.24390244 43.75609756] ; [ 1.75609756 34.24390244],0
p10,1,0.306527,1.045581,[36  8] ; [26 10],[34.1  9.9] ; [27.9  8.1],0
a2,1,0.344455,0.89378,[ 7 39] ; [ 3 33],[ 5.6097561 40.3902439] ; [ 4.3902439 31.6097561],0
p1,1,0.361501,0.832672,[10 36] ; [ 5 31],[ 8.41463415 37.58536585] ; [ 6.58536585 29.41463415],0
u3,1,0.370682,0.801376,[ 9 10] ; [10  6],[10.31428571  8.68571429] ; [8.68571429 7.31428571],0
b1,1,0.384131,0.757439,[21 25] ; [13 23],[19.07317073 26.92682927] ; [14.92682927 21.07317073],0
n4,1,0.389329,0.741037,[37  8] ; [26  9],[35.4375  9.5625] ; [27.5625  7.4375],0
p9,1,0.398969,0.71143,[38  8] ; [27  9],[36.46341463  9.53658537] ; [28.53658537  7.46341463],0
r2,1,0.449356,0.572275,[43  2] ; [32  3],[42.1875  2.8125] ; [32.8125  2.1875],0
s8,1,0.460072,0.54572,[19 27] ; [12 24],[17.3902439 28.6097561] ; [13.6097561 22.3902439],0
s1,1,0.473805,0.513089,[ 3 41] ; [ 4 31],[ 3.89873418 40.10126582] ; [ 3.10126582 31.89873418],0
d5,1,0.487108,0.482908,[24 22] ; [16 20],[22.43902439 23.56097561] ; [17.56097561 18.43902439],0
s6,1,0.495557,0.464439,[23 20] ; [22 14],[24.49367089 18.50632911] ; [20.50632911 15.49367089],0
r1,1,0.515305,0.42328,[35 10] ; [25 10],[33.75 11.25] ; [26.25  8.75],0
n1,1,0.528265,0.397727,[7 5] ; [4 5],[6.28571429 5.71428571] ; [4.71428571 4.28571429],0
a6,1,0.57804,0.309414,[24 22] ; [21 15],[25.24390244 20.75609756] ; [19.75609756 16.24390244],0
s3,1,0.580741,0.305038,[21 24] ; [18 16],[22.21518987 22.78481013] ; [16.78481013 17.21518987],0
u2,1,0.640458,0.218144,[ 8 11] ; [8 8],[ 8.68571429 10.31428571] ; [7.31428571 8.68571429],0
b4,1,0.656285,0.198068,[24 22] ; [17 19],[23. 23.] ; [18. 18.],0
v4,1,0.674841,0.175992,[41  4] ; [30  4],[40.44303797  4.55696203] ; [30.55696203  3.44303797],0
d3,1,0.686055,0.163389,[16 30] ; [11 25],[15.14634146 30.85365854] ; [11.85365854 24.14634146],0
a5,1,0.701638,0.146773,[30 16] ; [22 14],[29.17073171 16.82926829] ; [22.82926829 13.17073171],0
v3,1,0.704304,0.144033,[19 27] ; [13 22],[18.17283951 27.82716049] ; [13.82716049 21.17283951],0
b3,1,0.707513,0.140774,[10 25] ; [ 7 14],[10.625 24.375] ; [ 6.375 14.625],0
b2,1,0.707513,0.140774,[10 25] ; [ 7 14],[10.625 24.375] ; [ 6.375 14.625],0
a8,1,0.721817,0.126758,[ 6 34] ; [ 4 29],[ 5.47945205 34.52054795] ; [ 4.52054795 28.47945205],0
s2,1,0.816458,0.053872,[16 28] ; [14 22],[16.5 27.5] ; [13.5 22.5],0
s5,1,0.822243,0.050473,[ 8 35] ; [ 6 30],[ 7.62025316 35.37974684] ; [ 6.37974684 29.62025316],0
a1,1,0.860356,0.030948,[ 1 45] ; [ 1 35],[ 1.12195122 44.87804878] ; [ 0.87804878 35.12195122],0
p11,1,0.863836,0.02941,[34 12] ; [26 10],[33.65853659 12.34146341] ; [26.34146341  9.65853659],0
a7,1,0.873981,0.025155,[31 15] ; [23 12],[30.66666667 15.33333333] ; [23.33333333 11.66666667],0
a3,1,0.888442,0.019677,[27 19] ; [20 15],[26.69135802 19.30864198] ; [20.30864198 14.69135802],0
s7,1,0.906291,0.013858,[19 24] ; [15 20],[18.74358974 24.25641026] ; [15.25641026 19.74358974],0
s4,1,0.931034,0.00749,[ 8 38] ; [ 6 30],[ 7.85365854 38.14634146] ; [ 6.14634146 29.85365854],0
b5,1,0.937132,0.006221,[29 17] ; [23 13],[29.17073171 16.82926829] ; [22.82926829 13.17073171],0
n5,1,1.0,0.0,[36  9] ; [28  7],[36.  9.] ; [28.  7.],0
