Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r4,1,0.0,29.680714,[1 5] ; [99  9],[5.26315789 0.73684211] ; [94.73684211 13.26315789],1
s1,1,4e-06,21.139297,[3 3] ; [  4 104],[0.36842105 5.63157895] ; [  6.63157895 101.36842105],1
s6,1,0.000366,12.700633,[3 3] ; [96  7],[5.44954128 0.55045872] ; [93.55045872  9.44954128],1
v4,1,0.000402,12.521657,[4 2] ; [104   3],[5.73451327 0.26548673] ; [102.26548673   4.73451327],1
p10,1,0.002696,9.002835,[2 4] ; [89 18],[4.83185841 1.16814159] ; [86.16814159 20.83185841],0
r1,1,0.006509,7.403596,[2 4] ; [87 21],[4.68421053 1.31578947] ; [84.31578947 23.68421053],0
p9,1,0.014546,5.970629,[3 3] ; [92 14],[5.08928571 0.91071429] ; [89.91071429 16.08928571],0
d5,1,0.050248,3.833169,[3 3] ; [89 19],[4.84210526 1.15789474] ; [87.15789474 20.84210526],0
p3,1,0.063037,3.455614,[1 5] ; [60 48],[3.21052632 2.78947368] ; [57.78947368 50.21052632],0
r2,1,0.083217,3.000933,[4 1] ; [104   4],[4.77876106 0.22123894] ; [103.22123894   4.77876106],0
a6,1,0.085126,2.964217,[2 4] ; [73 35],[3.94736842 2.05263158] ; [71.05263158 36.94736842],0
v1,1,0.13824,2.197437,[1 5] ; [51 56],[2.76106195 3.23893805] ; [49.23893805 57.76106195],0
p4,1,0.146758,2.105628,[2 4] ; [68 40],[3.68421053 2.31578947] ; [66.31578947 41.68421053],0
n2,1,0.175575,1.834687,[2 2] ; [21  5],[3.06666667 0.93333333] ; [19.93333333  6.06666667],0
p11,1,0.175875,1.832143,[3 3] ; [81 27],[4.42105263 1.57894737] ; [79.57894737 28.42105263],0
b4,1,0.193412,1.691436,[2 4] ; [65 43],[3.52631579 2.47368421] ; [63.47368421 44.52631579],0
b5,1,0.256939,1.285173,[5 1] ; [65 43],[3.68421053 2.31578947] ; [66.31578947 41.68421053],0
d4,1,0.333001,0.937191,[4 2] ; [89 19],[4.89473684 1.10526316] ; [88.10526316 19.89473684],0
p2,1,0.333001,0.937191,[4 2] ; [89 19],[4.89473684 1.10526316] ; [88.10526316 19.89473684],0
p8,1,0.352473,0.864535,[2 4] ; [56 50],[3.10714286 2.89285714] ; [54.89285714 51.10714286],0
a7,1,0.373597,0.791667,[3 3] ; [73 35],[4. 2.] ; [72. 36.],0
n4,1,0.373597,0.791667,[5 1] ; [71 37],[4. 2.] ; [72. 36.],0
n6,1,0.378107,0.776846,[4 2] ; [87 20],[4.83185841 1.16814159] ; [86.16814159 20.83185841],0
d2,1,0.426706,0.631773,[4 2] ; [54 54],[3.05263158 2.94736842] ; [54.94736842 53.05263158],0
s5,1,0.434976,0.609501,[2 3] ; [56 41],[2.84313725 2.15686275] ; [55.15686275 41.84313725],0
v3,1,0.453442,0.562035,[1 5] ; [33 73],[1.82142857 4.17857143] ; [32.17857143 73.82142857],0
p1,1,0.549757,0.357752,[1 5] ; [10 98],[0.57894737 5.42105263] ; [10.42105263 97.57894737],0
d1,1,0.587847,0.29372,[3 3] ; [66 42],[3.63157895 2.36842105] ; [65.36842105 42.63157895],0
p6,1,0.667658,0.184353,[3 3] ; [44 63],[2.49557522 3.50442478] ; [44.50442478 62.49557522],0
b1,1,0.686492,0.162909,[2 4] ; [45 63],[2.47368421 3.52631579] ; [44.52631579 63.47368421],0
s8,1,0.721287,0.127263,[3 3] ; [62 46],[3.42105263 2.57894737] ; [61.57894737 46.42105263],0
d3,1,0.728372,0.120611,[4 2] ; [79 29],[4.36842105 1.63157895] ; [78.63157895 29.36842105],0
a2,1,0.748883,0.102472,[1 5] ; [24 84],[1.31578947 4.68421053] ; [23.68421053 84.31578947],0
n1,1,0.814672,0.054945,[1 3] ; [ 8 18],[1.2 2.8] ; [ 7.8 18.2],0
u1,1,0.825844,0.048415,[1 5] ; [22 86],[1.21052632 4.78947368] ; [21.78947368 86.21052632],0
a5,1,0.846947,0.037255,[4 2] ; [76 32],[4.21052632 1.78947368] ; [75.78947368 32.21052632],0
a3,1,0.885833,0.020615,[4 2] ; [75 33],[4.15789474 1.84210526] ; [74.84210526 33.15789474],0
n5,1,0.885833,0.020615,[4 2] ; [75 33],[4.15789474 1.84210526] ; [74.84210526 33.15789474],0
a4,1,0.89448,0.017593,[3 3] ; [51 57],[2.84210526 3.15789474] ; [51.15789474 56.84210526],0
n3,1,0.932534,0.007167,[3 1] ; [20  6],[3.06666667 0.93333333] ; [19.93333333  6.06666667],0
b2,1,0.955788,0.003074,[1 4] ; [12 45],[1.0483871 3.9516129] ; [11.9516129 45.0483871],0
b3,1,0.955788,0.003074,[1 4] ; [12 45],[1.0483871 3.9516129] ; [11.9516129 45.0483871],0
