Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
n6,1,0.0101,6.617177,[33  4] ; [8 6],[29.74509804  7.25490196] ; [11.25490196  2.74509804],0
p10,1,0.014529,5.972648,[32  5] ; [7 6],[28.86  8.14] ; [10.14  2.86],0
r3,1,0.015553,5.85267,[34  3] ; [9 5],[31.19607843  5.80392157] ; [11.80392157  2.19607843],0
v4,1,0.019842,5.425743,[36  1] ; [10  3],[34.04  2.96] ; [11.96  1.04],0
b3,1,0.023537,5.128467,[11 10] ; [1 9],[ 8.12903226 12.87096774] ; [3.87096774 6.12903226],0
b2,1,0.023537,5.128467,[11 10] ; [1 9],[ 8.12903226 12.87096774] ; [3.87096774 6.12903226],0
p6,1,0.029708,4.72612,[20 16] ; [ 3 11],[16.56 19.44] ; [6.44 7.56],0
a5,1,0.0446,4.033696,[27 10] ; [6 8],[23.94117647 13.05882353] ; [9.05882353 4.94117647],0
n4,1,0.060683,3.51863,[24 13] ; [5 9],[21.03921569 15.96078431] ; [7.96078431 6.03921569],0
v3,1,0.082854,3.00801,[11 23] ; [ 1 12],[ 8.68085106 25.31914894] ; [3.31914894 9.68085106],0
s6,1,0.083214,3.000992,[31  5] ; [9 5],[28.8  7.2] ; [11.2  2.8],0
r2,1,0.091306,2.851203,[33  4] ; [9 4],[31.08  5.92] ; [10.92  2.08],0
p8,1,0.092696,2.826923,[18 18] ; [ 3 10],[15.42857143 20.57142857] ; [5.57142857 7.42857143],0
d4,1,0.119607,2.422466,[33  4] ; [10  4],[31.19607843  5.80392157] ; [11.80392157  2.19607843],0
p9,1,0.130506,2.28647,[32  4] ; [10  4],[30.24  5.76] ; [11.76  2.24],0
a4,1,0.150445,2.06773,[16 21] ; [ 3 11],[13.78431373 23.21568627] ; [5.21568627 8.78431373],0
n5,1,0.154119,2.030998,[24 13] ; [6 8],[21.76470588 15.23529412] ; [8.23529412 5.76470588],0
p7,1,0.159337,1.980503,[22 14] ; [5 8],[19.83673469 16.16326531] ; [7.16326531 5.83673469],0
p5,1,0.197172,1.663202,[ 9 28] ; [ 1 12],[ 7.4 29.6] ; [ 2.6 10.4],0
p4,1,0.214143,1.543191,[23 14] ; [6 8],[21.03921569 15.96078431] ; [7.96078431 6.03921569],0
a3,1,0.236167,1.403326,[24 13] ; [6 7],[22.2 14.8] ; [7.8 5.2],0
s2,1,0.30274,1.062085,[29  8] ; [9 5],[27.56862745  9.43137255] ; [10.43137255  3.56862745],0
n3,1,0.313267,1.016852,[8 7] ; [1 3],[7.10526316 7.89473684] ; [1.89473684 2.10526316],0
d2,1,0.331887,0.941521,[13 24] ; [7 7],[14.50980392 22.49019608] ; [5.49019608 8.50980392],0
s8,1,0.338205,0.917225,[16 21] ; [ 4 10],[14.50980392 22.49019608] ; [5.49019608 8.50980392],0
p1,1,0.342209,0.902138,[ 7 30] ; [ 1 12],[ 5.92 31.08] ; [ 2.08 10.92],0
v2,1,0.366592,0.815185,[17 17] ; [5 9],[15.58333333 18.41666667] ; [6.41666667 7.58333333],0
d3,1,0.374813,0.787645,[26 11] ; [8 6],[24.66666667 12.33333333] ; [9.33333333 4.66666667],0
s7,1,0.390154,0.738462,[21 14] ; [6 7],[19.6875 15.3125] ; [7.3125 5.6875],0
p2,1,0.397827,0.714885,[27 10] ; [11  2],[28.12  8.88] ; [9.88 3.12],0
n1,1,0.435488,0.608144,[7 8] ; [1 3],[6.31578947 8.68421053] ; [1.68421053 2.31578947],0
d1,1,0.475336,0.509546,[20 17] ; [6 8],[18.8627451 18.1372549] ; [7.1372549 6.8627451],0
s4,1,0.536594,0.381888,[14 23] ; [ 4 10],[13.05882353 23.94117647] ; [4.94117647 9.05882353],0
b1,1,0.542721,0.37052,[15 22] ; [7 7],[15.96078431 21.03921569] ; [6.03921569 7.96078431],0
p3,1,0.588148,0.293246,[19 18] ; [6 8],[18.1372549 18.8627451] ; [6.8627451 7.1372549],0
a6,1,0.588148,0.293246,[18 19] ; [8 6],[18.8627451 18.1372549] ; [7.1372549 6.8627451],0
d5,1,0.601562,0.272646,[29  8] ; [10  4],[28.29411765  8.70588235] ; [10.70588235  3.29411765],0
u3,1,0.603848,0.269231,[8 5] ; [4 4],[7.42857143 5.57142857] ; [4.57142857 3.42857143],0
u2,1,0.603848,0.269231,[8 5] ; [4 4],[7.42857143 5.57142857] ; [4.57142857 3.42857143],0
s3,1,0.610743,0.259094,[24 13] ; [8 6],[23.21568627 13.78431373] ; [8.78431373 5.21568627],0
b4,1,0.663018,0.189879,[31  6] ; [11  3],[30.47058824  6.52941176] ; [11.52941176  2.47058824],0
p11,1,0.681041,0.168957,[26 11] ; [9 5],[25.39215686 11.60784314] ; [9.60784314 4.39215686],0
b5,1,0.71154,0.136744,[18 19] ; [6 8],[17.41176471 19.58823529] ; [6.58823529 7.41176471],0
a7,1,0.743183,0.107348,[23 14] ; [8 6],[22.49019608 14.50980392] ; [8.50980392 5.49019608],0
a8,1,0.782974,0.07587,[ 2 34] ; [ 1 12],[ 2.20408163 33.79591837] ; [ 0.79591837 12.20408163],0
n2,1,0.827472,0.0475,[12  3] ; [3 1],[11.84210526  3.15789474] ; [3.15789474 0.84210526],0
v1,1,0.935145,0.006622,[19 18] ; [6 6],[18.87755102 18.12244898] ; [6.12244898 5.87755102],0
