Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p10,1,0.0,62.373635,[133  17] ; [11 28],[114.28571429  35.71428571] ; [29.71428571  9.28571429],1
r2,1,1.4e-05,18.901322,[144   3] ; [31  8],[138.30645161   8.69354839] ; [36.69354839  2.30645161],1
p11,1,1.6e-05,18.573206,[124  27] ; [19 20],[113.64736842  37.35263158] ; [29.35263158  9.64736842],1
r4,1,0.000112,14.92256,[135  16] ; [25 14],[127.15789474  23.84210526] ; [32.84210526  6.15789474],1
p2,1,0.001144,10.579069,[117  34] ; [20 19],[108.87894737  42.12105263] ; [28.12105263 10.87894737],0
s8,1,0.001275,10.378504,[70 81] ; [ 7 32],[61.19473684 89.80526316] ; [15.80526316 23.19473684],0
n6,1,0.002827,8.915745,[127  22] ; [25 14],[120.46808511  28.53191489] ; [31.53191489  7.46808511],0
r3,1,0.003979,8.293215,[148   2] ; [34  4],[145.21276596   4.78723404] ; [36.78723404  1.21276596],0
b1,1,0.010662,6.520725,[ 48 103] ; [21 18],[54.83684211 96.16315789] ; [14.16315789 24.83684211],0
n5,1,0.017278,5.667867,[99 49] ; [18 21],[92.59893048 55.40106952] ; [24.40106952 14.59893048],0
a5,1,0.022239,5.226957,[110  41] ; [21 18],[104.11052632  46.88947368] ; [26.88947368 12.11052632],0
s1,1,0.025413,4.995491,[  2 147] ; [ 3 35],[  3.98395722 145.01604278] ; [ 1.01604278 36.98395722],0
v4,1,0.03725,4.338932,[143   6] ; [34  5],[140.28191489   8.71808511] ; [36.71808511  2.28191489],0
s6,1,0.040861,4.181752,[92 57] ; [17 22],[86.38829787 62.61170213] ; [22.61170213 16.38829787],0
s3,1,0.042446,4.117325,[85 65] ; [15 24],[79.36507937 70.63492063] ; [20.63492063 18.36507937],0
s7,1,0.059107,3.562272,[69 78] ; [11 26],[63.91304348 83.08695652] ; [16.08695652 20.91304348],0
s2,1,0.063042,3.455502,[75 75] ; [13 26],[69.84126984 80.15873016] ; [18.15873016 20.84126984],0
b4,1,0.106318,2.60811,[87 64] ; [28 11],[91.39473684 59.60526316] ; [23.60526316 15.39473684],0
u1,1,0.113596,2.503469,[ 22 129] ; [ 2 37],[ 19.07368421 131.92631579] ; [ 4.92631579 34.07368421],0
p8,1,0.132897,2.258334,[53 95] ; [ 9 30],[49.06951872 98.93048128] ; [12.93048128 26.06951872],0
s4,1,0.14029,2.174773,[ 26 125] ; [ 3 36],[ 23.04736842 127.95263158] ; [ 5.95263158 33.04736842],0
r1,1,0.150728,2.064867,[124  27] ; [28 11],[120.8  30.2] ; [31.2  7.8],0
