Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r4,1,0.0,41.431275,[ 8 21] ; [81 11],[21.33057851  7.66942149] ; [67.66942149 24.33057851],1
r3,1,0.0,29.568018,[13 16] ; [83  8],[23.2  5.8] ; [72.8 18.2],1
v4,1,0.00023,13.565688,[17 12] ; [81 10],[23.68333333  5.31666667] ; [74.31666667 16.68333333],1
u3,1,0.000687,11.522962,[ 1 14] ; [21 15],[6.47058824 8.52941176] ; [15.52941176 20.47058824],1
a5,1,0.001477,10.106527,[11 18] ; [65 27],[18.21487603 10.78512397] ; [57.78512397 34.21487603],0
r2,1,0.001597,9.96337,[20  8] ; [85  6],[24.70588235  3.29411765] ; [80.29411765 10.70588235],0
p2,1,0.02259,5.199783,[12 17] ; [60 32],[17.25619835 11.74380165] ; [54.74380165 37.25619835],0
p11,1,0.022742,5.188117,[10 19] ; [54 38],[15.33884298 13.66115702] ; [48.66115702 43.33884298],0
s2,1,0.024906,5.030381,[ 5 24] ; [36 54],[ 9.99159664 19.00840336] ; [31.00840336 58.99159664],0
s6,1,0.030419,4.68543,[ 8 21] ; [46 45],[13.05 15.95] ; [40.95 50.05],0
s3,1,0.032209,4.587325,[ 8 20] ; [47 44],[12.94117647 15.05882353] ; [42.05882353 48.94117647],0
s7,1,0.044541,4.035929,[ 5 23] ; [32 51],[ 9.33333333 18.66666667] ; [27.66666667 55.33333333],0
s8,1,0.045866,3.986508,[ 3 26] ; [26 65],[ 7.00833333 21.99166667] ; [21.99166667 69.00833333],0
a7,1,0.053325,3.733689,[14 15] ; [62 29],[18.36666667 10.63333333] ; [57.63333333 33.36666667],0
p10,1,0.067372,3.345909,[ 4 25] ; [28 62],[ 7.79831933 21.20168067] ; [24.20168067 65.79831933],0
d5,1,0.068049,3.329455,[17 12] ; [70 22],[20.85123967  8.14876033] ; [66.14876033 25.85123967],0
p4,1,0.080721,3.050326,[ 7 22] ; [38 52],[10.96638655 18.03361345] ; [34.03361345 55.96638655],0
v3,1,0.091751,2.843378,[ 7 22] ; [37 52],[10.81355932 18.18644068] ; [33.18644068 55.81355932],0
d4,1,0.124639,2.358036,[17 12] ; [67 24],[20.3  8.7] ; [63.7 27.3],0
v1,1,0.153762,2.03453,[ 8 21] ; [39 53],[11.26446281 17.73553719] ; [35.73553719 56.26446281],0
a2,1,0.172684,1.859486,[ 3 26] ; [20 72],[ 5.51239669 23.48760331] ; [17.48760331 74.51239669],0
d1,1,0.173564,1.851887,[10 19] ; [45 47],[13.18181818 15.81818182] ; [41.81818182 50.18181818],0
b1,1,0.192028,1.70199,[14 15] ; [57 35],[17.01652893 11.98347107] ; [53.98347107 38.01652893],0
a3,1,0.20711,1.591512,[14 15] ; [56 35],[16.91666667 12.08333333] ; [53.08333333 37.91666667],0
s5,1,0.225647,1.46809,[ 3 25] ; [19 72],[ 5.17647059 22.82352941] ; [16.82352941 74.17647059],0
p3,1,0.227712,1.455097,[ 7 22] ; [33 58],[ 9.66666667 19.33333333] ; [30.33333333 60.66666667],0
p8,1,0.261949,1.258429,[ 6 23] ; [29 63],[ 8.38842975 20.61157025] ; [26.61157025 65.38842975],0
n1,1,0.286167,1.137569,[4 8] ; [13 12],[5.51351351 6.48648649] ; [11.48648649 13.51351351],0
b2,1,0.304075,1.056238,[ 9 12] ; [18 41],[ 7.0875 13.9125] ; [19.9125 39.0875],0
b3,1,0.304075,1.056238,[ 9 12] ; [18 41],[ 7.0875 13.9125] ; [19.9125 39.0875],0
u2,1,0.319383,0.991472,[5 9] ; [18 17],[6.57142857 7.42857143] ; [16.42857143 18.57142857],0
p7,1,0.322134,0.980263,[10 19] ; [40 49],[12.28813559 16.71186441] ; [37.71186441 51.28813559],0
n3,1,0.337998,0.918012,[6 7] ; [15  9],[7.37837838 5.62162162] ; [13.62162162 10.37837838],0
n2,1,0.34509,0.891429,[7 6] ; [18  8],[8.33333333 4.66666667] ; [16.66666667  9.33333333],0
n6,1,0.383996,0.757868,[18 10] ; [67 25],[19.83333333  8.16666667] ; [65.16666667 26.83333333],0
p12,1,0.389453,0.74065,[ 1 28] ; [ 1 90],[ 0.48333333 28.51666667] ; [ 1.51666667 89.48333333],0
s4,1,0.399134,0.710933,[ 5 24] ; [10 79],[ 3.68644068 25.31355932] ; [11.31355932 77.68644068],0
v2,1,0.399673,0.70931,[10 19] ; [39 51],[11.94117647 17.05882353] ; [37.05882353 52.94117647],0
a4,1,0.41836,0.654917,[ 9 19] ; [37 54],[10.82352941 17.17647059] ; [35.17647059 55.82352941],0
u1,1,0.431635,0.618421,[ 3 26] ; [15 77],[ 4.31404959 24.68595041] ; [13.68595041 78.31404959],0
b4,1,0.448258,0.575054,[16 13] ; [58 34],[17.73553719 11.26446281] ; [56.26446281 35.73553719],0
d3,1,0.514935,0.424026,[16 13] ; [57 35],[17.49586777 11.50413223] ; [55.50413223 36.49586777],0
p1,1,0.522352,0.409246,[ 2 27] ; [10 81],[ 2.9 26.1] ; [ 9.1 81.9],0
p5,1,0.536459,0.382142,[ 1 28] ; [ 6 86],[ 1.67768595 27.32231405] ; [ 5.32231405 86.67768595],0
a1,1,0.640773,0.217732,[ 3 26] ; [ 7 85],[ 2.39669421 26.60330579] ; [ 7.60330579 84.39669421],0
b5,1,0.650416,0.205377,[15 14] ; [52 40],[16.05785124 12.94214876] ; [50.94214876 41.05785124],0
n5,1,0.663777,0.188968,[22  7] ; [66 26],[21.09090909  7.90909091] ; [66.90909091 25.09090909],0
p6,1,0.76702,0.087779,[ 6 22] ; [17 73],[ 5.45762712 22.54237288] ; [17.54237288 72.45762712],0
d2,1,0.779662,0.078266,[13 15] ; [45 46],[13.64705882 14.35294118] ; [44.35294118 46.64705882],0
a6,1,0.908006,0.013353,[18 11] ; [56 36],[17.73553719 11.26446281] ; [56.26446281 35.73553719],0
