Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p7,1,3.6e-05,17.069127,[37  5] ; [34 35],[26.86486486 15.13513514] ; [44.13513514 24.86486486],1
p4,1,9.7e-05,15.186542,[30 12] ; [23 46],[20.05405405 21.94594595] ; [32.94594595 36.05405405],1
p8,1,0.000153,14.340741,[28 14] ; [21 49],[18.375 23.625] ; [30.625 39.375],1
p5,1,0.000615,11.729788,[11 31] ; [ 3 68],[ 5.20353982 36.79646018] ; [ 8.79646018 62.20353982],1
p1,1,0.008593,6.905499,[ 7 35] ; [ 2 69],[ 3.34513274 38.65486726] ; [ 5.65486726 65.34513274],0
p2,1,0.01307,6.159571,[38  4] ; [50 21],[32.7079646  9.2920354] ; [55.2920354 15.7079646],0
p12,1,0.018149,5.581736,[ 5 37] ; [ 1 68],[ 2.27027027 39.72972973] ; [ 3.72972973 65.27027027],0
p3,1,0.019678,5.44022,[21 21] ; [20 51],[15.23893805 26.76106195] ; [25.76106195 45.23893805],0
v1,1,0.020601,5.360204,[30 11] ; [35 34],[24.22727273 16.77272727] ; [40.77272727 28.22727273],0
n5,1,0.030921,4.657316,[34  8] ; [43 27],[28.875 13.125] ; [48.125 21.875],0
d1,1,0.032564,4.568565,[11 31] ; [33 38],[16.3539823 25.6460177] ; [27.6460177 43.3539823],0
s7,1,0.044192,4.049207,[18 20] ; [19 49],[13.26415094 24.73584906] ; [23.73584906 44.26415094],0
r4,1,0.056863,3.626608,[38  4] ; [54 17],[34.19469027  7.80530973] ; [57.80530973 13.19469027],0
n1,1,0.099965,2.706095,[6 5] ; [ 5 15],[3.90322581 7.09677419] ; [ 7.09677419 12.90322581],0
b3,1,0.103711,2.647521,[ 9 16] ; [ 7 32],[ 6.25 18.75] ; [ 9.75 29.25],0
b2,1,0.103711,2.647521,[ 9 16] ; [ 7 32],[ 6.25 18.75] ; [ 9.75 29.25],0
d2,1,0.11379,2.500783,[ 8 34] ; [23 47],[11.625 30.375] ; [19.375 50.625],0
n3,1,0.182791,1.774784,[10  1] ; [14  6],[8.51612903 2.48387097] ; [15.48387097  4.51612903],0
a4,1,0.217954,1.517788,[ 7 35] ; [19 52],[ 9.66371681 32.33628319] ; [16.33628319 54.66371681],0
b4,1,0.231803,1.429763,[29 13] ; [41 30],[26.01769912 15.98230088] ; [43.98230088 27.01769912],0
s6,1,0.255599,1.292437,[28 13] ; [39 29],[25.20183486 15.79816514] ; [41.79816514 26.20183486],0
