Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
d3,1,0.007398,7.173626,[15  6] ; [10 20],[10.29411765 10.70588235] ; [14.70588235 15.29411765],0
a4,1,0.008564,6.911644,[11 10] ; [ 5 24],[ 6.72 14.28] ; [ 9.28 19.72],0
n5,1,0.016961,5.700397,[11 10] ; [25  5],[14.82352941  6.17647059] ; [21.17647059  8.82352941],0
u3,1,0.019511,5.455102,[5 3] ; [ 2 12],[2.54545455 5.45454545] ; [4.45454545 9.54545455],0
d5,1,0.034995,4.445442,[16  5] ; [14 16],[12.35294118  8.64705882] ; [17.64705882 12.35294118],0
a5,1,0.060813,3.515077,[14  7] ; [12 18],[10.70588235 10.29411765] ; [15.29411765 14.70588235],0
p3,1,0.097069,2.753056,[ 8 13] ; [ 5 24],[ 5.46 15.54] ; [ 7.54 21.46],0
d1,1,0.123323,2.374603,[10 11] ; [ 8 22],[ 7.41176471 13.58823529] ; [10.58823529 19.41176471],0
b5,1,0.14809,2.091815,[12  9] ; [11 19],[ 9.47058824 11.52941176] ; [13.52941176 16.47058824],0
d4,1,0.157751,1.995652,[14  7] ; [14 16],[11.52941176  9.47058824] ; [16.47058824 13.52941176],0
n6,1,0.165518,1.923077,[ 8 12] ; [18 12],[10.4  9.6] ; [15.6 14.4],0
v4,1,0.192698,1.696866,[15  6] ; [16 14],[12.76470588  8.23529412] ; [18.23529412 11.76470588],0
a6,1,0.227385,1.457143,[12  9] ; [12 18],[ 9.88235294 11.11764706] ; [14.11764706 15.88235294],0
n4,1,0.264779,1.243596,[10 11] ; [19 11],[11.94117647  9.05882353] ; [17.05882353 12.94117647],0
s7,1,0.328589,0.954451,[ 4 15] ; [ 3 25],[ 2.82978723 16.17021277] ; [ 4.17021277 23.82978723],0
s1,1,0.355125,0.85506,[ 2 19] ; [ 1 29],[ 1.23529412 19.76470588] ; [ 1.76470588 28.23529412],0
a1,1,0.355439,0.853942,[ 4 17] ; [ 3 27],[ 2.88235294 18.11764706] ; [ 4.11764706 25.88235294],0
p1,1,0.367845,0.810932,[ 3 18] ; [ 2 28],[ 2.05882353 18.94117647] ; [ 2.94117647 27.05882353],0
v1,1,0.38667,0.749388,[ 8 13] ; [ 8 22],[ 6.58823529 14.41176471] ; [ 9.41176471 20.58823529],0
n1,1,0.3869,0.748663,[5 5] ; [ 6 12],[3.92857143 6.07142857] ; [ 7.07142857 10.92857143],0
p5,1,0.390008,0.738916,[ 3 18] ; [ 2 27],[ 2.1 18.9] ; [ 2.9 26.1],0
b4,1,0.400416,0.707076,[13  8] ; [15 15],[11.52941176  9.47058824] ; [16.47058824 13.52941176],0
b3,1,0.40292,0.699595,[6 6] ; [ 7 13],[4.875 7.125] ; [ 8.125 11.875],0
b2,1,0.40292,0.699595,[6 6] ; [ 7 13],[4.875 7.125] ; [ 8.125 11.875],0
a3,1,0.412878,0.670498,[13  7] ; [16 14],[11.6  8.4] ; [17.4 12.6],0
b1,1,0.471599,0.518226,[14  7] ; [17 13],[12.76470588  8.23529412] ; [18.23529412 11.76470588],0
s8,1,0.523186,0.407609,[ 1 19] ; [ 3 27],[ 1.6 18.4] ; [ 2.4 27.6],0
p8,1,0.528733,0.396825,[ 7 13] ; [ 8 22],[ 6. 14.] ; [ 9. 21.],0
p2,1,0.63404,0.226623,[ 8 13] ; [13 16],[ 8.82 12.18] ; [12.18 16.82],0
r1,1,0.655858,0.198594,[ 9 12] ; [11 19],[ 8.23529412 12.76470588] ; [11.76470588 18.23529412],0
p4,1,0.661612,0.191571,[ 7 14] ; [ 8 21],[ 6.3 14.7] ; [ 8.7 20.3],0
r2,1,0.668854,0.182945,[14  7] ; [17 11],[13.28571429  7.71428571] ; [17.71428571 10.28571429],0
p11,1,0.718326,0.130102,[ 6 15] ; [10 20],[ 6.58823529 14.41176471] ; [ 9.41176471 20.58823529],0
v3,1,0.724276,0.124433,[ 6 15] ; [ 7 22],[ 5.46 15.54] ; [ 7.54 21.46],0
p9,1,0.770287,0.085264,[ 9 11] ; [11 16],[ 8.5106383 11.4893617] ; [11.4893617 15.5106383],0
p12,1,0.776011,0.080952,[ 1 20] ; [ 2 28],[ 1.23529412 19.76470588] ; [ 1.76470588 28.23529412],0
s2,1,0.776011,0.080952,[ 1 20] ; [ 2 28],[ 1.23529412 19.76470588] ; [ 1.76470588 28.23529412],0
n2,1,0.777607,0.079772,[5 5] ; [ 8 10],[4.64285714 5.35714286] ; [8.35714286 9.64285714],0
n3,1,0.806824,0.059792,[4 6] ; [ 6 11],[3.7037037 6.2962963] ; [ 6.2962963 10.7037037],0
s5,1,0.81801,0.052949,[ 3 18] ; [ 5 25],[ 3.29411765 17.70588235] ; [ 4.70588235 25.29411765],0
s4,1,0.82625,0.048186,[ 4 17] ; [ 5 25],[ 3.70588235 17.29411765] ; [ 5.29411765 24.70588235],0
p10,1,0.889816,0.019193,[ 9 12] ; [13 16],[ 9.24 11.76] ; [12.76 16.24],0
s6,1,0.895281,0.017325,[ 5 15] ; [ 8 22],[ 5.2 14.8] ; [ 7.8 22.2],0
r4,1,0.92251,0.009462,[ 3 18] ; [ 4 26],[ 2.88235294 18.11764706] ; [ 4.11764706 25.88235294],0
v2,1,0.9236,0.009197,[ 5 16] ; [ 7 21],[ 5.14285714 15.85714286] ; [ 6.85714286 21.14285714],0
p7,1,0.929924,0.007734,[ 7 14] ; [ 9 19],[ 6.85714286 14.14285714] ; [ 9.14285714 18.85714286],0
u2,1,0.933249,0.007015,[3 5] ; [5 9],[2.90909091 5.09090909] ; [5.09090909 8.90909091],0
p6,1,0.960484,0.002455,[ 3 18] ; [ 4 25],[ 2.94 18.06] ; [ 4.06 24.94],0
d2,1,0.99058,0.000139,[ 8 13] ; [11 18],[ 7.98 13.02] ; [11.02 17.98],0
