Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
d3,1,0.0,43.614286,[48 59] ; [214  55],[74.55851064 32.44148936] ; [187.44148936  81.55851064],1
a6,1,0.0,42.935805,[49 58] ; [216  54],[75.21220159 31.78779841] ; [189.78779841  80.21220159],1
u1,1,1.1e-05,19.254733,[  7 100] ; [ 73 197],[22.70557029 84.29442971] ; [ 57.29442971 212.70557029],1
a2,1,1.9e-05,18.331235,[13 94] ; [ 92 178],[29.80106101 77.19893899] ; [ 75.19893899 194.80106101],1
b5,1,0.002238,9.343186,[58 49] ; [191  79],[70.67108753 36.32891247] ; [178.32891247  91.67108753],0
d1,1,0.009441,6.737439,[59 48] ; [187  83],[69.81962865 37.18037135] ; [176.18037135  93.81962865],0
u3,1,0.009835,6.664591,[ 8 14] ; [49 24],[13.2  8.8] ; [43.8 29.2],0
r3,1,0.021209,5.309521,[93 14] ; [253  16],[98.46276596  8.53723404] ; [247.53723404  21.46276596],0
r4,1,0.022386,5.215558,[81 26] ; [231  39],[88.55172414 18.44827586] ; [223.44827586  46.55172414],0
p4,1,0.024353,5.06932,[39 68] ; [133 137],[48.81697613 58.18302387] ; [123.18302387 146.81697613],0
u2,1,0.029074,4.763202,[ 8 13] ; [46 25],[12.32608696  8.67391304] ; [41.67391304 29.32608696],0
v4,1,0.062031,3.482223,[91 15] ; [247  21],[95.79679144 10.20320856] ; [242.20320856  25.79679144],0
n2,1,0.066262,3.373278,[32 10] ; [47 32],[27.4214876 14.5785124] ; [51.5785124 27.4214876],0
v2,1,0.075124,3.16736,[49 55] ; [147 109],[56.62222222 47.37777778] ; [139.37777778 116.62222222],0
r1,1,0.090592,2.863825,[74 33] ; [207  60],[80.39304813 26.60695187] ; [200.60695187  66.39304813],0
p2,1,0.100733,2.693907,[68 37] ; [198  72],[74.48 30.52] ; [191.52  78.48],0
b1,1,0.110178,2.551671,[50 57] ; [102 168],[43.14058355 63.85941645] ; [108.85941645 161.14058355],0
d4,1,0.15542,2.018233,[87 20] ; [235  35],[91.38992042 15.61007958] ; [230.61007958  39.38992042],0
p11,1,0.162957,1.946566,[77 30] ; [174  96],[71.23872679 35.76127321] ; [179.76127321  90.23872679],0
a1,1,0.173341,1.853806,[ 8 99] ; [ 11 259],[  5.39257294 101.60742706] ; [ 13.60742706 256.39257294],0
a3,1,0.191613,1.705174,[85 22] ; [197  73],[80.03713528 26.96286472] ; [201.96286472  68.03713528],0
n5,1,0.194009,1.686907,[78 28] ; [178  89],[72.75067024 33.24932976] ; [183.24932976  83.75067024],0
p5,1,0.22459,1.474799,[ 7 98] ; [ 10 257],[  4.7983871 100.2016129] ; [ 12.2016129 254.7983871],0
n1,1,0.236035,1.404119,[18 23] ; [26 53],[15.03333333 25.96666667] ; [28.96666667 50.03333333],0
b2,1,0.259879,1.269404,[32 41] ; [ 57 101],[28.12554113 44.87445887] ; [60.87445887 97.12554113],0
b3,1,0.259879,1.269404,[32 41] ; [ 57 101],[28.12554113 44.87445887] ; [60.87445887 97.12554113],0
s5,1,0.261493,1.260836,[34 66] ; [ 73 188],[29.6398892 70.3601108] ; [ 77.3601108 183.6398892],0
s7,1,0.280794,1.163245,[51 50] ; [114 144],[46.42061281 54.57938719] ; [118.57938719 139.42061281],0
p10,1,0.301289,1.068479,[73 33] ; [198  69],[77.01340483 28.98659517] ; [193.98659517  73.01340483],0
s1,1,0.313597,1.015467,[  6 100] ; [  9 257],[  4.27419355 101.72580645] ; [ 10.72580645 255.27419355],0
u4,1,0.313885,1.014258,[  1 106] ; [  7 263],[  2.27055703 104.72944297] ; [  5.72944297 264.27055703],0
r2,1,0.316685,1.002587,[96 10] ; [247  17],[98.26486486  7.73513514] ; [244.73513514  19.26486486],0
a8,1,0.345774,0.888904,[ 9 93] ; [ 30 213],[11.53043478 90.46956522] ; [ 27.46956522 215.53043478],0
p6,1,0.380381,0.769472,[21 84] ; [ 65 203],[24.20911528 80.79088472] ; [ 61.79088472 206.20911528],0
b4,1,0.403497,0.69788,[62 45] ; [169 101],[65.56233422 41.43766578] ; [165.43766578 104.56233422],0
p9,1,0.412301,0.672157,[77 28] ; [205  60],[80.02702703 24.97297297] ; [201.97297297  63.02702703],0
a4,1,0.42678,0.631569,[59 47] ; [138 132],[55.53723404 50.46276596] ; [141.46276596 128.53723404],0
v1,1,0.565587,0.330122,[50 53] ; [118 143],[47.53846154 55.46153846] ; [120.46153846 140.53846154],0
n4,1,0.65699,0.197201,[80 26] ; [197  72],[78.29866667 27.70133333] ; [198.70133333  70.29866667],0
s4,1,0.74262,0.107837,[16 90] ; [ 44 223],[17.05093834 88.94906166] ; [ 42.94906166 224.05093834],0
s3,1,0.792256,0.06937,[58 48] ; [141 124],[56.85714286 49.14285714] ; [142.14285714 122.85714286],0
d2,1,0.837684,0.041966,[59 46] ; [148 121],[58.11497326 46.88502674] ; [148.88502674 120.11497326],0
p12,1,0.859564,0.031304,[  6 100] ; [ 14 255],[  5.65333333 100.34666667] ; [ 14.34666667 254.65333333],0
s2,1,0.869383,0.027041,[52 54] ; [134 134],[52.71657754 53.28342246] ; [133.28342246 134.71657754],0
p3,1,0.891874,0.018478,[39 67] ; [101 168],[39.57333333 66.42666667] ; [100.42666667 168.57333333],0
p7,1,0.915308,0.011309,[42 63] ; [108 158],[42.45283019 62.54716981] ; [107.54716981 158.45283019],0
n6,1,0.925909,0.008648,[84 22] ; [212  57],[83.66933333 22.33066667] ; [212.33066667  56.66933333],0
s6,1,0.931212,0.007451,[66 38] ; [172  97],[66.35924933 37.64075067] ; [171.64075067  97.35924933],0
a5,1,0.948426,0.004184,[80 27] ; [201  69],[79.75331565 27.24668435] ; [201.24668435  68.75331565],0
n3,1,0.950043,0.003925,[30 12] ; [56 23],[29.85123967 12.14876033] ; [56.14876033 22.85123967],0
v3,1,0.983479,0.000429,[35 65] ; [ 90 168],[34.91620112 65.08379888] ; [ 90.08379888 167.91620112],0
p1,1,0.990495,0.000142,[  6 101] ; [ 15 254],[  5.97606383 101.02393617] ; [ 15.02393617 253.97606383],0
s8,1,0.999005,2e-06,[42 64] ; [107 163],[42.00531915 63.99468085] ; [106.99468085 163.00531915],0
