Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p6,1,0.014144,6.020067,[ 9 36] ; [14 16],[13.8 31.2] ; [ 9.2 20.8],0
s6,1,0.016175,5.783756,[35 11] ; [29  1],[38.73684211  7.26315789] ; [25.26315789  4.73684211],0
v1,1,0.028383,4.804642,[21 23] ; [22  8],[25.56756757 18.43243243] ; [17.43243243 12.56756757],0
s4,1,0.028682,4.786584,[ 8 38] ; [12 18],[12.10526316 33.89473684] ; [ 7.89473684 22.10526316],0
p1,1,0.029757,4.723274,[ 2 44] ; [ 6 24],[ 4.84210526 41.15789474] ; [ 3.15789474 26.84210526],0
a5,1,0.037191,4.341644,[28 18] ; [25  5],[32.07894737 13.92105263] ; [20.92105263  9.07894737],0
r4,1,0.040739,4.186842,[37  9] ; [29  1],[39.94736842  6.05263158] ; [26.05263158  3.94736842],0
p8,1,0.051503,3.791846,[ 9 37] ; [12 18],[12.71052632 33.28947368] ; [ 8.28947368 21.71052632],0
n6,1,0.068069,3.32898,[31 15] ; [25  4],[34.34666667 11.65333333] ; [21.65333333  7.34666667],0
p12,1,0.069482,3.295226,[ 2 44] ; [ 5 25],[ 4.23684211 41.76315789] ; [ 2.76315789 27.23684211],0
u1,1,0.085015,2.966329,[12 34] ; [ 3 27],[ 9.07894737 36.92105263] ; [ 5.92105263 24.07894737],0
s8,1,0.093089,2.82013,[21 25] ; [19 10],[24.53333333 21.46666667] ; [15.46666667 13.53333333],0
p9,1,0.099427,2.714714,[30 16] ; [24  5],[33.12 12.88] ; [20.88  8.12],0
u2,1,0.160958,1.965207,[9 4] ; [4 6],[7.34782609 5.65217391] ; [5.65217391 4.34782609],0
r1,1,0.17545,1.835749,[37  9] ; [20 10],[34.5 11.5] ; [22.5  7.5],0
n1,1,0.188274,1.731069,[8 6] ; [3 7],[6.41666667 7.58333333] ; [4.58333333 5.41666667],0
d3,1,0.222029,1.491206,[23 22] ; [19 10],[25.54054054 19.45945946] ; [16.45945946 12.54054054],0
r2,1,0.233692,1.418247,[41  5] ; [29  1],[42.36842105  3.63157895] ; [27.63157895  2.36842105],0
n3,1,0.233762,1.417824,[11  4] ; [5 5],[9.6 5.4] ; [6.4 3.6],0
p10,1,0.350688,0.870966,[29 17] ; [22  8],[30.86842105 15.13157895] ; [20.13157895  9.86842105],0
d2,1,0.3674,0.81244,[25 20] ; [13 16],[23.10810811 21.89189189] ; [14.89189189 14.10810811],0
n4,1,0.390257,0.73814,[32 14] ; [18 12],[30.26315789 15.73684211] ; [19.73684211 10.26315789],0
a4,1,0.400317,0.707375,[20 26] ; [16 14],[21.78947368 24.21052632] ; [14.21052632 15.78947368],0
s7,1,0.428098,0.627979,[23 19] ; [18 10],[24.6 17.4] ; [16.4 11.6],0
v3,1,0.488062,0.480796,[16 26] ; [13 15],[17.4 24.6] ; [11.6 16.4],0
a6,1,0.526864,0.400437,[23 22] ; [17 12],[24.32432432 20.67567568] ; [15.67567568 13.32432432],0
u4,1,0.54289,0.370209,[ 3 43] ; [ 1 29],[ 2.42105263 43.57894737] ; [ 1.57894737 28.42105263],0
a7,1,0.554775,0.348832,[26 20] ; [19 11],[27.23684211 18.76315789] ; [17.76315789 12.23684211],0
b1,1,0.56939,0.323704,[23 23] ; [13 17],[21.78947368 24.21052632] ; [14.21052632 15.78947368],0
a3,1,0.637995,0.221374,[33 13] ; [20 10],[32.07894737 13.92105263] ; [20.92105263  9.07894737],0
d5,1,0.65325,0.201828,[32 13] ; [22  7],[32.83783784 12.16216216] ; [21.16216216  7.83783784],0
u3,1,0.672754,0.178397,[8 5] ; [7 3],[8.47826087 4.52173913] ; [6.52173913 3.47826087],0
