Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
a3,1,0.011317,6.414807,[57 36] ; [15  1],[61.43119266 31.56880734] ; [10.56880734  5.43119266],0
u1,1,0.020591,5.36105,[13 81] ; [ 6 10],[16.23636364 77.76363636] ; [ 2.76363636 13.23636364],0
p5,1,0.041972,4.136335,[ 2 91] ; [ 2 14],[ 3.41284404 89.58715596] ; [ 0.58715596 15.41284404],0
s8,1,0.058346,3.583777,[16 78] ; [ 6 10],[18.8 75.2] ; [ 3.2 12.8],0
n1,1,0.061664,3.492063,[11 22] ; [5 2],[13.2 19.8] ; [2.8 4.2],0
a4,1,0.073647,3.199801,[31 63] ; [9 7],[34.18181818 59.81818182] ; [ 5.81818182 10.18181818],0
s6,1,0.074885,3.17257,[42 52] ; [11  5],[45.29090909 48.70909091] ; [7.70909091 8.29090909],0
n2,1,0.075879,3.151042,[17 15] ; [7 1],[19.2 12.8] ; [4.8 3.2],0
p10,1,0.091995,2.839119,[24 70] ; [7 8],[26.73394495 67.26605505] ; [ 4.26605505 10.73394495],0
d5,1,0.102879,2.660335,[71 23] ; [15  1],[73.49090909 20.50909091] ; [12.50909091  3.49090909],0
d2,1,0.104665,2.632979,[44 50] ; [11  5],[47. 47.] ; [8. 8.],0
a8,1,0.124283,2.362495,[ 7 79] ; [ 3 11],[ 8.6 77.4] ; [ 1.4 12.6],0
d4,1,0.157432,1.998722,[74 20] ; [15  1],[76.05454545 17.94545455] ; [12.94545455  3.05454545],0
a2,1,0.157949,1.993755,[20 74] ; [ 6 10],[22.21818182 71.78181818] ; [ 3.78181818 12.21818182],0
s7,1,0.185024,1.756799,[24 64] ; [7 9],[26.23076923 61.76923077] ; [ 4.76923077 11.23076923],0
p4,1,0.207152,1.59122,[40 54] ; [9 6],[42.25688073 51.74311927] ; [6.74311927 8.25688073],0
n6,1,0.215296,1.53545,[61 32] ; [13  3],[63.13761468 29.86238532] ; [10.86238532  5.13761468],0
r4,1,0.256697,1.286484,[70 24] ; [14  2],[71.78181818 22.21818182] ; [12.21818182  3.78181818],0
r1,1,0.290966,1.115144,[71 23] ; [14  2],[72.63636364 21.36363636] ; [12.36363636  3.63636364],0
p11,1,0.315737,1.006522,[48 46] ; [ 6 10],[46.14545455 47.85454545] ; [7.85454545 8.14545455],0
d3,1,0.324529,0.970606,[65 29] ; [13  3],[66.65454545 27.34545455] ; [11.34545455  4.65454545],0
a6,1,0.324529,0.970606,[65 29] ; [13  3],[66.65454545 27.34545455] ; [11.34545455  4.65454545],0
d1,1,0.396993,0.717415,[48 46] ; [10  6],[49.56363636 44.43636364] ; [8.43636364 7.56363636],0
r3,1,0.400368,0.707221,[81 13] ; [15  1],[82.03636364 11.96363636] ; [13.96363636  2.03636364],0
n3,1,0.414216,0.666667,[19 13] ; [6 2],[20. 12.] ; [5. 3.],0
s3,1,0.44333,0.587649,[37 56] ; [8 8],[38.39449541 54.60550459] ; [6.60550459 9.39449541],0
v1,1,0.453044,0.563025,[32 62] ; [7 9],[33.32727273 60.67272727] ; [ 5.67272727 10.32727273],0
v3,1,0.4959,0.4637,[27 66] ; [ 6 10],[28.1559633 64.8440367] ; [ 4.8440367 11.1559633],0
b4,1,0.506427,0.441442,[61 33] ; [9 7],[59.81818182 34.18181818] ; [10.18181818  5.81818182],0
p6,1,0.519282,0.415319,[19 74] ; [ 2 13],[18.08333333 74.91666667] ; [ 2.91666667 12.08333333],0
a5,1,0.536984,0.381159,[57 37] ; [11  5],[58.10909091 35.89090909] ; [9.89090909 6.10909091],0
b3,1,0.548525,0.359966,[19 37] ; [3 9],[18.11764706 37.88235294] ; [3.88235294 8.11764706],0
b2,1,0.548525,0.359966,[19 37] ; [3 9],[18.11764706 37.88235294] ; [3.88235294 8.11764706],0
b1,1,0.592372,0.286655,[52 42] ; [10  6],[52.98181818 41.01818182] ; [9.01818182 6.98181818],0
v4,1,0.605829,0.266293,[81 13] ; [13  3],[80.32727273 13.67272727] ; [13.67272727  2.32727273],0
n4,1,0.65984,0.193718,[64 30] ; [10  6],[63.23636364 30.76363636] ; [10.76363636  5.23636364],0
p1,1,0.752184,0.099705,[ 8 85] ; [ 1 15],[ 7.67889908 85.32110092] ; [ 1.32110092 14.67889908],0
p7,1,0.767077,0.087735,[41 52] ; [6 9],[40.47222222 52.52777778] ; [6.52777778 8.47222222],0
v2,1,0.790993,0.070236,[40 53] ; [7 8],[40.47222222 52.52777778] ; [6.52777778 8.47222222],0
p8,1,0.805328,0.060741,[32 61] ; [ 5 11],[31.56880734 61.43119266] ; [ 5.43119266 10.56880734],0
b5,1,0.853215,0.034232,[61 33] ; [10  6],[60.67272727 33.32727273] ; [10.32727273  5.67272727],0
a1,1,0.864686,0.02904,[ 7 87] ; [ 1 15],[ 6.83636364 87.16363636] ; [ 1.16363636 14.83636364],0
p2,1,0.887808,0.019903,[57 37] ; [10  6],[57.25454545 36.74545455] ; [9.74545455 6.25454545],0
s2,1,0.926797,0.008441,[28 65] ; [ 5 11],[28.1559633 64.8440367] ; [ 4.8440367 11.1559633],0
p3,1,0.947907,0.004269,[28 64] ; [ 5 11],[28.11111111 63.88888889] ; [ 4.88888889 11.11111111],0
s4,1,0.964483,0.001983,[12 81] ; [ 2 14],[11.94495413 81.05504587] ; [ 2.05504587 13.94495413],0
s1,1,0.983929,0.000406,[ 6 88] ; [ 1 15],[ 5.98181818 88.01818182] ; [ 1.01818182 14.98181818],0
n5,1,0.992089,9.8e-05,[53 41] ; [9 7],[52.98181818 41.01818182] ; [9.01818182 6.98181818],0
