Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p7,1,3.3e-05,17.231415,[ 8 23] ; [91 46],[18.26785714 12.73214286] ; [80.73214286 56.26785714],1
a7,1,0.000605,11.759291,[15 16] ; [110  30],[22.66081871  8.33918129] ; [102.33918129  37.66081871],1
p10,1,0.007825,7.073076,[16 15] ; [105  34],[22.06470588  8.93529412] ; [98.93529412 40.06470588],0
p8,1,0.015928,5.81085,[ 8 23] ; [69 70],[14.04117647 16.95882353] ; [62.95882353 76.04117647],0
d3,1,0.016183,5.782849,[16 15] ; [103  37],[21.57309942  9.42690058] ; [97.42690058 42.57309942],0
a5,1,0.017389,5.656668,[14 17] ; [95 45],[19.76023392 11.23976608] ; [89.23976608 50.76023392],0
n1,1,0.027491,4.859713,[6 4] ; [ 9 29],[3.125 6.875] ; [11.875 26.125],0
p9,1,0.029283,4.750873,[19 11] ; [114  26],[23.47058824  6.52941176] ; [109.52941176  30.47058824],0
v4,1,0.030317,4.691236,[26  5] ; [131   7],[28.79881657  2.20118343] ; [128.20118343   9.79881657],0
s4,1,0.051376,3.795971,[ 8 23] ; [ 17 123],[ 4.53216374 26.46783626] ; [ 20.46783626 119.53216374],0
a6,1,0.084678,2.972745,[15 16] ; [91 49],[19.21637427 11.78362573] ; [86.78362573 53.21637427],0
d5,1,0.10128,2.685265,[19 12] ; [106  34],[22.66081871  8.33918129] ; [102.33918129  37.66081871],0
a3,1,0.102417,2.667495,[16 15] ; [94 46],[19.94152047 11.05847953] ; [90.05847953 49.94152047],0
p3,1,0.105954,2.61356,[ 8 23] ; [58 82],[11.96491228 19.03508772] ; [54.03508772 85.96491228],0
n2,1,0.123051,2.378045,[9 1] ; [24 13],[7.0212766 2.9787234] ; [25.9787234 11.0212766],0
p4,1,0.150243,2.06978,[10 21] ; [65 75],[13.59649123 17.40350877] ; [61.40350877 78.59649123],0
a2,1,0.274464,1.194298,[ 2 29] ; [ 19 121],[ 3.80701754 27.19298246] ; [ 17.19298246 122.80701754],0
p1,1,0.356819,0.849057,[ 1 30] ; [ 11 128],[ 2.18823529 28.81176471] ; [  9.81176471 129.18823529],0
s3,1,0.357538,0.846524,[12 19] ; [66 72],[14.30769231 16.69230769] ; [63.69230769 74.30769231],0
v3,1,0.414829,0.664919,[ 6 24] ; [37 99],[ 7.77108434 22.22891566] ; [ 35.22891566 100.77108434],0
d1,1,0.416271,0.660818,[13 18] ; [70 70],[15.04678363 15.95321637] ; [67.95321637 72.04678363],0
p6,1,0.432097,0.61718,[ 7 24] ; [40 95],[ 8.77710843 22.22289157] ; [38.22289157 96.77710843],0
s2,1,0.432964,0.614859,[13 17] ; [50 90],[11.11764706 18.88235294] ; [51.88235294 88.11764706],0
n3,1,0.43397,0.612174,[6 3] ; [30  8],[6.89361702 2.10638298] ; [29.10638298  8.89361702],0
v1,1,0.43676,0.60478,[14 16] ; [53 83],[12.10843373 17.89156627] ; [54.89156627 81.10843373],0
p5,1,0.441474,0.592447,[ 1 29] ; [ 10 130],[ 1.94117647 28.05882353] ; [  9.05882353 130.94117647],0
r4,1,0.496227,0.462996,[28  3] ; [120  20],[26.83040936  4.16959064] ; [121.16959064  18.83040936],0
u2,1,0.503807,0.446907,[8 7] ; [29 17],[9.09836066 5.90163934] ; [27.90163934 18.09836066],0
r1,1,0.536807,0.38149,[22  9] ; [106  33],[23.34117647  7.65882353] ; [104.65882353  34.34117647],0
d4,1,0.541774,0.372263,[24  7] ; [115  25],[25.19883041  5.80116959] ; [113.80116959  26.19883041],0
a1,1,0.574502,0.315207,[ 1 30] ; [  8 132],[ 1.63157895 29.36842105] ; [  7.36842105 132.63157895],0
s7,1,0.662602,0.190378,[12 19] ; [47 89],[10.95209581 20.04790419] ; [48.04790419 87.95209581],0
s6,1,0.679581,0.170598,[17 13] ; [73 66],[15.97633136 14.02366864] ; [74.02366864 64.97633136],0
r2,1,0.707985,0.140298,[28  2] ; [125  12],[27.48502994  2.51497006] ; [125.51497006  11.48502994],0
s8,1,0.715228,0.133111,[10 21] ; [50 90],[10.87719298 20.12280702] ; [49.12280702 90.87719298],0
n6,1,0.719852,0.128634,[20 11] ; [95 45],[20.84795322 10.15204678] ; [94.15204678 45.84795322],0
n4,1,0.731903,0.117372,[15 16] ; [63 77],[14.14035088 16.85964912] ; [63.85964912 76.14035088],0
p12,1,0.75026,0.101313,[ 2 29] ; [  7 132],[ 1.64117647 29.35882353] ; [  7.35882353 131.64117647],0
b2,1,0.770585,0.085036,[ 7 12] ; [28 56],[ 6.45631068 12.54368932] ; [28.54368932 55.45631068],0
b3,1,0.770585,0.085036,[ 7 12] ; [28 56],[ 6.45631068 12.54368932] ; [28.54368932 55.45631068],0
r3,1,0.787554,0.072624,[30  1] ; [134   6],[29.73099415  1.26900585] ; [134.26900585   5.73099415],0
u3,1,0.799675,0.064398,[10  5] ; [29 17],[9.59016393 5.40983607] ; [29.40983607 16.59016393],0
a4,1,0.838739,0.041415,[11 20] ; [47 93],[10.51461988 20.48538012] ; [47.48538012 92.51461988],0
s5,1,0.853672,0.034016,[ 8 21] ; [ 35 100],[ 7.60365854 21.39634146] ; [35.39634146 99.60365854],0
b5,1,0.894335,0.017642,[19 12] ; [84 56],[18.67251462 12.32748538] ; [84.32748538 55.67251462],0
d2,1,0.92114,0.009801,[11 20] ; [51 89],[11.23976608 19.76023392] ; [50.76023392 89.23976608],0
b1,1,0.928366,0.008082,[10 21] ; [44 96],[ 9.78947368 21.21052632] ; [44.21052632 95.78947368],0
a8,1,0.936625,0.006322,[ 3 28] ; [ 13 115],[ 3.11949686 27.88050314] ; [ 12.88050314 115.11949686],0
u1,1,0.956687,0.00295,[ 3 28] ; [ 14 126],[ 3.08187135 27.91812865] ; [ 13.91812865 126.08187135],0
v2,1,0.980211,0.000615,[15 14] ; [70 66],[14.93939394 14.06060606] ; [70.06060606 65.93939394],0
b4,1,0.988585,0.000205,[19 12] ; [86 54],[19.03508772 11.96491228] ; [85.96491228 54.03508772],0
