Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
v4,1,0.136966,2.211723,[94  6] ; [3 1],[93.26923077  6.73076923] ; [3.73076923 0.26923077],0
b4,1,0.191465,1.706305,[58 42] ; [1 3],[56.73076923 43.26923077] ; [2.26923077 1.73076923],0
b3,1,0.236912,1.398873,[36 29] ; [1 3],[34.85507246 30.14492754] ; [2.14492754 1.85507246],0
b2,1,0.236912,1.398873,[36 29] ; [1 3],[34.85507246 30.14492754] ; [2.14492754 1.85507246],0
p1,1,0.28715,1.132936,[ 9 91] ; [1 3],[ 9.61538462 90.38461538] ; [0.38461538 3.61538462],0
a6,1,0.288627,1.126015,[74 26] ; [2 2],[73.07692308 26.92307692] ; [2.92307692 1.07692308],0
s8,1,0.298406,1.081302,[51 48] ; [1 3],[49.98058252 49.01941748] ; [2.01941748 1.98058252],0
a5,1,0.314475,1.011789,[73 27] ; [2 2],[72.11538462 27.88461538] ; [2.88461538 1.11538462],0
v1,1,0.367194,0.813138,[51 47] ; [3 1],[51.88235294 46.11764706] ; [2.11764706 1.88235294],0
p3,1,0.386778,0.749048,[47 53] ; [1 3],[46.15384615 53.84615385] ; [1.84615385 2.15384615],0
d2,1,0.407941,0.684793,[54 46] ; [3 1],[54.80769231 45.19230769] ; [2.19230769 1.80769231],0
s3,1,0.46496,0.533928,[56 43] ; [3 1],[56.70873786 42.29126214] ; [2.29126214 1.70873786],0
b1,1,0.474903,0.510545,[43 57] ; [1 3],[42.30769231 57.69230769] ; [1.69230769 2.30769231],0
v2,1,0.557941,0.343281,[58 38] ; [3 1],[58.56 37.44] ; [2.44 1.56],0
s7,1,0.562752,0.334962,[61 34] ; [2 2],[60.45454545 34.54545455] ; [2.54545455 1.45454545],0
s5,1,0.57725,0.310701,[33 58] ; [2 2],[33.52631579 57.47368421] ; [1.47368421 2.52631579],0
s4,1,0.601284,0.273063,[15 83] ; [1 3],[15.37254902 82.62745098] ; [0.62745098 3.37254902],0
p4,1,0.625037,0.238852,[63 37] ; [3 1],[63.46153846 36.53846154] ; [2.53846154 1.46153846],0
s2,1,0.64026,0.218402,[61 38] ; [2 2],[60.55339806 38.44660194] ; [2.44660194 1.55339806],0
d5,1,0.640616,0.217937,[83 16] ; [3 1],[82.66019417 16.33980583] ; [3.33980583 0.66019417],0
a2,1,0.708751,0.139528,[34 66] ; [1 3],[33.65384615 66.34615385] ; [1.34615385 2.65384615],0
p11,1,0.708751,0.139528,[66 34] ; [3 1],[66.34615385 33.65384615] ; [2.65384615 1.34615385],0
d3,1,0.748439,0.102847,[66 32] ; [3 1],[66.29411765 31.70588235] ; [2.70588235 1.29411765],0
d1,1,0.750814,0.100848,[58 42] ; [2 2],[57.69230769 42.30769231] ; [2.30769231 1.69230769],0
a4,1,0.763956,0.090174,[57 42] ; [2 2],[56.70873786 42.29126214] ; [2.29126214 1.70873786],0
b5,1,0.768027,0.087,[68 32] ; [3 1],[68.26923077 31.73076923] ; [2.73076923 1.26923077],0
v3,1,0.791153,0.070126,[30 66] ; [1 3],[29.76 66.24] ; [1.24 2.76],0
s6,1,0.810947,0.057219,[68 30] ; [3 1],[68.21568627 29.78431373] ; [2.78431373 1.21568627],0
d4,1,0.847677,0.036896,[79 21] ; [3 1],[78.84615385 21.15384615] ; [3.15384615 0.84615385],0
a7,1,0.920216,0.010032,[72 27] ; [3 1],[72.08737864 26.91262136] ; [2.91262136 1.08737864],0
a3,1,0.929536,0.00782,[73 27] ; [3 1],[73.07692308 26.92307692] ; [2.92307692 1.07692308],0
