Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s2,1,0.0,142.124061,[211  31] ; [19 76],[165.16320475  76.83679525] ; [64.83679525 30.16320475],1
s6,1,0.0,42.450574,[214  24] ; [56 39],[192.97297297  45.02702703] ; [77.02702703 17.97297297],1
r2,1,6.4e-05,15.96797,[235   3] ; [83 10],[228.65256798   9.34743202] ; [89.34743202  3.65256798],1
s8,1,0.000113,14.908406,[182  58] ; [51 43],[167.4251497  72.5748503] ; [65.5748503 28.4251497],1
s5,1,0.001411,10.19191,[103 128] ; [24 70],[ 90.26769231 140.73230769] ; [36.73230769 57.26769231],0
d1,1,0.014409,5.98738,[162  80] ; [50 45],[152.23738872  89.76261128] ; [59.76261128 35.23738872],0
v4,1,0.01897,5.504277,[235   5] ; [88  7],[231.40298507   8.59701493] ; [91.59701493  3.40298507],0
p1,1,0.023536,5.128474,[ 30 210] ; [ 4 91],[ 24.35820896 215.64179104] ; [ 9.64179104 85.35820896],0
r1,1,0.026305,4.93584,[211  30] ; [74 21],[204.41964286  36.58035714] ; [80.58035714 14.41964286],0
n4,1,0.026578,4.91804,[214  26] ; [76 19],[207.76119403  32.23880597] ; [82.23880597 12.76119403],0
n1,1,0.042989,4.095827,[32 19] ; [10 16],[27.81818182 23.18181818] ; [14.18181818 11.81818182],0
r4,1,0.053423,3.730626,[225  17] ; [82 13],[220.45697329  21.54302671] ; [86.54302671  8.45697329],0
n5,1,0.053981,3.71329,[205  35] ; [72 22],[199.04191617  40.95808383] ; [77.95808383 16.04191617],0
p7,1,0.055835,3.656962,[168  67] ; [57 37],[160.71428571  74.28571429] ; [64.28571429 29.71428571],0
p9,1,0.086841,2.931985,[219  23] ; [78 15],[214.54925373  27.45074627] ; [82.45074627 10.54925373],0
n2,1,0.135654,2.226583,[42 10] ; [17  9],[39.33333333 12.66666667] ; [19.66666667  6.33333333],0
b1,1,0.165955,1.919112,[104 138] ; [33 62],[ 98.37982196 143.62017804] ; [38.62017804 56.37982196],0
p8,1,0.173556,1.851961,[136 104] ; [45 48],[130.45045045 109.54954955] ; [50.54954955 42.45045045],0
s1,1,0.191835,1.703465,[ 13 227] ; [ 2 92],[ 10.77844311 229.22155689] ; [ 4.22155689 89.77844311],0
a8,1,0.219149,1.509937,[ 50 172] ; [13 68],[ 46.15841584 175.84158416] ; [16.84158416 64.15841584],0
a3,1,0.221053,1.497525,[201  40] ; [73 21],[197.11641791  43.88358209] ; [76.88358209 17.11641791],0
d4,1,0.247145,1.339372,[208  31] ; [78 17],[204.65269461  34.34730539] ; [81.34730539 13.65269461],0
n6,1,0.271395,1.209681,[215  23] ; [81 13],[212.19277108  25.80722892] ; [83.80722892 10.19277108],0
p12,1,0.273838,1.197418,[ 28 213] ; [ 7 86],[ 25.25449102 215.74550898] ; [ 9.74550898 83.25449102],0
d2,1,0.276666,1.183394,[137 103] ; [48 47],[132.53731343 107.46268657] ; [52.46268657 42.53731343],0
r3,1,0.294118,1.100677,[234   7] ; [90  5],[232.39285714   8.60714286] ; [91.60714286  3.39285714],0
a4,1,0.311778,1.023129,[123 119] ; [42 52],[118.83928571 123.16071429] ; [46.16071429 47.83928571],0
p5,1,0.317323,0.999948,[ 46 191] ; [14 81],[ 42.8313253 194.1686747] ; [17.1686747 77.8313253],0
p11,1,0.329534,0.950728,[195  47] ; [72 23],[191.73293769  50.26706231] ; [75.26706231 19.73293769],0
d3,1,0.334708,0.930597,[172  68] ; [63 32],[168.35820896  71.64179104] ; [66.64179104 28.35820896],0
n3,1,0.341611,0.904377,[35 16] ; [15 11],[33.11688312 17.88311688] ; [16.88311688  9.11688312],0
d5,1,0.368845,0.807551,[201  38] ; [76 19],[198.21257485  40.78742515] ; [78.78742515 16.21257485],0
a2,1,0.371167,0.799753,[ 73 169] ; [24 71],[ 69.65578635 172.34421365] ; [27.34421365 67.65578635],0
p10,1,0.387577,0.746529,[208  32] ; [78 16],[205.50898204  34.49101796] ; [80.49101796 13.50898204],0
a6,1,0.489153,0.478388,[154  85] ; [65 30],[156.70958084  82.29041916] ; [62.29041916 32.70958084],0
v3,1,0.51363,0.426664,[109 120] ; [48 45],[111.6552795 117.3447205] ; [45.3447205 47.6552795],0
b2,1,0.529268,0.395797,[79 97] ; [35 36],[81.23076923 94.76923077] ; [32.76923077 38.23076923],0
b3,1,0.529268,0.395797,[79 97] ; [35 36],[81.23076923 94.76923077] ; [32.76923077 38.23076923],0
a1,1,0.555844,0.346951,[ 17 225] ; [ 5 90],[ 15.79821958 226.20178042] ; [ 6.20178042 88.79821958],0
a5,1,0.580721,0.30507,[195  47] ; [74 21],[193.16913947  48.83086053] ; [75.83086053 19.16913947],0
a7,1,0.612038,0.257218,[169  73] ; [69 26],[170.90801187  71.09198813] ; [67.09198813 27.90801187],0
b4,1,0.652537,0.202716,[139 103] ; [52 43],[137.15727003 104.84272997] ; [53.84272997 41.15727003],0
p6,1,0.73335,0.116057,[103 136] ; [42 51],[104.38253012 134.61746988] ; [40.61746988 52.38253012],0
v2,1,0.768362,0.086741,[150  84] ; [58 35],[148.8440367  85.1559633] ; [59.1559633 33.8440367],0
p3,1,0.775606,0.081254,[138 102] ; [53 42],[136.8358209 103.1641791] ; [54.1641791 40.8358209],0
b5,1,0.777361,0.079953,[136 106] ; [55 40],[137.15727003 104.84272997] ; [53.84272997 41.15727003],0
u2,1,0.810953,0.057215,[26 13] ; [14  8],[25.57377049 13.42622951] ; [14.42622951  7.57377049],0
u3,1,0.833489,0.044196,[29 12] ; [15  7],[28.63492063 12.36507937] ; [15.36507937  6.63492063],0
p4,1,0.835204,0.043278,[162  78] ; [63 32],[161.19402985  78.80597015] ; [63.80597015 31.19402985],0
v1,1,0.903235,0.014781,[141  92] ; [55 37],[140.51692308  92.48307692] ; [55.48307692 36.51692308],0
p2,1,0.920593,0.009937,[204  37] ; [80 15],[203.70238095  37.29761905] ; [80.29761905 14.70238095],0
u1,1,0.93249,0.007176,[ 55 187] ; [22 73],[ 55.29376855 186.70623145] ; [21.70623145 73.29376855],0
