Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s3,1,0.0,167.167097,[ 45 209] ; [120  22],[105.83333333 148.16666667] ; [59.16666667 82.83333333],1
s6,1,0.0,57.987349,[ 98 156] ; [112  31],[134.35768262 119.64231738] ; [75.64231738 67.35768262],1
s5,1,0.0,40.797324,[ 31 224] ; [56 84],[ 56.16455696 198.83544304] ; [ 30.83544304 109.16455696],1
s7,1,0.0,40.192219,[ 37 206] ; [63 78],[ 63.28125 179.71875] ; [ 36.71875 104.28125],1
s4,1,9e-05,15.343123,[ 23 231] ; [ 33 108],[ 36.01012658 217.98987342] ; [ 19.98987342 121.01012658],1
p10,1,0.005044,7.863446,[178  75] ; [118  24],[189.58987342  63.41012658] ; [106.41012658  35.58987342],0
p9,1,0.009823,6.666755,[186  67] ; [118  21],[196.20408163  56.79591837] ; [107.79591837  31.20408163],0
r3,1,0.010945,6.474164,[235  22] ; [139   3],[240.89724311  16.10275689] ; [133.10275689   8.89724311],0
r2,1,0.012396,6.253264,[230  24] ; [140   4],[236.13065327  17.86934673] ; [133.86934673  10.13065327],0
d4,1,0.013559,6.094647,[202  56] ; [127  17],[211.14925373  46.85074627] ; [117.85074627  26.14925373],0
n2,1,0.015193,5.893941,[41 25] ; [26  4],[46.0625 19.9375] ; [20.9375  9.0625],0
u1,1,0.036119,4.3915,[ 33 225] ; [ 30 115],[ 40.3325062 217.6674938] ; [ 22.6674938 122.3325062],0
r4,1,0.042259,4.124795,[214  44] ; [131  14],[220.86848635  37.13151365] ; [124.13151365  20.86848635],0
s1,1,0.04502,4.017889,[  6 250] ; [  9 133],[  9.64824121 246.35175879] ; [  5.35175879 136.64824121],0
p6,1,0.05584,3.656809,[ 63 191] ; [48 94],[ 71.1969697 182.8030303] ; [ 39.8030303 102.1969697],0
p12,1,0.065144,3.401327,[ 10 244] ; [ 12 132],[ 14.04020101 239.95979899] ; [  7.95979899 136.04020101],0
r1,1,0.068118,3.327801,[190  67] ; [118  26],[197.39650873  59.60349127] ; [110.60349127  33.39650873],0
v4,1,0.078897,3.087484,[234  23] ; [137   6],[238.3675  18.6325] ; [132.6325  10.3675],0
n4,1,0.098296,2.732982,[173  84] ; [109  36],[180.28358209  76.71641791] ; [101.71641791  43.28358209],0
a8,1,0.099558,2.712608,[ 23 210] ; [ 21 113],[ 27.9346049 205.0653951] ; [ 16.0653951 117.9346049],0
n5,1,0.122332,2.38721,[165  91] ; [103  40],[171.94987469  84.05012531] ; [96.05012531 46.94987469],0
p2,1,0.144467,2.12972,[198  59] ; [119  24],[203.6725  53.3275] ; [113.3275  29.6725],0
d2,1,0.144624,2.128053,[ 98 160] ; [65 78],[104.87281796 153.12718204] ; [58.12718204 84.87281796],0
a6,1,0.181246,1.787378,[200  58] ; [103  41],[194.46268657  63.53731343] ; [108.53731343  35.46268657],0
p4,1,0.207582,1.588207,[129 127] ; [82 62],[135.04 120.96] ; [75.96 68.04],0
