Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
a3,1,0.001396,10.21106,[ 8 19] ; [32 15],[14.59459459 12.40540541] ; [25.40540541 21.59459459],0
p7,1,0.001795,9.748131,[19  6] ; [18 30],[12.67123288 12.32876712] ; [24.32876712 23.67123288],0
p11,1,0.018031,5.593134,[20  7] ; [22 26],[15.12 11.88] ; [26.88 21.12],0
b1,1,0.03765,4.320768,[ 9 18] ; [28 20],[13.32 13.68] ; [23.68 24.32],0
d4,1,0.038718,4.273201,[16 11] ; [39  9],[19.8  7.2] ; [35.2 12.8],0
n3,1,0.04792,3.912803,[9 2] ; [7 9],[6.51851852 4.48148148] ; [9.48148148 6.51851852],0
a4,1,0.081723,3.030303,[ 4 23] ; [16 32],[ 7.2 19.8] ; [12.8 35.2],0
p5,1,0.085949,2.948649,[ 3 23] ; [ 1 47],[ 1.40540541 24.59459459] ; [ 2.59459459 45.40540541],0
p2,1,0.109787,2.557281,[20  6] ; [28 20],[16.86486486  9.13513514] ; [31.13513514 16.86486486],0
d1,1,0.125563,2.34652,[ 7 20] ; [21 27],[10.08 16.92] ; [17.92 30.08],0
d2,1,0.125563,2.34652,[ 7 20] ; [21 27],[10.08 16.92] ; [17.92 30.08],0
p6,1,0.177171,1.821199,[ 9 16] ; [10 37],[ 6.59722222 18.40277778] ; [12.40277778 34.59722222],0
b2,1,0.179712,1.8,[ 3 12] ; [12 18],[ 5. 10.] ; [10. 20.],0
b3,1,0.179712,1.8,[ 3 12] ; [12 18],[ 5. 10.] ; [10. 20.],0
p1,1,0.199906,1.643062,[ 4 22] ; [ 3 45],[ 2.45945946 23.54054054] ; [ 4.54054054 43.45945946],0
n4,1,0.234249,1.414872,[ 6 21] ; [17 31],[ 8.28 18.72] ; [14.72 33.28],0
s6,1,0.238651,1.388543,[14 12] ; [19 29],[11.59459459 14.40540541] ; [21.40540541 26.59459459],0
p12,1,0.258726,1.275559,[ 2 25] ; [ 1 47],[ 1.08 25.92] ; [ 1.92 46.08],0
v2,1,0.307434,1.041667,[ 7 20] ; [18 30],[ 9. 18.] ; [16. 32.],0
s3,1,0.32143,0.983119,[ 8 18] ; [20 27],[ 9.97260274 16.02739726] ; [18.02739726 28.97260274],0
a6,1,0.345292,0.890684,[11 16] ; [25 23],[12.96 14.04] ; [23.04 24.96],0
p10,1,0.370637,0.801528,[15 10] ; [23 24],[13.19444444 11.80555556] ; [24.80555556 22.19444444],0
v4,1,0.421709,0.645549,[23  3] ; [39  9],[21.78378378  4.21621622] ; [40.21621622  7.78378378],0
p4,1,0.440937,0.593844,[12 15] ; [17 31],[10.44 16.56] ; [18.56 29.44],0
n2,1,0.452651,0.564004,[6 5] ; [11  5],[6.92592593 4.07407407] ; [10.07407407  5.92592593],0
b4,1,0.499627,0.455729,[13 14] ; [27 21],[14.4 12.6] ; [25.6 22.4],0
s5,1,0.503161,0.448263,[ 6 20] ; [14 32],[ 7.22222222 18.77777778] ; [12.77777778 33.22222222],0
s8,1,0.521121,0.411674,[ 8 19] ; [11 37],[ 6.84 20.16] ; [12.16 35.84],0
d5,1,0.521308,0.411305,[17 10] ; [33 14],[18.24324324  8.75675676] ; [31.75675676 15.24324324],0
u2,1,0.556732,0.345395,[10  9] ; [10  6],[10.85714286  8.14285714] ; [9.14285714 6.85714286],0
p3,1,0.56448,0.332006,[11 16] ; [16 31],[ 9.85135135 17.14864865] ; [17.14864865 29.85135135],0
a5,1,0.57093,0.32113,[10 17] ; [21 27],[11.16 15.84] ; [19.84 28.16],0
n1,1,0.600698,0.273945,[3 8] ; [ 3 13],[2.44444444 8.55555556] ; [ 3.55555556 12.44444444],0
r4,1,0.616532,0.250772,[13 14] ; [26 22],[14.04 12.96] ; [24.96 23.04],0
u1,1,0.637593,0.221904,[ 1 26] ; [ 3 45],[ 1.44 25.56] ; [ 2.56 45.44],0
s7,1,0.681187,0.168793,[ 7 20] ; [14 32],[ 7.76712329 19.23287671] ; [13.23287671 32.76712329],0
s2,1,0.681544,0.168393,[12 15] ; [19 29],[11.16 15.84] ; [19.84 28.16],0
d3,1,0.696344,0.152304,[16 11] ; [30 17],[16.78378378 10.21621622] ; [29.21621622 17.78378378],0
r2,1,0.776935,0.080268,[20  6] ; [34 12],[19.5  6.5] ; [34.5 11.5],0
v1,1,0.791382,0.069969,[ 8 19] ; [15 31],[ 8.50684932 18.49315068] ; [14.49315068 31.50684932],0
a7,1,0.795054,0.067472,[17 10] ; [31 16],[17.51351351  9.48648649] ; [30.48648649 16.51351351],0
s4,1,0.809894,0.05787,[ 5 22] ; [10 38],[ 5.4 21.6] ; [ 9.6 38.4],0
u3,1,0.830494,0.045825,[10  9] ; [9 7],[10.31428571  8.68571429] ; [8.68571429 7.31428571],0
r3,1,0.838851,0.041356,[22  5] ; [40  8],[22.32  4.68] ; [39.68  8.32],0
s1,1,0.847054,0.037202,[ 2 25] ; [ 3 45],[ 1.8 25.2] ; [ 3.2 44.8],0
b5,1,0.855604,0.033114,[18  9] ; [31 17],[17.64  9.36] ; [31.36 16.64],0
v3,1,0.858681,0.031703,[ 6 20] ; [10 37],[ 5.69863014 20.30136986] ; [10.30136986 36.69863014],0
a1,1,0.887178,0.020129,[ 2 25] ; [ 4 44],[ 2.16 24.84] ; [ 3.84 44.16],0
n6,1,0.888401,0.019692,[17 10] ; [31 17],[17.28  9.72] ; [30.72 17.28],0
p9,1,0.949883,0.003951,[17 10] ; [28 17],[16.875 10.125] ; [28.125 16.875],0
