Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
v1,1,0.000357,12.745019,[6 1] ; [ 9 36],[2.01923077 4.98076923] ; [12.98076923 32.01923077],1
s3,1,0.004214,8.189352,[4 3] ; [ 5 37],[1.28571429 5.71428571] ; [ 7.71428571 34.28571429],0
p4,1,0.005,7.879325,[5 2] ; [ 9 35],[1.92156863 5.07843137] ; [12.07843137 31.92156863],0
p7,1,0.009902,6.652428,[5 2] ; [10 33],[2.1 4.9] ; [12.9 30.1],0
p6,1,0.028081,4.823086,[2 5] ; [ 2 42],[0.54901961 6.45098039] ; [ 3.45098039 40.54901961],0
r4,1,0.030343,4.689755,[3 4] ; [ 5 40],[1.07692308 5.92307692] ; [ 6.92307692 38.07692308],0
n6,1,0.036541,4.371683,[6 1] ; [19 25],[3.43137255 3.56862745] ; [21.56862745 22.43137255],0
p2,1,0.044079,4.05355,[5 2] ; [14 30],[2.60784314 4.39215686] ; [16.39215686 27.60784314],0
s6,1,0.052662,3.754625,[4 3] ; [10 35],[1.88461538 5.11538462] ; [12.11538462 32.88461538],0
s5,1,0.054762,3.689332,[3 4] ; [ 6 39],[1.21153846 5.78846154] ; [ 7.78846154 37.21153846],0
p8,1,0.058068,3.591711,[4 3] ; [10 34],[1.92156863 5.07843137] ; [12.07843137 31.92156863],0
p3,1,0.058068,3.591711,[4 3] ; [10 34],[1.92156863 5.07843137] ; [12.07843137 31.92156863],0
p11,1,0.075669,3.155544,[4 3] ; [11 34],[2.01923077 4.98076923] ; [12.98076923 32.01923077],0
p10,1,0.079962,3.065677,[5 2] ; [16 28],[2.88235294 4.11764706] ; [18.11764706 25.88235294],0
p9,1,0.088924,2.893748,[5 2] ; [16 27],[2.94 4.06] ; [18.06 24.94],0
b5,1,0.093658,2.810351,[5 2] ; [17 28],[2.96153846 4.03846154] ; [19.03846154 25.96153846],0
a6,1,0.11936,2.425701,[5 2] ; [18 27],[3.09615385 3.90384615] ; [19.90384615 25.09615385],0
a5,1,0.222883,1.485714,[5 2] ; [21 24],[3.5 3.5] ; [22.5 22.5],0
r1,1,0.224232,1.477083,[1 6] ; [17 28],[2.42307692 4.57692308] ; [15.57692308 29.42307692],0
d3,1,0.274786,1.192698,[4 3] ; [16 29],[2.69230769 4.30769231] ; [17.30769231 27.69230769],0
s8,1,0.298878,1.079192,[1 6] ; [ 2 43],[0.40384615 6.59615385] ; [ 2.59615385 42.40384615],0
d4,1,0.315815,1.006198,[5 2] ; [23 22],[3.76923077 3.23076923] ; [24.23076923 20.76923077],0
v4,1,0.369867,0.804112,[5 2] ; [24 21],[3.90384615 3.09615385] ; [25.09615385 19.90384615],0
b1,1,0.393094,0.729351,[3 4] ; [27 18],[4.03846154 2.96153846] ; [25.96153846 19.03846154],0
v2,1,0.432432,0.616284,[2 5] ; [ 7 36],[1.26 5.74] ; [ 7.74 35.26],0
r2,1,0.506673,0.440932,[4 3] ; [30 13],[4.76 2.24] ; [29.24 13.76],0
d5,1,0.530703,0.393046,[3 4] ; [25 20],[3.76923077 3.23076923] ; [24.23076923 20.76923077],0
a7,1,0.563146,0.334286,[2 5] ; [18 27],[2.69230769 4.30769231] ; [17.30769231 27.69230769],0
b2,1,0.664442,0.188172,[2 2] ; [12 19],[1.6 2.4] ; [12.4 18.6],0
b3,1,0.664442,0.188172,[2 2] ; [12 19],[1.6 2.4] ; [12.4 18.6],0
v3,1,0.702587,0.145795,[1 6] ; [ 9 35],[1.37254902 5.62745098] ; [ 8.62745098 35.37254902],0
a1,1,0.721199,0.127347,[1 6] ; [ 9 36],[1.34615385 5.65384615] ; [ 8.65384615 36.34615385],0
a4,1,0.74371,0.106893,[2 5] ; [15 28],[2.38 4.62] ; [14.62 28.38],0
b4,1,0.797205,0.066032,[4 3] ; [28 17],[4.30769231 2.69230769] ; [27.69230769 17.30769231],0
n4,1,0.802703,0.062425,[5 2] ; [30 15],[4.71153846 2.28846154] ; [30.28846154 14.71153846],0
u3,1,0.865215,0.028812,[1 2] ; [ 6 15],[0.875 2.125] ; [ 6.125 14.875],0
d1,1,0.892269,0.018342,[2 5] ; [14 31],[2.15384615 4.84615385] ; [13.84615385 31.15384615],0
s4,1,0.945247,0.004717,[1 6] ; [ 6 39],[0.94230769 6.05769231] ; [ 6.05769231 38.94230769],0
a3,1,0.947628,0.004315,[4 3] ; [24 19],[3.92 3.08] ; [24.08 18.92],0
n5,1,0.98624,0.000297,[5 2] ; [32 13],[4.98076923 2.01923077] ; [32.01923077 12.98076923],0
