Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
d1,1,0.0,64.209676,[106  62] ; [ 1 56],[79.89333333 88.10666667] ; [27.10666667 29.89333333],1
d5,1,0.0,53.832562,[145  23] ; [21 36],[123.94666667  44.05333333] ; [42.05333333 14.94666667],1
a5,1,0.0,35.299822,[133  35] ; [21 36],[114.98666667  53.01333333] ; [39.01333333 17.98666667],1
a3,1,0.0,34.857037,[134  33] ; [22 35],[116.30357143  50.69642857] ; [39.69642857 17.30357143],1
d3,1,1e-05,19.550047,[89 79] ; [11 46],[74.66666667 93.33333333] ; [25.33333333 31.66666667],1
a4,1,0.000227,13.58923,[86 81] ; [13 43],[74.13901345 92.86098655] ; [24.86098655 31.13901345],1
v2,1,0.000296,13.092762,[89 75] ; [14 40],[77.48623853 86.51376147] ; [25.51376147 28.48623853],1
v1,1,0.000578,11.84708,[90 73] ; [16 40],[78.89497717 84.10502283] ; [27.10502283 28.89497717],1
p9,1,0.000912,10.99913,[143  23] ; [37 19],[134.59459459  31.40540541] ; [45.40540541 10.59459459],1
d2,1,0.001123,10.613597,[91 75] ; [17 40],[80.39461883 85.60538117] ; [27.60538117 29.39461883],0
s5,1,0.002208,9.368302,[69 91] ; [11 44],[ 59.53488372 100.46511628] ; [20.46511628 34.53488372],0
r1,1,0.003406,8.575987,[126  42] ; [31 26],[117.22666667  50.77333333] ; [39.77333333 17.22666667],0
p10,1,0.005271,7.784018,[135  32] ; [35 21],[127.30941704  39.69058296] ; [42.69058296 13.30941704],0
s7,1,0.006524,7.399551,[92 70] ; [20 36],[83.2293578 78.7706422] ; [28.7706422 27.2293578],0
s2,1,0.011991,6.312149,[86 81] ; [18 38],[77.88340807 89.11659193] ; [26.11659193 29.88340807],0
r3,1,0.014561,5.96879,[155  13] ; [46 11],[150.08  17.92] ; [50.92  6.08],0
b2,1,0.020983,5.328164,[53 58] ; [10 28],[46.93288591 64.06711409] ; [16.06711409 21.93288591],0
b3,1,0.020983,5.328164,[53 58] ; [10 28],[46.93288591 64.06711409] ; [16.06711409 21.93288591],0
s1,1,0.028183,4.816815,[  4 164] ; [ 5 50],[  6.78026906 161.21973094] ; [ 2.21973094 52.78026906],0
