Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
v3,1,0.0,26.057231,[ 31 114] ; [87 91],[52.97213622 92.02786378] ; [ 65.02786378 112.97213622],1
v1,1,9e-06,19.773641,[52 98] ; [105  72],[72.01834862 77.98165138] ; [84.98165138 92.01834862],1
p9,1,2.9e-05,17.476988,[96 56] ; [150  30],[112.62650602  39.37349398] ; [133.37349398  46.62650602],1
r3,1,0.00016,14.246611,[136  16] ; [178   2],[143.75903614   8.24096386] ; [170.24096386   9.75903614],1
p10,1,0.000162,14.222686,[92 58] ; [145  36],[107.40181269  42.59818731] ; [129.59818731  51.40181269],1
a7,1,0.001361,10.258398,[94 58] ; [141  40],[107.26726727  44.73273273] ; [127.73273273  53.26726727],0
d5,1,0.003367,8.597085,[112  39] ; [158  24],[122.43243243  28.56756757] ; [147.56756757  34.43243243],0
b1,1,0.003961,8.301673,[71 81] ; [ 57 125],[58.25149701 93.74850299] ; [ 69.74850299 112.25149701],0
s1,1,0.011317,6.414833,[ 14 136] ; [  5 174],[  8.66261398 141.33738602] ; [ 10.33738602 168.66261398],0
n6,1,0.020521,5.366988,[112  39] ; [152  28],[120.43504532  30.56495468] ; [143.56495468  36.43504532],0
p7,1,0.02275,5.187527,[53 94] ; [87 92],[63.12883436 83.87116564] ; [ 76.87116564 102.12883436],0
d4,1,0.026971,4.89266,[117  34] ; [157  24],[124.62048193  26.37951807] ; [149.37951807  31.62048193],0
r2,1,0.028398,4.803742,[141  11] ; [176   4],[145.13253012   6.86746988] ; [171.86746988   8.13253012],0
s7,1,0.029156,4.758356,[56 86] ; [91 85],[65.64150943 76.35849057] ; [81.35849057 94.64150943],0
s8,1,0.043459,4.077454,[ 50 101] ; [ 80 102],[58.94894895 92.05105105] ; [ 71.05105105 110.94894895],0
d1,1,0.043936,4.059006,[76 76] ; [111  71],[85.10179641 66.89820359] ; [101.89820359  80.10179641],0
s6,1,0.065346,3.396216,[89 61] ; [125  56],[96.97885196 53.02114804] ; [117.02114804  63.97885196],0
p2,1,0.089219,2.888403,[100  51] ; [136  46],[107.01501502  43.98498498] ; [128.98498498  53.01501502],0
a5,1,0.101692,2.678806,[103  49] ; [138  44],[109.67664671  42.32335329] ; [131.32335329  50.67664671],0
p3,1,0.139169,2.187122,[ 44 107] ; [ 67 115],[ 50.33333333 100.66666667] ; [ 60.66666667 121.33333333],0
s2,1,0.145589,2.11787,[68 83] ; [95 84],[74.58484848 76.41515152] ; [88.41515152 90.58484848],0
p11,1,0.178432,1.810632,[99 53] ; [131  51],[104.67065868  47.32934132] ; [125.32934132  56.67065868],0
u3,1,0.199827,1.643637,[34 13] ; [30 20],[31.01030928 15.98969072] ; [32.98969072 17.01030928],0
p6,1,0.207547,1.588455,[ 29 122] ; [ 45 135],[ 33.75830816 117.24169184] ; [ 40.24169184 139.75830816],0
p12,1,0.210058,1.571028,[  6 145] ; [ 13 168],[  8.64156627 142.35843373] ; [ 10.35843373 170.64156627],0
a8,1,0.224395,1.47604,[ 14 125] ; [ 24 139],[ 17.49006623 121.50993377] ; [ 20.50993377 142.49006623],0
p1,1,0.251828,1.313134,[ 10 141] ; [  7 175],[  7.70870871 143.29129129] ; [  9.29129129 172.70870871],0
v4,1,0.273277,1.200225,[139  12] ; [171   9],[141.41993958   9.58006042] ; [168.58006042  11.41993958],0
r4,1,0.274148,1.195874,[136  16] ; [169  13],[138.80239521  13.19760479] ; [166.19760479  15.80239521],0
a6,1,0.298615,1.080369,[99 52] ; [129  53],[103.38738739  47.61261261] ; [124.61261261  57.38738739],0
u1,1,0.314213,1.012882,[ 29 123] ; [ 43 139],[ 32.76646707 119.23353293] ; [ 39.23353293 142.76646707],0
n1,1,0.324653,0.970109,[21 35] ; [13 33],[18.66666667 37.33333333] ; [15.33333333 30.66666667],0
d2,1,0.335903,0.926007,[70 81] ; [93 87],[74.35951662 76.64048338] ; [88.64048338 91.35951662],0
u2,1,0.338444,0.916315,[30 17] ; [26 22],[27.70526316 19.29473684] ; [28.29473684 19.70526316],0
d3,1,0.343668,0.8967,[98 53] ; [127  55],[102.02702703  48.97297297] ; [122.97297297  59.02702703],0
n4,1,0.361875,0.831377,[111  41] ; [140  41],[114.57057057  37.42942943] ; [136.42942943  44.57057057],0
s5,1,0.366938,0.814007,[ 40 107] ; [ 56 120],[ 43.69040248 103.30959752] ; [ 52.30959752 123.69040248],0
n3,1,0.400846,0.705787,[37 17] ; [35 11],[38.88 15.12] ; [33.12 12.88],0
a3,1,0.465116,0.533555,[104  47] ; [132  50],[107.01501502  43.98498498] ; [128.98498498  53.01501502],0
p4,1,0.495897,0.463706,[62 88] ; [ 82 100],[65.06024096 84.93975904] ; [ 78.93975904 103.06024096],0
a1,1,0.5097,0.434682,[  6 146] ; [ 10 172],[  7.28143713 144.71856287] ; [  8.71856287 173.28143713],0
b2,1,0.640422,0.218191,[36 59] ; [40 75],[34.38095238 60.61904762] ; [41.61904762 73.38095238],0
b3,1,0.640422,0.218191,[36 59] ; [40 75],[34.38095238 60.61904762] ; [41.61904762 73.38095238],0
n5,1,0.680424,0.169648,[102  49] ; [124  54],[103.72644377  47.27355623] ; [122.27355623  55.72644377],0
n2,1,0.712729,0.135566,[36 21] ; [30 15],[36.88235294 20.11764706] ; [29.11764706 15.88235294],0
s3,1,0.759553,0.093677,[85 67] ; [96 81],[83.6231003 68.3768997] ; [97.3768997 79.6231003],0
u4,1,0.803174,0.062121,[  2 150] ; [  3 179],[  2.2754491 149.7245509] ; [  2.7245509 179.2754491],0
p5,1,0.861946,0.03024,[  8 141] ; [  9 173],[  7.65256798 141.34743202] ; [  9.34743202 172.65256798],0
b5,1,0.897061,0.016738,[95 57] ; [115  67],[95.56886228 56.43113772] ; [114.43113772  67.56886228],0
s4,1,0.909105,0.013034,[ 24 125] ; [ 30 151],[ 24.38181818 124.61818182] ; [ 29.61818182 151.38181818],0
a4,1,0.92147,0.009719,[73 78] ; [87 95],[72.55255255 78.44744745] ; [87.44744745 94.55255255],0
b4,1,0.970935,0.001328,[93 59] ; [111  71],[92.83832335 59.16167665] ; [111.16167665  70.83832335],0
a2,1,0.991718,0.000108,[ 41 111] ; [ 49 133],[ 40.95808383 111.04191617] ; [ 49.04191617 132.95808383],0
