Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
v2,1,0.0,27.907351,[29  7] ; [39 86],[15.20496894 20.79503106] ; [52.79503106 72.20496894],1
b1,1,0.00015,14.376901,[ 6 32] ; [65 64],[16.15568862 21.84431138] ; [54.84431138 74.15568862],1
v1,1,0.000681,11.540246,[23 15] ; [39 90],[14.10778443 23.89221557] ; [47.89221557 81.10778443],1
d4,1,0.007523,7.143746,[33  5] ; [82 46],[26.3253012 11.6746988] ; [88.6746988 39.3253012],0
s6,1,0.041514,4.154927,[21 16] ; [49 80],[15.60240964 21.39759036] ; [54.39759036 74.60240964],0
p6,1,0.044733,4.028688,[ 3 34] ; [29 97],[ 7.26380368 29.73619632] ; [ 24.73619632 101.26380368],0
r1,1,0.061382,3.499634,[29  9] ; [77 52],[24.11976048 13.88023952] ; [81.88023952 47.11976048],0
u2,1,0.070076,3.28125,[11  3] ; [29 27],[8. 6.] ; [32. 24.],0
p10,1,0.072102,3.234512,[28 10] ; [73 54],[23.26060606 14.73939394] ; [77.73939394 49.26060606],0
d3,1,0.086138,2.945112,[28 10] ; [74 53],[23.49090909 14.50909091] ; [78.50909091 48.49090909],0
n1,1,0.113272,2.507972,[ 1 15] ; [12 37],[ 3.2 12.8] ; [ 9.8 39.2],0
b4,1,0.192331,1.69967,[24 14] ; [66 63],[20.47904192 17.52095808] ; [69.52095808 59.47904192],0
d5,1,0.204161,1.612355,[28 10] ; [80 48],[24.72289157 13.27710843] ; [83.27710843 44.72289157],0
a5,1,0.205095,1.605717,[23 15] ; [63 66],[19.56886228 18.43113772] ; [66.43113772 62.56886228],0
r2,1,0.20542,1.603414,[34  4] ; [104  25],[31.4011976  6.5988024] ; [106.5988024  22.4011976],0
p9,1,0.225297,1.470308,[29  9] ; [83 43],[25.95121951 12.04878049] ; [86.04878049 39.95121951],0
s7,1,0.266236,1.236036,[11 26] ; [26 98],[ 8.50310559 28.49689441] ; [28.49689441 95.50310559],0
r4,1,0.308066,1.038949,[30  8] ; [91 38],[27.53293413 10.46706587] ; [93.46706587 35.53293413],0
d1,1,0.310241,1.029649,[17 21] ; [46 83],[14.33532934 23.66467066] ; [48.66467066 80.33532934],0
a7,1,0.324699,0.969926,[29  9] ; [87 41],[26.55421687 11.44578313] ; [89.44578313 38.55421687],0
p12,1,0.355172,0.854893,[ 1 37] ; [  1 128],[ 0.45508982 37.54491018] ; [  1.54491018 127.45508982],0
s8,1,0.373098,0.793321,[ 6 32] ; [ 29 100],[ 7.96407186 30.03592814] ; [ 27.03592814 101.96407186],0
a8,1,0.385011,0.754641,[ 1 35] ; [  8 113],[ 2.06369427 33.93630573] ; [  6.93630573 114.06369427],0
n3,1,0.390599,0.737078,[9 7] ; [34 16],[10.42424242  5.57575758] ; [32.57575758 17.42424242],0
b3,1,0.395443,0.722141,[ 6 12] ; [15 49],[ 4.6097561 13.3902439] ; [16.3902439 47.6097561],0
b2,1,0.395443,0.722141,[ 6 12] ; [15 49],[ 4.6097561 13.3902439] ; [16.3902439 47.6097561],0
a2,1,0.410062,0.67862,[ 6 32] ; [ 14 115],[ 4.5508982 33.4491018] ; [ 15.4491018 113.5508982],0
a3,1,0.420912,0.647767,[24 14] ; [72 57],[21.84431138 16.15568862] ; [74.15568862 54.84431138],0
p4,1,0.476856,0.506045,[13 25] ; [52 76],[14.87951807 23.12048193] ; [50.12048193 77.87951807],0
p2,1,0.513126,0.427687,[25 13] ; [92 37],[26.62275449 11.37724551] ; [90.37724551 38.62275449],0
p5,1,0.535198,0.384512,[ 2 36] ; [  4 124],[ 1.37349398 36.62650602] ; [  4.62650602 123.37349398],0
b5,1,0.543108,0.36981,[23 15] ; [85 44],[24.5748503 13.4251497] ; [83.4251497 45.5748503],0
p3,1,0.588667,0.292431,[ 9 29] ; [36 92],[10.30120482 27.69879518] ; [34.69879518 93.30120482],0
s2,1,0.622116,0.242904,[10 28] ; [39 89],[11.21686747 26.78313253] ; [37.78313253 90.21686747],0
n5,1,0.650605,0.205139,[14 24] ; [52 75],[15.2 22.8] ; [50.8 76.2],0
a4,1,0.678891,0.171377,[11 27] ; [33 96],[10.01197605 27.98802395] ; [33.98802395 95.01197605],0
r3,1,0.708861,0.139418,[33  5] ; [108  20],[32.27710843  5.72289157] ; [108.72289157  19.27710843],0
s1,1,0.714759,0.133569,[ 2 36] ; [  5 123],[ 1.60240964 36.39759036] ; [  5.39759036 122.60240964],0
u3,1,0.73804,0.111857,[7 6] ; [33 23],[7.53623188 5.46376812] ; [32.46376812 23.53623188],0
v4,1,0.742761,0.107714,[34  4] ; [112  16],[33.42168675  4.57831325] ; [112.57831325  15.42168675],0
n2,1,0.838499,0.04154,[10  6] ; [32 17],[10.33846154  5.66153846] ; [31.66153846 17.33846154],0
s4,1,0.845015,0.038213,[ 7 31] ; [ 22 107],[ 6.5988024 31.4011976] ; [ 22.4011976 106.5988024],0
u1,1,0.847282,0.03709,[ 3 35] ; [  9 120],[ 2.73053892 35.26946108] ; [  9.26946108 119.73053892],0
n6,1,0.858946,0.031583,[23 15] ; [76 53],[22.52694611 15.47305389] ; [76.47305389 52.52694611],0
p11,1,0.868194,0.02754,[23 15] ; [80 49],[23.43712575 14.56287425] ; [79.56287425 49.43712575],0
p1,1,0.881426,0.022249,[ 1 37] ; [  4 125],[ 1.13772455 36.86227545] ; [  3.86227545 125.13772455],0
a6,1,0.898391,0.016306,[24 14] ; [80 49],[23.66467066 14.33532934] ; [80.33532934 48.66467066],0
p8,1,0.939827,0.005698,[15 23] ; [51 76],[15.2 22.8] ; [50.8 76.2],0
p7,1,0.9447,0.004811,[19 18] ; [65 60],[19.18518519 17.81481481] ; [64.81481481 60.18518519],0
s3,1,0.967155,0.001696,[14 24] ; [48 81],[14.10778443 23.89221557] ; [47.89221557 81.10778443],0
d2,1,0.981056,0.000564,[12 26] ; [41 88],[12.05988024 25.94011976] ; [40.94011976 88.05988024],0
