Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s3,1,0.0,54.718844,[ 9 27] ; [87 10],[25.98496241 10.01503759] ; [70.01503759 26.98496241],1
s7,1,3e-06,21.765276,[11 25] ; [71 24],[22.53435115 13.46564885] ; [59.46564885 35.53435115],1
s6,1,0.002294,9.298119,[24 11] ; [85  9],[29.57364341  5.42635659] ; [79.42635659 14.57364341],0
s5,1,0.004059,8.257182,[12 22] ; [57 32],[19.07317073 14.92682927] ; [49.92682927 39.07317073],0
s8,1,0.004746,7.973883,[12 24] ; [59 38],[19.21804511 16.78195489] ; [51.78195489 45.21804511],0
r2,1,0.007026,7.266286,[31  5] ; [94  2],[34.09090909  1.90909091] ; [90.90909091  5.09090909],0
a4,1,0.014384,5.99045,[10 26] ; [50 47],[16.2406015 19.7593985] ; [43.7593985 53.2406015],0
v4,1,0.025478,4.991104,[32  4] ; [95  2],[34.37593985  1.62406015] ; [92.62406015  4.37593985],0
a6,1,0.04682,3.95183,[19 17] ; [69 28],[23.81954887 12.18045113] ; [64.18045113 32.81954887],0
u1,1,0.046929,3.947925,[ 3 33] ; [23 74],[ 7.03759398 28.96240602] ; [18.96240602 78.03759398],0
b5,1,0.04888,3.879463,[17 19] ; [64 33],[21.92481203 14.07518797] ; [59.07518797 37.92481203],0
u3,1,0.086186,2.944215,[4 7] ; [18  9],[6.36842105 4.63157895] ; [15.63157895 11.36842105],0
a2,1,0.086666,2.935242,[ 4 32] ; [24 73],[ 7.57894737 28.42105263] ; [20.42105263 76.57894737],0
n1,1,0.097254,2.75,[4 4] ; [ 5 20],[2.18181818 5.81818182] ; [ 6.81818182 18.18181818],0
d2,1,0.113191,2.509091,[13 23] ; [50 47],[17.05263158 18.94736842] ; [45.94736842 51.05263158],0
d1,1,0.145225,2.121701,[18 18] ; [62 35],[21.65413534 14.34586466] ; [58.34586466 38.65413534],0
a7,1,0.149636,2.075958,[22 14] ; [71 25],[25.36363636 10.63636364] ; [67.63636364 28.36363636],0
d5,1,0.152853,2.043541,[26 10] ; [80 16],[28.90909091  7.09090909] ; [77.09090909 18.90909091],0
p2,1,0.264643,1.244304,[27  9] ; [81 16],[29.23308271  6.76691729] ; [78.76691729 18.23308271],0
p1,1,0.330353,0.947513,[ 5 31] ; [ 8 89],[ 3.51879699 32.48120301] ; [ 9.48120301 87.51879699],0
r4,1,0.330353,0.947513,[31  5] ; [89  8],[32.48120301  3.51879699] ; [87.51879699  9.48120301],0
v1,1,0.337134,0.921301,[15 21] ; [49 47],[17.45454545 18.54545455] ; [46.54545455 49.45454545],0
a8,1,0.389284,0.741176,[ 1 35] ; [ 6 84],[ 2. 34.] ; [ 5. 85.],0
p6,1,0.454716,0.558871,[15 21] ; [47 49],[16.90909091 19.09090909] ; [45.09090909 50.90909091],0
v2,1,0.46514,0.533499,[20 16] ; [45 48],[18.13953488 17.86046512] ; [46.86046512 46.13953488],0
n3,1,0.488609,0.479588,[7 1] ; [19  6],[6.3030303 1.6969697] ; [19.6969697  5.3030303],0
u2,1,0.507591,0.439031,[4 7] ; [13 14],[4.92105263 6.07894737] ; [12.07894737 14.92105263],0
s1,1,0.557339,0.344333,[ 1 35] ; [ 5 92],[ 1.62406015 34.37593985] ; [ 4.37593985 92.62406015],0
p11,1,0.600895,0.273647,[29  7] ; [74 23],[27.87969925  8.12030075] ; [75.12030075 21.87969925],0
p3,1,0.605242,0.267161,[20 16] ; [49 48],[18.67669173 17.32330827] ; [50.32330827 46.67669173],0
