Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
b2,1,0.020066,5.406111,[15 17] ; [12 41],[10.16470588 21.83529412] ; [16.83529412 36.16470588],0
b3,1,0.020066,5.406111,[15 17] ; [12 41],[10.16470588 21.83529412] ; [16.83529412 36.16470588],0
p1,1,0.025108,5.016394,[ 8 50] ; [ 4 96],[ 4.40506329 53.59493671] ; [ 7.59493671 92.40506329],0
n2,1,0.028937,4.771328,[12  2] ; [16 15],[8.71111111 5.28888889] ; [19.28888889 11.71111111],0
d2,1,0.032319,4.581516,[17 42] ; [46 54],[23.37735849 35.62264151] ; [39.62264151 60.37735849],0
b5,1,0.057118,3.619139,[42 17] ; [56 44],[36.36477987 22.63522013] ; [61.63522013 38.36477987],0
a4,1,0.070125,3.280101,[28 31] ; [33 67],[22.63522013 36.36477987] ; [38.36477987 61.63522013],0
v3,1,0.07499,3.17027,[21 36] ; [23 75],[16.18064516 40.81935484] ; [27.81935484 70.18064516],0
v2,1,0.080593,3.05291,[33 23] ; [42 53],[27.81456954 28.18543046] ; [47.18543046 47.81456954],0
p6,1,0.11694,2.457828,[21 36] ; [25 75],[16.70063694 40.29936306] ; [29.29936306 70.70063694],0
d1,1,0.124328,2.361933,[28 31] ; [60 40],[32.65408805 26.34591195] ; [55.34591195 44.65408805],0
s5,1,0.141093,2.166002,[23 34] ; [27 67],[18.87417219 38.12582781] ; [31.12582781 62.87417219],0
p9,1,0.149545,2.076881,[56  3] ; [88 12],[53.43396226  5.56603774] ; [90.56603774  9.43396226],0
s7,1,0.160268,1.971693,[28 31] ; [35 62],[23.82692308 35.17307692] ; [39.17307692 57.82692308],0
p7,1,0.208749,1.580083,[31 27] ; [63 36],[34.72611465 23.27388535] ; [59.27388535 39.72611465],0
p12,1,0.238187,1.391295,[ 5 54] ; [ 4 96],[ 3.33962264 55.66037736] ; [ 5.66037736 94.33962264],0
d3,1,0.246591,1.342513,[41 18] ; [77 22],[44.06329114 14.93670886] ; [73.93670886 25.06329114],0
u2,1,0.261059,1.263132,[16  5] ; [19 12],[14.13461538  6.86538462] ; [20.86538462 10.13461538],0
s1,1,0.261737,1.259544,[ 4 55] ; [ 3 97],[ 2.59748428 56.40251572] ; [ 4.40251572 95.59748428],0
n1,1,0.356354,0.850702,[5 9] ; [ 7 24],[ 3.73333333 10.26666667] ; [ 8.26666667 22.73333333],0
a7,1,0.356523,0.850104,[44 15] ; [80 19],[46.30379747 12.69620253] ; [77.69620253 21.30379747],0
n3,1,0.390399,0.737698,[9 5] ; [23  7],[10.18181818  3.81818182] ; [21.81818182  8.18181818],0
u3,1,0.40061,0.706494,[15  6] ; [18 12],[13.58823529  7.41176471] ; [19.41176471 10.58823529],0
s6,1,0.406886,0.687882,[38 19] ; [60 40],[35.57961783 21.42038217] ; [62.42038217 37.57961783],0
d4,1,0.437075,0.603951,[48 11] ; [86 14],[49.72327044  9.27672956] ; [84.27672956 15.72327044],0
a1,1,0.43857,0.60002,[ 4 55] ; [ 4 96],[ 2.96855346 56.03144654] ; [ 5.03144654 94.96855346],0
n4,1,0.4995,0.455998,[21 38] ; [41 59],[23.00628931 35.99371069] ; [38.99371069 61.00628931],0
p3,1,0.502193,0.450298,[25 34] ; [37 63],[23.00628931 35.99371069] ; [38.99371069 61.00628931],0
a6,1,0.526754,0.40065,[36 23] ; [66 34],[37.8490566 21.1509434] ; [64.1509434 35.8490566],0
r1,1,0.550964,0.355592,[46 13] ; [73 26],[44.43670886 14.56329114] ; [74.56329114 24.43670886],0
p11,1,0.555096,0.348266,[45 14] ; [72 28],[43.41509434 15.58490566] ; [73.58490566 26.41509434],0
s8,1,0.556613,0.345602,[24 35] ; [36 64],[22.26415094 36.73584906] ; [37.73584906 62.26415094],0
s4,1,0.574443,0.315305,[13 46] ; [26 74],[14.47169811 44.52830189] ; [24.52830189 75.47169811],0
a3,1,0.642418,0.215593,[38 21] ; [68 32],[39.33333333 19.66666667] ; [66.66666667 33.33333333],0
p8,1,0.712978,0.135321,[28 31] ; [44 55],[26.88607595 32.11392405] ; [45.11392405 53.88607595],0
b4,1,0.77132,0.084477,[37 22] ; [65 35],[37.8490566 21.1509434] ; [64.1509434 35.8490566],0
s2,1,0.782292,0.07636,[28 30] ; [46 54],[27.16455696 30.83544304] ; [46.83544304 53.16455696],0
r2,1,0.7875,0.072662,[54  4] ; [91  8],[53.56687898  4.43312102] ; [91.43312102  7.56687898],0
r4,1,0.80298,0.062247,[51  8] ; [85 15],[50.46540881  8.53459119] ; [85.53459119 14.46540881],0
a8,1,0.818431,0.0527,[ 3 52] ; [ 6 88],[ 3.32214765 51.67785235] ; [ 5.67785235 88.32214765],0
p2,1,0.836885,0.042387,[47 12] ; [81 19],[47.49685535 11.50314465] ; [80.50314465 19.49685535],0
b1,1,0.844857,0.038293,[18 41] ; [32 68],[18.55345912 40.44654088] ; [31.44654088 68.55345912],0
a5,1,0.844857,0.038293,[41 18] ; [68 32],[40.44654088 18.55345912] ; [68.55345912 31.44654088],0
r3,1,0.844899,0.038271,[55  4] ; [94  6],[55.28930818  3.71069182] ; [93.71069182  6.28930818],0
