Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p7,1,4.5e-05,16.634645,[1 4] ; [46  5],[4.19642857 0.80357143] ; [42.80357143  8.19642857],1
n5,1,0.000161,14.243552,[2 3] ; [49  3],[4.47368421 0.52631579] ; [46.52631579  5.47368421],1
s1,1,0.002504,9.137373,[2 3] ; [ 2 50],[0.35087719 4.64912281] ; [ 3.64912281 48.35087719],0
v2,1,0.004316,8.145989,[1 4] ; [41 11],[3.68421053 1.31578947] ; [38.31578947 13.68421053],0
p3,1,0.015755,5.829979,[2 3] ; [44  8],[4.03508772 0.96491228] ; [41.96491228 10.03508772],0
d1,1,0.027584,4.853888,[1 4] ; [36 16],[3.24561404 1.75438596] ; [33.75438596 18.24561404],0
p8,1,0.048023,3.909198,[3 2] ; [47  5],[4.38596491 0.61403509] ; [45.61403509  6.38596491],0
p2,1,0.080117,3.06252,[3 2] ; [46  6],[4.29824561 0.70175439] ; [44.70175439  7.29824561],0
s3,1,0.11549,2.477447,[1 3] ; [33 18],[2.47272727 1.52727273] ; [31.52727273 19.47272727],0
d4,1,0.120093,2.416106,[3 2] ; [45  7],[4.21052632 0.78947368] ; [43.78947368  8.21052632],0
n6,1,0.122334,2.387179,[4 1] ; [50  2],[4.73684211 0.26315789] ; [49.26315789  2.73684211],0
r3,1,0.127575,2.321766,[4 1] ; [49  2],[4.73214286 0.26785714] ; [48.26785714  2.73214286],0
d2,1,0.17263,1.859952,[1 4] ; [27 25],[2.45614035 2.54385965] ; [25.54385965 26.45614035],0
p6,1,0.196969,1.664709,[2 3] ; [35 16],[3.30357143 1.69642857] ; [33.69642857 17.30357143],0
s8,1,0.196969,1.664709,[2 3] ; [35 16],[3.30357143 1.69642857] ; [33.69642857 17.30357143],0
d3,1,0.221684,1.493436,[2 3] ; [35 17],[3.24561404 1.75438596] ; [33.75438596 18.24561404],0
p9,1,0.234114,1.415693,[4 1] ; [49  3],[4.64912281 0.35087719] ; [48.35087719  3.64912281],0
p10,1,0.234114,1.415693,[4 1] ; [49  3],[4.64912281 0.35087719] ; [48.35087719  3.64912281],0
b4,1,0.294564,1.098645,[4 1] ; [29 23],[2.89473684 2.10526316] ; [30.10526316 21.89473684],0
n4,1,0.35278,0.863432,[4 1] ; [48  4],[4.56140351 0.43859649] ; [47.43859649  4.56140351],0
s5,1,0.45092,0.568338,[3 2] ; [37 12],[3.7037037 1.2962963] ; [36.2962963 12.7037037],0
s7,1,0.469066,0.524176,[3 2] ; [36 12],[3.67924528 1.32075472] ; [35.32075472 12.67924528],0
p11,1,0.469869,0.522285,[4 1] ; [47  5],[4.47368421 0.52631579] ; [46.52631579  5.47368421],0
b1,1,0.498922,0.457229,[3 2] ; [23 29],[2.28070175 2.71929825] ; [23.71929825 28.28070175],0
r1,1,0.581905,0.303165,[4 1] ; [46  6],[4.38596491 0.61403509] ; [45.61403509  6.38596491],0
p1,1,0.615138,0.25276,[1 4] ; [16 36],[1.49122807 3.50877193] ; [15.50877193 36.49122807],0
a4,1,0.669223,0.182512,[3 2] ; [26 26],[2.54385965 2.45614035] ; [26.45614035 25.54385965],0
a7,1,0.671475,0.179882,[3 2] ; [36 16],[3.42105263 1.57894737] ; [35.57894737 16.42105263],0
d5,1,0.786908,0.073077,[4 1] ; [44  8],[4.21052632 0.78947368] ; [43.78947368  8.21052632],0
s6,1,0.91197,0.012222,[4 1] ; [41  9],[4.09090909 0.90909091] ; [40.90909091  9.09090909],0
a6,1,0.920483,0.009965,[3 2] ; [30 22],[2.89473684 2.10526316] ; [30.10526316 21.89473684],0
v1,1,0.966794,0.001733,[4 1] ; [42 10],[4.03508772 0.96491228] ; [41.96491228 10.03508772],0
a3,1,0.966794,0.001733,[4 1] ; [42 10],[4.03508772 0.96491228] ; [41.96491228 10.03508772],0
s2,1,0.972663,0.001174,[3 2] ; [31 20],[3.03571429 1.96428571] ; [30.96428571 20.03571429],0
