Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p10,1,0.0,65.814165,[ 7 36] ; [110  22],[28.74857143 14.25142857] ; [88.25142857 43.74857143],1
p2,1,0.0,27.583637,[16 27] ; [106  27],[29.80681818 13.19318182] ; [92.19318182 40.80681818],1
p11,1,0.0,27.337047,[16 27] ; [108  28],[29.7877095 13.2122905] ; [94.2122905 41.7877095],1
r3,1,3e-06,21.931449,[25 18] ; [121  14],[35.26966292  7.73033708] ; [110.73033708  24.26966292],1
v4,1,0.000185,13.981034,[26 17] ; [116  18],[34.49717514  8.50282486] ; [107.50282486  26.49717514],1
r4,1,0.000414,12.469914,[14 29] ; [86 50],[24.02234637 18.97765363] ; [75.97765363 60.02234637],1
s6,1,0.001977,9.57116,[11 32] ; [70 63],[19.78977273 23.21022727] ; [61.21022727 71.78977273],0
n6,1,0.009537,6.719304,[25 17] ; [108  28],[31.38202247 10.61797753] ; [101.61797753  34.38202247],0
p3,1,0.010828,6.49327,[10 32] ; [62 73],[17.08474576 24.91525424] ; [54.91525424 80.08474576],0
s1,1,0.01148,6.389513,[ 4 38] ; [  2 134],[ 1.41573034 40.58426966] ; [  4.58426966 131.41573034],0
n5,1,0.012077,6.299482,[22 21] ; [97 38],[28.74719101 14.25280899] ; [90.25280899 44.74719101],0
r2,1,0.017027,5.693596,[28 15] ; [108  23],[33.6091954  9.3908046] ; [102.3908046  28.6091954],0
v1,1,0.02182,5.260103,[11 32] ; [59 71],[17.39884393 25.60115607] ; [52.60115607 77.39884393],0
s8,1,0.028944,4.770935,[ 6 37] ; [42 94],[11.53072626 31.46927374] ; [36.46927374 99.53072626],0
s2,1,0.030224,4.696486,[ 9 34] ; [53 83],[14.89385475 28.10614525] ; [47.10614525 88.89385475],0
b5,1,0.03278,4.55725,[21 22] ; [91 45],[26.90502793 16.09497207] ; [85.09497207 50.90502793],0
b4,1,0.033871,4.501218,[19 24] ; [85 51],[24.98324022 18.01675978] ; [79.01675978 56.98324022],0
p5,1,0.035537,4.419164,[ 1 41] ; [ 19 115],[ 4.77272727 37.22727273] ; [ 15.22727273 118.77272727],0
a8,1,0.041614,4.150826,[ 1 42] ; [ 17 110],[ 4.55294118 38.44705882] ; [ 13.44705882 113.55294118],0
s7,1,0.046537,3.96206,[ 7 34] ; [43 86],[12.05882353 28.94117647] ; [37.94117647 91.05882353],0
n4,1,0.0582,3.587954,[24 19] ; [97 39],[29.06703911 13.93296089] ; [91.93296089 44.06703911],0
s5,1,0.067371,3.345938,[ 4 38] ; [ 29 101],[ 8.05813953 33.94186047] ; [ 24.94186047 105.05813953],0
p4,1,0.071788,3.241649,[16 27] ; [71 63],[21.13559322 21.86440678] ; [65.86440678 68.13559322],0
s3,1,0.07987,3.067542,[13 29] ; [62 72],[17.89772727 24.10227273] ; [57.10227273 76.89772727],0
n2,1,0.106965,2.598496,[10  9] ; [26  9],[12.66666667  6.33333333] ; [23.33333333 11.66666667],0
d2,1,0.135133,2.232523,[20 22] ; [47 88],[15.89830508 26.10169492] ; [51.10169492 83.89830508],0
v3,1,0.146708,2.106154,[ 9 34] ; [43 89],[12.77714286 30.22285714] ; [39.22285714 92.77714286],0
u3,1,0.175959,1.831429,[ 4 16] ; [18 31],[ 6.37681159 13.62318841] ; [15.62318841 33.37681159],0
a6,1,0.17969,1.800189,[29 14] ; [76 60],[25.22346369 17.77653631] ; [79.77653631 56.22346369],0
b1,1,0.183218,1.771323,[23 20] ; [57 79],[19.21787709 23.78212291] ; [60.78212291 75.21787709],0
p8,1,0.209323,1.576106,[13 29] ; [56 78],[16.46590909 25.53409091] ; [52.53409091 81.46590909],0
a5,1,0.213145,1.549934,[20 23] ; [78 58],[23.54189944 19.45810056] ; [74.45810056 61.54189944],0
d4,1,0.214231,1.542604,[26 17] ; [96 40],[29.30726257 13.69273743] ; [92.69273743 43.30726257],0
n3,1,0.21554,1.53382,[11  8] ; [26  9],[13.01851852  5.98148148] ; [23.98148148 11.01851852],0
u2,1,0.219027,1.510737,[ 6 13] ; [24 26],[ 8.26086957 10.73913043] ; [21.73913043 28.26086957],0
a3,1,0.231165,1.433678,[23 20] ; [86 49],[26.33146067 16.66853933] ; [82.66853933 52.33146067],0
p12,1,0.343868,0.895956,[ 1 42] ; [  8 126],[ 2.18644068 40.81355932] ; [  6.81355932 127.18644068],0
p6,1,0.350643,0.87113,[10 31] ; [42 89],[12.39534884 28.60465116] ; [39.60465116 91.39534884],0
