Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p9,1,0.000502,12.10837,[17 49] ; [64 59],[28.28571429 37.71428571] ; [52.71428571 70.28571429],1
s5,1,0.009861,6.659877,[10 56] ; [40 83],[17.46031746 48.53968254] ; [32.53968254 90.46031746],0
s2,1,0.036345,4.38083,[20 47] ; [58 70],[26.8 40.2] ; [51.2 76.8],0
s8,1,0.037325,4.335515,[12 54] ; [41 86],[18.12435233 47.87564767] ; [34.87564767 92.12435233],0
p2,1,0.056614,3.633889,[31 37] ; [76 51],[37.31282051 30.68717949] ; [69.68717949 57.31282051],0
s7,1,0.070014,3.282696,[18 41] ; [51 63],[23.53179191 35.46820809] ; [45.46820809 68.53179191],0
v1,1,0.131005,2.280557,[20 48] ; [52 77],[24.85279188 43.14720812] ; [47.14720812 81.85279188],0
p6,1,0.159814,1.975988,[11 55] ; [32 93],[14.85863874 51.14136126] ; [28.14136126 96.85863874],0
r1,1,0.16785,1.902041,[38 30] ; [85 44],[42.45685279 25.54314721] ; [80.54314721 48.45685279],0
p7,1,0.180231,1.795717,[24 44] ; [57 69],[28.39175258 39.60824742] ; [52.60824742 73.39175258],0
s6,1,0.190269,1.71553,[32 34] ; [73 52],[36.28272251 29.71727749] ; [68.71727749 56.28272251],0
v4,1,0.190459,1.714066,[49 18] ; [104  24],[52.56923077 14.43076923] ; [100.43076923  27.56923077],0
a3,1,0.238096,1.391832,[39 29] ; [85 44],[42.80203046 25.19796954] ; [81.19796954 47.80203046],0
v2,1,0.318826,0.993755,[20 47] ; [47 80],[23.13917526 43.86082474] ; [43.86082474 83.13917526],0
s3,1,0.326813,0.961484,[27 40] ; [61 67],[30.23589744 36.76410256] ; [57.76410256 70.23589744],0
r4,1,0.327389,0.959198,[40 28] ; [85 44],[43.14720812 24.85279188] ; [81.85279188 47.14720812],0
p8,1,0.339071,0.913942,[11 56] ; [28 98],[13.5388601 53.4611399] ; [ 25.4611399 100.5388601],0
p4,1,0.376077,0.783486,[25 43] ; [55 72],[27.8974359 40.1025641] ; [52.1025641 74.8974359],0
n6,1,0.390428,0.73761,[38 30] ; [79 48],[40.8 27.2] ; [76.2 50.8],0
r2,1,0.437876,0.601843,[53 14] ; [107  21],[54.97435897 12.02564103] ; [105.02564103  22.97435897],0
