Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r4,1,1e-06,23.752328,[1 7] ; [59  9],[6.31578947 1.68421053] ; [53.68421053 14.31578947],1
v4,1,0.00012,14.792388,[4 4] ; [64  4],[7.15789474 0.84210526] ; [60.84210526  7.15789474],1
r1,1,0.007368,7.180992,[2 6] ; [49 19],[5.36842105 2.63157895] ; [45.63157895 22.36842105],0
n6,1,0.008168,6.996269,[2 6] ; [48 19],[5.33333333 2.66666667] ; [44.66666667 22.33333333],0
d3,1,0.015039,5.911847,[2 6] ; [46 21],[5.12 2.88] ; [42.88 24.12],0
d5,1,0.021483,5.28718,[3 5] ; [51 16],[5.76 2.24] ; [48.24 18.76],0
d1,1,0.02492,5.029412,[1 7] ; [37 31],[4. 4.] ; [34. 34.],0
v2,1,0.044432,4.040074,[1 7] ; [33 33],[3.67567568 4.32432432] ; [30.32432432 35.67567568],0
b1,1,0.046348,3.968917,[6 2] ; [26 42],[3.36842105 4.63157895] ; [28.63157895 39.36842105],0
p11,1,0.046348,3.968917,[2 6] ; [42 26],[4.63157895 3.36842105] ; [39.36842105 28.63157895],0
d4,1,0.050739,3.816869,[4 4] ; [54 13],[6.18666667 1.81333333] ; [51.81333333 15.18666667],0
r2,1,0.066125,3.376682,[5 2] ; [63  5],[6.34666667 0.65333333] ; [61.65333333  6.34666667],0
s6,1,0.068766,3.312243,[2 6] ; [40 28],[4.42105263 3.57894737] ; [37.57894737 30.42105263],0
s7,1,0.083106,3.003079,[1 6] ; [33 35],[3.17333333 3.82666667] ; [30.82666667 37.17333333],0
p2,1,0.084279,2.980392,[4 4] ; [53 15],[6. 2.] ; [51. 17.],0
a1,1,0.102533,2.665692,[2 6] ; [ 5 63],[0.73684211 7.26315789] ; [ 6.26315789 61.73684211],0
s8,1,0.114251,2.494411,[1 7] ; [28 40],[3.05263158 4.94736842] ; [25.94736842 42.05263158],0
s2,1,0.131316,2.276873,[1 7] ; [27 41],[2.94736842 5.05263158] ; [25.05263158 42.94736842],0
p8,1,0.163364,1.94281,[1 7] ; [25 42],[2.77333333 5.22666667] ; [23.22666667 43.77333333],0
d2,1,0.168307,1.897962,[2 6] ; [34 33],[3.84 4.16] ; [32.16 34.84],0
p6,1,0.202226,1.626225,[1 7] ; [23 43],[2.59459459 5.40540541] ; [21.40540541 44.59459459],0
p4,1,0.285106,1.142588,[2 6] ; [30 37],[3.41333333 4.58666667] ; [28.58666667 38.41333333],0
a3,1,0.347463,0.882699,[6 1] ; [46 21],[4.91891892 2.08108108] ; [47.08108108 19.91891892],0
a5,1,0.466038,0.531354,[4 4] ; [43 25],[4.94736842 3.05263158] ; [42.05263158 25.94736842],0
s3,1,0.482723,0.492706,[3 4] ; [38 29],[3.87837838 3.12162162] ; [37.12162162 29.87837838],0
a6,1,0.486158,0.485019,[4 4] ; [42 25],[4.90666667 3.09333333] ; [41.09333333 25.90666667],0
b5,1,0.509328,0.435447,[5 3] ; [50 18],[5.78947368 2.21052632] ; [49.21052632 18.78947368],0
b4,1,0.575198,0.314063,[4 4] ; [41 27],[4.73684211 3.26315789] ; [40.26315789 27.73684211],0
p7,1,0.58242,0.302339,[3 5] ; [32 35],[3.73333333 4.26666667] ; [31.26666667 35.73333333],0
p1,1,0.609582,0.260784,[1 7] ; [ 5 63],[0.63157895 7.36842105] ; [ 5.36842105 62.63157895],0
p3,1,0.61535,0.252457,[2 6] ; [23 45],[2.63157895 5.36842105] ; [22.36842105 45.63157895],0
a4,1,0.664268,0.188381,[3 4] ; [35 33],[3.54666667 3.45333333] ; [34.45333333 33.54666667],0
b3,1,0.673951,0.177015,[1 3] ; [17 31],[1.38461538 2.61538462] ; [16.61538462 31.38461538],0
b2,1,0.673951,0.177015,[1 3] ; [17 31],[1.38461538 2.61538462] ; [16.61538462 31.38461538],0
a8,1,0.67812,0.17225,[1 5] ; [15 47],[1.41176471 4.58823529] ; [14.58823529 47.41176471],0
a2,1,0.850224,0.035658,[2 6] ; [15 53],[1.78947368 6.21052632] ; [15.21052632 52.78947368],0
n4,1,0.858597,0.031741,[5 3] ; [44 23],[5.22666667 2.77333333] ; [43.77333333 23.22666667],0
n5,1,0.878626,0.023321,[5 3] ; [40 27],[4.8 3.2] ; [40.2 26.8],0
v3,1,0.904952,0.014258,[2 6] ; [17 46],[2.14084507 5.85915493] ; [16.85915493 46.14084507],0
v1,1,0.917461,0.01074,[3 5] ; [26 40],[3.13513514 4.86486486] ; [25.86486486 40.13513514],0
u1,1,0.953592,0.003387,[1 7] ; [ 9 59],[1.05263158 6.94736842] ; [ 8.94736842 59.05263158],0
s4,1,0.963275,0.00212,[1 7] ; [ 8 59],[0.96 7.04] ; [ 8.04 58.96],0
a7,1,0.967697,0.00164,[5 3] ; [42 26],[4.94736842 3.05263158] ; [42.05263158 25.94736842],0
