Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r4,1,0.0,46.189181,[ 4 25] ; [88 21],[19.33333333  9.66666667] ; [72.66666667 36.33333333],1
r3,1,0.0,43.196612,[ 9 20] ; [97 12],[22.27536232  6.72463768] ; [83.72463768 25.27536232],1
p2,1,2e-06,22.841052,[ 6 23] ; [76 33],[17.23188406 11.76811594] ; [64.76811594 44.23188406],1
r2,1,1.7e-05,18.510451,[16 12] ; [98 10],[23.47058824  4.52941176] ; [90.52941176 17.47058824],1
p11,1,2.3e-05,17.955293,[ 5 24] ; [67 42],[15.13043478 13.86956522] ; [56.86956522 52.13043478],1
p10,1,3e-05,17.420378,[ 5 23] ; [67 41],[14.82352941 13.17647059] ; [57.17647059 50.82352941],1
r1,1,0.000235,13.531752,[12 17] ; [83 25],[20.10948905  8.89051095] ; [74.89051095 33.10948905],1
s6,1,0.000245,13.452697,[ 4 25] ; [56 52],[12.70072993 16.29927007] ; [47.29927007 60.70072993],1
u2,1,0.000267,13.290485,[ 2 10] ; [28  9],[7.34693878 4.65306122] ; [22.65306122 14.34693878],1
p9,1,0.000436,12.370536,[ 9 19] ; [74 34],[17.08823529 10.91176471] ; [65.91176471 42.08823529],1
p7,1,0.001351,10.271285,[ 4 25] ; [49 56],[11.47014925 17.52985075] ; [41.52985075 63.47014925],0
s2,1,0.002848,8.902316,[ 3 26] ; [43 65],[ 9.73722628 19.26277372] ; [36.26277372 71.73722628],0
a1,1,0.004435,8.096433,[ 6 23] ; [  5 104],[ 2.3115942 26.6884058] ; [  8.6884058 100.3115942],0
a6,1,0.005314,7.769397,[12 17] ; [75 33],[18.41605839 10.58394161] ; [68.58394161 39.41605839],0
n3,1,0.009363,6.752232,[5 9] ; [27  9],[8.96 5.04] ; [23.04 12.96],0
p4,1,0.01106,6.45572,[ 4 25] ; [42 66],[ 9.73722628 19.26277372] ; [36.26277372 71.73722628],0
b5,1,0.015669,5.839653,[10 19] ; [65 44],[15.76086957 13.23913043] ; [59.23913043 49.76086957],0
d5,1,0.020465,5.371827,[15 14] ; [80 28],[20.10948905  8.89051095] ; [74.89051095 33.10948905],0
s3,1,0.022307,5.221648,[ 8 20] ; [57 51],[13.38235294 14.61764706] ; [51.61764706 56.38235294],0
p8,1,0.024176,5.081966,[ 3 24] ; [36 73],[ 7.74264706 19.25735294] ; [31.25735294 77.74264706],0
d3,1,0.028576,4.792962,[12 17] ; [69 39],[17.1459854 11.8540146] ; [63.8540146 44.1459854],0
s7,1,0.040351,4.203049,[ 3 23] ; [32 69],[ 7.16535433 18.83464567] ; [27.83464567 73.16535433],0
b3,1,0.044872,4.02346,[ 9 12] ; [13 50],[ 5.5 15.5] ; [16.5 46.5],0
b2,1,0.044872,4.02346,[ 9 12] ; [13 50],[ 5.5 15.5] ; [16.5 46.5],0
p3,1,0.05154,3.790635,[ 4 25] ; [35 74],[ 8.19565217 20.80434783] ; [30.80434783 78.19565217],0
a7,1,0.054772,3.689022,[15 14] ; [77 32],[19.33333333  9.66666667] ; [72.66666667 36.33333333],0
n2,1,0.061089,3.507573,[6 8] ; [27 11],[8.88461538 5.11538462] ; [24.11538462 13.88461538],0
v2,1,0.069504,3.294688,[ 7 21] ; [44 56],[11.15625 16.84375] ; [39.84375 60.15625],0
a5,1,0.105922,2.614028,[15 14] ; [74 35],[18.70289855 10.29710145] ; [70.29710145 38.70289855],0
n1,1,0.106745,2.601769,[8 6] ; [12 25],[5.49019608 8.50980392] ; [14.50980392 22.49019608],0
d4,1,0.108296,2.578914,[18 11] ; [83 25],[21.37956204  7.62043796] ; [79.62043796 28.37956204],0
p1,1,0.129989,2.292633,[ 4 25] ; [  6 102],[ 2.11678832 26.88321168] ; [  7.88321168 100.11678832],0
v1,1,0.256615,1.286925,[ 8 21] ; [41 64],[10.60447761 18.39552239] ; [38.39552239 66.60447761],0
d1,1,0.354264,0.858125,[10 19] ; [48 61],[12.1884058 16.8115942] ; [45.8115942 63.1884058],0
s1,1,0.355329,0.854336,[ 3 26] ; [  6 102],[ 1.90510949 27.09489051] ; [  7.09489051 100.90510949],0
n5,1,0.361254,0.833528,[14 15] ; [42 66],[11.8540146 17.1459854] ; [44.1459854 63.8540146],0
s4,1,0.364372,0.822768,[ 4 25] ; [  9 100],[ 2.73188406 26.26811594] ; [10.26811594 98.73188406],0
n4,1,0.384603,0.755936,[17 12] ; [54 55],[14.92028986 14.07971014] ; [56.07971014 52.92028986],0
v3,1,0.399739,0.70911,[ 6 23] ; [28 70],[ 7.76377953 21.23622047] ; [26.23622047 71.76377953],0
d2,1,0.444376,0.584956,[13 16] ; [40 68],[11.2189781 17.7810219] ; [41.7810219 66.2189781],0
a4,1,0.457157,0.552846,[12 17] ; [37 72],[10.29710145 18.70289855] ; [38.70289855 70.29710145],0
b1,1,0.474782,0.510824,[16 13] ; [52 57],[14.28985507 14.71014493] ; [53.71014493 55.28985507],0
a3,1,0.663146,0.189725,[17 11] ; [71 38],[17.98540146 10.01459854] ; [70.01459854 38.98540146],0
s5,1,0.666424,0.185813,[ 4 25] ; [18 87],[ 4.76119403 24.23880597] ; [17.23880597 87.76119403],0
a2,1,0.722064,0.126523,[ 4 25] ; [18 91],[ 4.62318841 24.37681159] ; [17.37681159 91.62318841],0
b4,1,0.797521,0.065821,[17 12] ; [61 48],[16.39130435 12.60869565] ; [61.60869565 47.39130435],0
a8,1,0.87461,0.024903,[ 3 25] ; [10 93],[ 2.77862595 25.22137405] ; [10.22137405 92.77862595],0
