Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
d5,1,0.002596,9.07139,[11 16] ; [19  4],[16.2 10.8] ; [13.8  9.2],0
a3,1,0.037416,4.331387,[13 14] ; [17  5],[16.53061224 10.46938776] ; [13.46938776  8.53061224],0
n4,1,0.040968,4.177323,[15 12] ; [19  4],[18.36  8.64] ; [15.64  7.36],0
a4,1,0.041863,4.140754,[ 5 22] ; [10 12],[ 8.26530612 18.73469388] ; [ 6.73469388 15.26530612],0
a7,1,0.047004,3.94525,[10 17] ; [15  8],[13.5 13.5] ; [11.5 11.5],0
a8,1,0.072546,3.224446,[ 2 25] ; [ 6 17],[ 4.32 22.68] ; [ 3.68 19.32],0
p9,1,0.095949,2.771628,[ 8 18] ; [12 10],[10.83333333 15.16666667] ; [ 9.16666667 12.83333333],0
a6,1,0.0997,2.710333,[ 9 18] ; [13 10],[11.88 15.12] ; [10.12 12.88],0
a1,1,0.1455,2.11881,[ 2 25] ; [ 5 18],[ 3.78 23.22] ; [ 3.22 19.78],0
d4,1,0.151127,2.060836,[16 11] ; [18  5],[18.36  8.64] ; [15.64  7.36],0
d1,1,0.186443,1.745501,[ 8 19] ; [11 12],[10.26 16.74] ; [ 8.74 14.26],0
d2,1,0.220353,1.502069,[10 17] ; [12 10],[12.12244898 14.87755102] ; [ 9.87755102 12.12244898],0
s7,1,0.27031,1.215171,[ 5 21] ; [ 7 14],[ 6.63829787 19.36170213] ; [ 5.36170213 15.63829787],0
p3,1,0.278919,1.172352,[ 2 25] ; [ 4 19],[ 3.24 23.76] ; [ 2.76 20.24],0
v1,1,0.281564,1.159527,[ 5 22] ; [ 7 15],[ 6.6122449 20.3877551] ; [ 5.3877551 16.6122449],0
s6,1,0.288379,1.127173,[ 7 20] ; [ 3 19],[ 5.51020408 21.48979592] ; [ 4.48979592 17.51020408],0
p10,1,0.357068,0.84818,[ 8 18] ; [10 13],[ 9.55102041 16.44897959] ; [ 8.44897959 14.55102041],0
v2,1,0.362724,0.828441,[ 5 21] ; [ 7 16],[ 6.36734694 19.63265306] ; [ 5.63265306 17.36734694],0
b1,1,0.368365,0.809172,[13 14] ; [14  9],[14.58 12.42] ; [12.42 10.58],0
r2,1,0.374166,0.789781,[17 10] ; [10 10],[15.5106383 11.4893617] ; [11.4893617  8.5106383],0
n1,1,0.391741,0.733532,[4 7] ; [7 6],[5.04166667 5.95833333] ; [5.95833333 7.04166667],0
b4,1,0.449246,0.572553,[16 11] ; [16  7],[17.28  9.72] ; [14.72  8.28],0
u1,1,0.458825,0.54876,[ 1 26] ; [ 2 21],[ 1.62 25.38] ; [ 1.38 21.62],0
s4,1,0.506932,0.440394,[ 4 23] ; [ 2 21],[ 3.24 23.76] ; [ 2.76 20.24],0
n6,1,0.516889,0.420096,[11 16] ; [11 11],[12.12244898 14.87755102] ; [ 9.87755102 12.12244898],0
s8,1,0.523569,0.406856,[ 3 24] ; [ 4 19],[ 3.78 23.22] ; [ 3.22 19.78],0
v3,1,0.525313,0.403449,[ 4 23] ; [ 5 18],[ 4.86 22.14] ; [ 4.14 18.86],0
p7,1,0.525313,0.403449,[ 4 23] ; [ 5 18],[ 4.86 22.14] ; [ 4.14 18.86],0
s5,1,0.559013,0.341416,[ 3 23] ; [ 4 19],[ 3.71428571 22.28571429] ; [ 3.28571429 19.71428571],0
r3,1,0.612341,0.256779,[14 13] ; [13  9],[14.87755102 12.12244898] ; [12.12244898  9.87755102],0
p11,1,0.614937,0.253048,[11 16] ; [11 12],[11.88 15.12] ; [10.12 12.88],0
r1,1,0.643103,0.214707,[10 17] ; [10 13],[10.8 16.2] ; [ 9.2 13.8],0
s2,1,0.670379,0.181159,[ 6 21] ; [ 4 19],[ 5.4 21.6] ; [ 4.6 18.4],0
b5,1,0.70436,0.143976,[12 15] ; [ 9 14],[11.34 15.66] ; [ 9.66 13.34],0
r4,1,0.729729,0.11936,[ 7 20] ; [ 5 18],[ 6.48 20.52] ; [ 5.52 17.48],0
b3,1,0.745982,0.104938,[ 8 10] ; [8 8],[8.47058824 9.52941176] ; [7.52941176 8.47058824],0
b2,1,0.745982,0.104938,[ 8 10] ; [8 8],[8.47058824 9.52941176] ; [7.52941176 8.47058824],0
s1,1,0.7766,0.080515,[ 3 24] ; [ 2 21],[ 2.7 24.3] ; [ 2.3 20.7],0
