Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r4,1,0.001502,10.075816,[58  1] ; [58 14],[52.24427481  6.75572519] ; [63.75572519  8.24427481],0
n3,1,0.009132,6.796759,[7 7] ; [22  3],[10.41025641  3.58974359] ; [18.58974359  6.41025641],0
a3,1,0.009335,6.757494,[49 10] ; [45 27],[42.33587786 16.66412214] ; [51.66412214 20.33587786],0
p5,1,0.010415,6.562429,[ 9 50] ; [ 2 70],[ 4.95419847 54.04580153] ; [ 6.04580153 65.95419847],0
s8,1,0.013313,6.12707,[39 20] ; [32 40],[31.97709924 27.02290076] ; [39.02290076 32.97709924],0
d5,1,0.029024,4.766207,[53  6] ; [54 18],[48.19083969 10.80916031] ; [58.80916031 13.19083969],0
p10,1,0.032287,4.583198,[52  6] ; [54 18],[47.29230769 10.70769231] ; [58.70769231 13.29230769],0
n5,1,0.032582,4.567614,[47 12] ; [45 27],[41.4351145 17.5648855] ; [50.5648855 21.4351145],0
p9,1,0.050911,3.811196,[53  5] ; [56 15],[49.00775194  8.99224806] ; [59.99224806 11.00775194],0
u2,1,0.053941,3.71451,[2 8] ; [15 12],[4.59459459 5.40540541] ; [12.40540541 14.59459459],0
r2,1,0.056265,3.644185,[58  1] ; [65  7],[55.39694656  3.60305344] ; [67.60305344  4.39694656],0
u1,1,0.058911,3.567769,[16 43] ; [10 62],[11.70992366 47.29007634] ; [14.29007634 57.70992366],0
p8,1,0.079775,3.069477,[34 22] ; [32 39],[29.1023622 26.8976378] ; [36.8976378 34.1023622],0
b2,1,0.079975,3.065405,[12 24] ; [ 5 28],[ 8.86956522 27.13043478] ; [ 8.13043478 24.86956522],0
b3,1,0.079975,3.065405,[12 24] ; [ 5 28],[ 8.86956522 27.13043478] ; [ 8.13043478 24.86956522],0
v2,1,0.082894,3.007229,[32 26] ; [27 41],[27.15873016 30.84126984] ; [31.84126984 36.15873016],0
r1,1,0.085845,2.95061,[50  9] ; [52 20],[45.9389313 13.0610687] ; [56.0610687 15.9389313],0
p7,1,0.085989,2.947901,[42 14] ; [43 28],[37.48031496 18.51968504] ; [47.51968504 23.48031496],0
s1,1,0.093415,2.814525,[ 1 57] ; [ 6 65],[ 3.14728682 54.85271318] ; [ 3.85271318 67.14728682],0
a5,1,0.111339,2.535116,[46 13] ; [47 25],[41.88549618 17.11450382] ; [51.11450382 20.88549618],0
p3,1,0.115301,2.480014,[36 23] ; [34 38],[31.52671756 27.47328244] ; [38.47328244 33.52671756],0
a4,1,0.11812,2.442071,[31 28] ; [28 44],[26.57251908 32.42748092] ; [32.42748092 39.57251908],0
p11,1,0.135292,2.230701,[47 12] ; [49 23],[43.23664122 15.76335878] ; [52.76335878 19.23664122],0
d1,1,0.13978,2.180375,[41 18] ; [41 31],[36.93129771 22.06870229] ; [45.06870229 26.93129771],0
p4,1,0.13978,2.180375,[41 18] ; [41 31],[36.93129771 22.06870229] ; [45.06870229 26.93129771],0
v3,1,0.141693,2.159477,[21 37] ; [17 53],[17.21875 40.78125] ; [20.78125 49.21875],0
n6,1,0.141978,2.156385,[53  6] ; [58 14],[49.99236641  9.00763359] ; [61.00763359 10.99236641],0
d4,1,0.145219,2.121762,[51  8] ; [55 17],[47.74045802 11.25954198] ; [58.25954198 13.74045802],0
p6,1,0.184972,1.757214,[28 29] ; [27 45],[24.30232558 32.69767442] ; [30.69767442 41.30232558],0
a2,1,0.213832,1.54529,[16 43] ; [13 59],[13.0610687 45.9389313] ; [15.9389313 56.0610687],0
s5,1,0.249646,1.325282,[36 21] ; [36 32],[32.832 24.168] ; [39.168 28.832],0
a7,1,0.272553,1.203855,[43 16] ; [46 26],[40.08396947 18.91603053] ; [48.91603053 23.08396947],0
n4,1,0.317416,0.999563,[41 18] ; [44 28],[38.28244275 20.71755725] ; [46.71755725 25.28244275],0
d2,1,0.321079,0.984545,[33 26] ; [34 38],[30.17557252 28.82442748] ; [36.82442748 35.17557252],0
b5,1,0.362504,0.829201,[39 20] ; [42 30],[36.48091603 22.51908397] ; [44.51908397 27.48091603],0
b4,1,0.369822,0.804264,[34 25] ; [47 25],[36.48091603 22.51908397] ; [44.51908397 27.48091603],0
p2,1,0.383327,0.760004,[48 11] ; [54 18],[45.9389313 13.0610687] ; [56.0610687 15.9389313],0
s2,1,0.422101,0.644459,[46 12] ; [52 19],[44.0620155 13.9379845] ; [53.9379845 17.0620155],0
p12,1,0.464569,0.534863,[ 3 56] ; [ 6 66],[ 4.05343511 54.94656489] ; [ 4.94656489 67.05343511],0
n2,1,0.471097,0.519401,[12  2] ; [19  6],[11.12820513  2.87179487] ; [19.87179487  5.12820513],0
v4,1,0.555237,0.348018,[57  2] ; [68  4],[56.29770992  2.70229008] ; [68.70229008  3.29770992],0
b1,1,0.592425,0.286573,[24 35] ; [26 46],[22.51908397 36.48091603] ; [27.48091603 44.51908397],0
a6,1,0.614562,0.253586,[36 23] ; [47 25],[37.38167939 21.61832061] ; [45.61832061 26.38167939],0
d3,1,0.633042,0.227958,[44 15] ; [51 21],[42.78625954 16.21374046] ; [52.21374046 19.78625954],0
s7,1,0.681994,0.16789,[39 19] ; [44 25],[37.90551181 20.09448819] ; [45.09448819 23.90551181],0
p1,1,0.692956,0.155903,[ 7 52] ; [ 7 65],[ 6.30534351 52.69465649] ; [ 7.69465649 64.30534351],0
a8,1,0.826034,0.048308,[ 2 52] ; [ 2 65],[ 1.78512397 52.21487603] ; [ 2.21487603 64.78512397],0
a1,1,0.839468,0.041036,[ 2 57] ; [ 2 70],[ 1.80152672 57.19847328] ; [ 2.19847328 69.80152672],0
u3,1,0.847465,0.037,[7 3] ; [18  9],[6.75675676 3.24324324] ; [18.24324324  8.75675676],0
n1,1,0.969655,0.001447,[ 4 10] ; [ 7 18],[ 3.94871795 10.05128205] ; [ 7.05128205 17.94871795],0
s3,1,0.986889,0.00027,[45 13] ; [55 16],[44.96124031 13.03875969] ; [55.03875969 15.96124031],0
