Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
a4,1,0.0,28.561597,[ 6 57] ; [33 28],[19.81451613 43.18548387] ; [19.18548387 41.81451613],1
a3,1,1.5e-05,18.70429,[21 42] ; [44 17],[33.02419355 29.97580645] ; [31.97580645 29.02419355],1
d1,1,0.000874,11.077216,[18 45] ; [36 26],[27.216 35.784] ; [26.784 35.216],1
r2,1,0.001146,10.574927,[44 18] ; [57  4],[50.91056911 11.08943089] ; [50.08943089 10.91056911],0
d5,1,0.001274,10.379665,[35 28] ; [51 11],[43.344 19.656] ; [42.656 19.344],0
d2,1,0.001606,9.953333,[21 41] ; [38 23],[29.7398374 32.2601626] ; [29.2601626 31.7398374],0
a6,1,0.0087,6.88335,[28 35] ; [42 20],[35.28 27.72] ; [34.72 27.28],0
u1,1,0.013965,6.042534,[ 2 61] ; [10 52],[ 6.048 56.952] ; [ 5.952 56.048],0
d3,1,0.0157,5.836204,[25 38] ; [38 24],[31.752 31.248] ; [31.248 30.752],0
d4,1,0.016302,5.76996,[36 25] ; [49 13],[42.15447154 18.84552846] ; [42.84552846 19.15447154],0
p6,1,0.018738,5.525847,[16 46] ; [ 6 56],[11. 51.] ; [11. 51.],0
n4,1,0.021921,5.252008,[31 32] ; [43 19],[37.296 25.704] ; [36.704 25.296],0
b5,1,0.039812,4.225877,[38 25] ; [26 36],[32.256 30.744] ; [31.744 30.256],0
r1,1,0.044811,4.025723,[36 27] ; [46 16],[41.328 21.672] ; [40.672 21.328],0
r4,1,0.074025,3.191434,[35 28] ; [44 18],[39.816 23.184] ; [39.184 22.816],0
a1,1,0.108175,2.580682,[ 3 60] ; [ 8 54],[ 5.544 57.456] ; [ 5.456 56.544],0
s5,1,0.132092,2.267748,[ 7 55] ; [13 48],[10.08130081 51.91869919] ; [ 9.91869919 51.08130081],0
s4,1,0.153742,2.034723,[13 49] ; [ 7 54],[10.08130081 51.91869919] ; [ 9.91869919 51.08130081],0
n5,1,0.174352,1.84512,[31 32] ; [38 24],[34.776 28.224] ; [34.224 27.776],0
n1,1,0.187406,1.737891,[ 6 19] ; [10 14],[ 8.16326531 16.83673469] ; [ 7.83673469 16.16326531],0
a7,1,0.201424,1.632017,[33 29] ; [40 22],[36.5 25.5] ; [36.5 25.5],0
n6,1,0.211628,1.560253,[42 21] ; [34 27],[38.61290323 24.38709677] ; [37.38709677 23.61290323],0
p4,1,0.234901,1.410936,[20 42] ; [26 35],[23.18699187 38.81300813] ; [22.81300813 38.18699187],0
b1,1,0.237179,1.397284,[32 31] ; [38 24],[35.28 27.72] ; [34.72 27.28],0
p2,1,0.324797,0.969533,[34 29] ; [28 34],[31.248 31.752] ; [30.752 31.248],0
p7,1,0.361504,0.832662,[28 34] ; [23 39],[25.5 36.5] ; [25.5 36.5],0
p8,1,0.368828,0.807609,[17 46] ; [21 40],[19.30645161 43.69354839] ; [18.69354839 42.30645161],0
v4,1,0.390272,0.738095,[46 16] ; [50 12],[48. 14.] ; [48. 14.],0
n3,1,0.397752,0.715111,[15 10] ; [11 12],[13.54166667 11.45833333] ; [12.45833333 10.54166667],0
p10,1,0.472841,0.515329,[15 48] ; [18 43],[16.76612903 46.23387097] ; [16.23387097 44.76612903],0
s1,1,0.493972,0.467864,[ 5 58] ; [ 3 58],[ 4.06451613 58.93548387] ; [ 3.93548387 57.06451613],0
b4,1,0.533014,0.388642,[41 22] ; [37 25],[39.312 23.688] ; [38.688 23.312],0
r3,1,0.533829,0.387097,[45 17] ; [48 14],[46.5 15.5] ; [46.5 15.5],0
s3,1,0.578681,0.308372,[22 40] ; [25 37],[23.5 38.5] ; [23.5 38.5],0
p11,1,0.658536,0.195306,[28 35] ; [30 32],[29.232 33.768] ; [28.768 33.232],0
s8,1,0.681378,0.168578,[13 50] ; [11 51],[12.096 50.904] ; [11.904 50.096],0
n2,1,0.691555,0.157407,[12 12] ; [15 12],[12.70588235 11.29411765] ; [14.29411765 12.70588235],0
a8,1,0.708668,0.139611,[ 5 53] ; [ 4 55],[ 4.46153846 53.53846154] ; [ 4.53846154 54.46153846],0
u2,1,0.711129,0.137152,[20 22] ; [9 8],[20.6440678 21.3559322] ; [8.3559322 8.6440678],0
v3,1,0.727853,0.121092,[14 48] ; [12 48],[13.21311475 48.78688525] ; [12.78688525 47.21311475],0
s6,1,0.766316,0.088326,[25 38] ; [23 39],[24.192 38.808] ; [23.808 38.192],0
v2,1,0.787737,0.072496,[18 42] ; [20 42],[18.68852459 41.31147541] ; [19.31147541 42.68852459],0
p1,1,0.794985,0.067518,[ 6 57] ; [ 5 56],[ 5.58870968 57.41129032] ; [ 5.41129032 55.58870968],0
s7,1,0.865957,0.028492,[14 45] ; [13 45],[13.61538462 45.38461538] ; [13.38461538 44.61538462],0
b3,1,0.906182,0.01389,[10 28] ; [11 29],[10.23076923 27.76923077] ; [10.76923077 29.23076923],0
b2,1,0.906182,0.01389,[10 28] ; [11 29],[10.23076923 27.76923077] ; [10.76923077 29.23076923],0
s2,1,0.912087,0.01219,[17 46] ; [17 44],[17.27419355 45.72580645] ; [16.72580645 44.27419355],0
p3,1,0.924267,0.009036,[17 46] ; [16 45],[16.76612903 46.23387097] ; [16.23387097 44.76612903],0
p5,1,0.973838,0.001076,[ 2 61] ; [ 2 59],[ 2.03225806 60.96774194] ; [ 1.96774194 59.03225806],0
p12,1,0.9909,0.00013,[ 1 62] ; [ 1 61],[ 1.008 61.992] ; [ 0.992 61.008],0
u3,1,1.0,0.0,[21 21] ; [9 9],[21. 21.] ; [9. 9.],0
