Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s2,1,0.0,29.902222,[39  6] ; [ 6 21],[28.125 16.875] ; [16.875 10.125],1
s7,1,0.004608,8.027351,[25 16] ; [ 7 20],[19.29411765 21.70588235] ; [12.70588235 14.29411765],0
r1,1,0.014456,5.981538,[37  8] ; [15 12],[32.5 12.5] ; [19.5  7.5],0
b3,1,0.015237,5.888816,[ 8 21] ; [13  8],[12.18 16.82] ; [ 8.82 12.18],0
b2,1,0.015237,5.888816,[ 8 21] ; [13  8],[12.18 16.82] ; [ 8.82 12.18],0
v4,1,0.020137,5.4,[43  2] ; [21  6],[40.  5.] ; [24.  3.],0
r3,1,0.020137,5.4,[43  2] ; [21  6],[40.  5.] ; [24.  3.],0
s8,1,0.025758,4.972209,[25 19] ; [ 8 19],[20.45070423 23.54929577] ; [12.54929577 14.45070423],0
s6,1,0.041346,4.161766,[34 10] ; [14 12],[30.17142857 13.82857143] ; [17.82857143  8.17142857],0
p8,1,0.041706,4.147091,[ 8 37] ; [11 17],[11.71232877 33.28767123] ; [ 7.28767123 20.71232877],0
r4,1,0.053109,3.740501,[39  6] ; [19  9],[35.75342466  9.24657534] ; [22.24657534  5.75342466],0
s5,1,0.056684,3.631846,[18 24] ; [ 5 20],[14.41791045 27.58208955] ; [ 8.58208955 16.41791045],0
d5,1,0.06006,3.535714,[33 11] ; [15 13],[29.33333333 14.66666667] ; [18.66666667  9.33333333],0
d1,1,0.124375,2.361348,[26 19] ; [11 17],[22.80821918 22.19178082] ; [14.19178082 13.80821918],0
p10,1,0.211894,1.558442,[30 14] ; [15 13],[27.5 16.5] ; [17.5 10.5],0
b1,1,0.220048,1.504059,[21 24] ; [ 9 19],[18.49315068 26.50684932] ; [11.50684932 16.49315068],0
d4,1,0.230372,1.438561,[34 10] ; [18 10],[31.77777778 12.22222222] ; [20.22222222  7.77777778],0
r2,1,0.258554,1.276484,[42  3] ; [23  4],[40.625  4.375] ; [24.375  2.625],0
