Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p7,1,0.0,33.046689,[117  15] ; [85 62],[95.56989247 36.43010753] ; [106.43010753  40.56989247],1
p4,1,0.0,31.692993,[110  22] ; [78 73],[87.68904594 44.31095406] ; [100.31095406  50.68904594],1
p8,1,1e-06,25.204078,[99 34] ; [67 82],[78.29078014 54.70921986] ; [87.70921986 61.29078014],1
p10,1,3.4e-05,17.160809,[127   6] ; [118  32],[115.14134276  17.85865724] ; [129.85865724  20.14134276],1
p3,1,3.7e-05,16.9984,[94 38] ; [72 81],[76.88421053 55.11578947] ; [89.11578947 63.88421053],1
p1,1,0.000991,10.843886,[ 26 106] ; [ 10 141],[ 16.79151943 115.20848057] ; [ 19.20848057 131.79151943],1
s7,1,0.001152,10.566589,[96 31] ; [83 63],[83.27106227 43.72893773] ; [95.72893773 50.27106227],0
p9,1,0.001617,9.94007,[127   6] ; [125  24],[118.85106383  14.14893617] ; [133.14893617  15.85106383],0
p5,1,0.002021,9.530075,[37 96] ; [ 20 132],[ 26.6 106.4] ; [ 30.4 121.6],0
n4,1,0.002645,9.037815,[114  19] ; [107  44],[103.49647887  29.50352113] ; [117.50352113  33.49647887],0
s8,1,0.003895,8.332082,[88 44] ; [75 76],[76.02826855 55.97173145] ; [86.97173145 64.02826855],0
v1,1,0.020051,5.407426,[89 44] ; [80 70],[79.42402827 53.57597173] ; [89.57597173 60.42402827],0
r4,1,0.021979,5.24743,[130   3] ; [140  13],[125.55944056   7.44055944] ; [144.44055944   8.55944056],0
s2,1,0.023077,5.162692,[105  28] ; [101  50],[96.47183099 36.52816901] ; [109.52816901  41.47183099],0
d3,1,0.024906,5.030416,[103  29] ; [101  52],[94.48421053 37.51578947] ; [109.51578947  43.48421053],0
n5,1,0.057231,3.615869,[111  22] ; [112  39],[104.43309859  28.56690141] ; [118.56690141  32.43309859],0
a1,1,0.076434,3.139138,[ 12 121] ; [  6 147],[  8.37062937 124.62937063] ; [  9.62937063 143.37062937],0
p12,1,0.083011,3.004947,[ 21 111] ; [ 14 139],[ 16.21052632 115.78947368] ; [ 18.78947368 134.21052632],0
s6,1,0.099169,2.718853,[118  13] ; [125  25],[113.28469751  17.71530249] ; [129.71530249  20.28469751],0
n6,1,0.109629,2.559564,[122   9] ; [132  19],[117.9929078  13.0070922] ; [136.0070922  14.9929078],0
u2,1,0.146584,2.107439,[16 12] ; [14 22],[13.125 14.875] ; [16.875 19.125],0
a4,1,0.147667,2.09619,[74 59] ; [72 81],[67.8951049 65.1048951] ; [78.1048951 74.8951049],0
s4,1,0.153772,2.034433,[39 91] ; [ 34 117],[33.77224199 96.22775801] ; [ 39.22775801 111.77224199],0
u3,1,0.153935,2.032819,[20  8] ; [20 17],[17.23076923 10.76923077] ; [22.76923077 14.23076923],0
d1,1,0.163856,1.938276,[93 40] ; [95 58],[87.42657343 45.57342657] ; [100.57342657  52.42657343],0
p11,1,0.186727,1.743257,[107  26] ; [113  40],[102.30769231  30.69230769] ; [117.69230769  35.30769231],0
n3,1,0.219154,1.5099,[19 10] ; [30  8],[21.20895522  7.79104478] ; [27.79104478 10.20895522],0
u1,1,0.228031,1.453099,[34 99] ; [ 30 123],[ 29.76223776 103.23776224] ; [ 34.23776224 118.76223776],0
a5,1,0.281941,1.157709,[111  22] ; [120  33],[107.42307692  25.57692308] ; [123.57692308  29.42307692],0
b4,1,0.311433,1.024591,[86 47] ; [90 63],[81.84615385 51.15384615] ; [94.15384615 58.84615385],0
b2,1,0.327872,0.957286,[40 45] ; [37 56],[36.76966292 48.23033708] ; [40.23033708 52.76966292],0
b3,1,0.327872,0.957286,[40 45] ; [37 56],[36.76966292 48.23033708] ; [40.23033708 52.76966292],0
p2,1,0.328642,0.954241,[115  18] ; [125  27],[112.  21.] ; [128.  24.],0
n1,1,0.382759,0.761821,[17 13] ; [17 20],[15.2238806 14.7761194] ; [18.7761194 18.2238806],0
d5,1,0.450096,0.57041,[113  18] ; [127  26],[110.70422535  20.29577465] ; [129.29577465  23.70422535],0
a3,1,0.513518,0.426892,[105  27] ; [116  36],[102.71830986  29.28169014] ; [118.28169014  33.71830986],0
a6,1,0.537652,0.379908,[81 50] ; [100  53],[83.48943662 47.51056338] ; [97.51056338 55.48943662],0
r1,1,0.557947,0.34327,[112  21] ; [130  20],[113.73144876  19.26855124] ; [128.26855124  21.73144876],0
b5,1,0.609273,0.261234,[69 64] ; [84 69],[71.15034965 61.84965035] ; [81.84965035 71.15034965],0
d2,1,0.625552,0.238142,[70 62] ; [85 67],[72.04225352 59.95774648] ; [82.95774648 69.04225352],0
