Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
d3,1,6.1e-05,16.060515,[10 40] ; [46 37],[21.05263158 28.94736842] ; [34.94736842 48.05263158],1
s8,1,0.003725,8.412992,[28 22] ; [25 57],[20.07575758 29.92424242] ; [32.92424242 49.07575758],0
s3,1,0.020313,5.38479,[32 18] ; [34 45],[25.58139535 24.41860465] ; [40.41860465 38.58139535],0
a6,1,0.025314,5.002288,[22 28] ; [53 30],[28.19548872 21.80451128] ; [46.80451128 36.19548872],0
d5,1,0.04561,3.995934,[33 17] ; [40 43],[27.44360902 22.55639098] ; [45.55639098 37.44360902],0
s2,1,0.054599,3.69428,[29 21] ; [33 48],[23.66412214 26.33587786] ; [38.33587786 42.66412214],0
b4,1,0.07553,3.158563,[26 24] ; [56 27],[30.82706767 19.17293233] ; [51.17293233 31.82706767],0
p1,1,0.092448,2.831228,[ 3 47] ; [13 69],[ 6.06060606 43.93939394] ; [ 9.93939394 72.06060606],0
r4,1,0.11038,2.548774,[42  8] ; [77  6],[44.73684211  5.26315789] ; [74.26315789  8.73684211],0
v4,1,0.128228,2.313827,[44  6] ; [79  4],[46.2406015  3.7593985] ; [76.7593985  6.2406015],0
r2,1,0.133564,2.250584,[45  5] ; [80  3],[46.9924812  3.0075188] ; [78.0075188  4.9924812],0
p5,1,0.147226,2.100763,[ 5 45] ; [16 66],[ 7.95454545 42.04545455] ; [13.04545455 68.95454545],0
b2,1,0.165307,1.925,[18 17] ; [15 27],[15. 20.] ; [18. 24.],0
b3,1,0.165307,1.925,[18 17] ; [15 27],[15. 20.] ; [18. 24.],0
b5,1,0.168718,1.894293,[24 26] ; [50 33],[27.81954887 22.18045113] ; [46.18045113 36.81954887],0
a3,1,0.169406,1.888195,[36 14] ; [50 33],[32.33082707 17.66917293] ; [53.66917293 29.33082707],0
s7,1,0.172706,1.859297,[29 20] ; [35 40],[25.29032258 23.70967742] ; [38.70967742 36.29032258],0
b1,1,0.181373,1.786339,[17 33] ; [38 45],[20.67669173 29.32330827] ; [34.32330827 48.67669173],0
n2,1,0.19043,1.714286,[13  1] ; [12  4],[11.66666667  2.33333333] ; [13.33333333  2.66666667],0
u3,1,0.199934,1.642857,[5 9] ; [18 14],[7. 7.] ; [16. 16.],0
p9,1,0.259855,1.269531,[35 15] ; [63 17],[37.69230769 12.30769231] ; [60.30769231 19.69230769],0
a1,1,0.272606,1.203588,[ 4 46] ; [ 3 80],[ 2.63157895 47.36842105] ; [ 4.36842105 78.63157895],0
p8,1,0.281668,1.159024,[22 28] ; [44 38],[25. 25.] ; [41. 41.],0
a5,1,0.301247,1.068664,[34 16] ; [49 34],[31.20300752 18.79699248] ; [51.79699248 31.20300752],0
n5,1,0.311529,1.024184,[41  9] ; [61 21],[38.63636364 11.36363636] ; [63.36363636 18.63636364],0
a4,1,0.318654,0.994465,[10 40] ; [23 60],[12.40601504 37.59398496] ; [20.59398496 62.40601504],0
a2,1,0.324121,0.972243,[ 2 48] ; [ 7 76],[ 3.38345865 46.61654135] ; [ 5.61654135 77.38345865],0
d4,1,0.456719,0.553924,[31 19] ; [46 37],[28.94736842 21.05263158] ; [48.05263158 34.94736842],0
d2,1,0.458181,0.550336,[ 9 41] ; [11 72],[ 7.51879699 42.48120301] ; [12.48120301 70.51879699],0
p10,1,0.4788,0.501594,[36 14] ; [62 18],[37.69230769 12.30769231] ; [60.30769231 19.69230769],0
p6,1,0.494538,0.466638,[15 35] ; [29 52],[16.79389313 33.20610687] ; [27.20610687 53.79389313],0
s5,1,0.539826,0.375863,[14 35] ; [27 53],[15.57364341 33.42635659] ; [25.42635659 54.57364341],0
n4,1,0.559316,0.34089,[40 10] ; [62 20],[38.63636364 11.36363636] ; [63.36363636 18.63636364],0
s1,1,0.562761,0.334946,[ 3 47] ; [ 3 76],[ 2.3255814 47.6744186] ; [ 3.6744186 75.3255814],0
r3,1,0.574127,0.315825,[45  5] ; [77  6],[45.86466165  4.13533835] ; [76.13533835  6.86466165],0
n1,1,0.588439,0.292788,[7 7] ; [6 9],[6.27586207 7.72413793] ; [6.72413793 8.27586207],0
p2,1,0.645481,0.211645,[36 14] ; [62 20],[37.12121212 12.87878788] ; [60.87878788 21.12121212],0
a8,1,0.669463,0.182231,[ 7 42] ; [ 9 68],[ 6.22222222 42.77777778] ; [ 9.77777778 67.22222222],0
p4,1,0.677067,0.173446,[25 25] ; [43 37],[26.15384615 23.84615385] ; [41.84615385 38.15384615],0
s4,1,0.682101,0.16777,[ 5 45] ; [10 71],[ 5.72519084 44.27480916] ; [ 9.27480916 71.72519084],0
u2,1,0.69537,0.153333,[7 7] ; [18 14],[7.60869565 6.39130435] ; [17.39130435 14.60869565],0
r1,1,0.69567,0.153015,[40 10] ; [64 19],[39.09774436 10.90225564] ; [64.90225564 18.09774436],0
v2,1,0.717382,0.131015,[33 16] ; [57 24],[33.92307692 15.07692308] ; [56.07692308 24.92307692],0
p12,1,0.757038,0.095711,[ 3 47] ; [ 6 75],[ 3.4351145 46.5648855] ; [ 5.5648855 75.4351145],0
s6,1,0.808574,0.058693,[32 16] ; [51 28],[31.37007874 16.62992126] ; [51.62992126 27.37007874],0
p7,1,0.840584,0.04046,[31 19] ; [51 29],[31.53846154 18.46153846] ; [50.46153846 29.53846154],0
n3,1,0.904201,0.014486,[10  3] ; [12  4],[9.86206897 3.13793103] ; [12.13793103  3.86206897],0
u1,1,0.909854,0.012819,[ 2 48] ; [ 3 80],[ 1.87969925 48.12030075] ; [ 3.12030075 79.87969925],0
p3,1,0.930643,0.007575,[26 24] ; [42 40],[25.75757576 24.24242424] ; [42.24242424 39.75757576],0
v1,1,0.940856,0.005505,[29 19] ; [49 33],[28.8 19.2] ; [49.2 32.8],0
p11,1,0.971246,0.001299,[36 14] ; [60 23],[36.09022556 13.90977444] ; [59.90977444 23.09022556],0
n6,1,0.991622,0.00011,[41  9] ; [68 15],[40.97744361  9.02255639] ; [68.02255639 14.97744361],0
