Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p9,1,0.0,143.294925,[261  19] ; [32 61],[219.9463807  60.0536193] ; [73.0536193 19.9463807],1
p11,1,0.0,37.49798,[236  45] ; [51 45],[213.91777188  67.08222812] ; [73.08222812 22.91777188],1
n5,1,1e-06,24.189735,[214  65] ; [48 48],[194.928  84.072] ; [67.072 28.928],1
p8,1,1e-06,23.423258,[150 128] ; [24 71],[129.68364611 148.31635389] ; [44.31635389 50.68364611],1
n6,1,1.7e-05,18.536194,[236  44] ; [61 35],[221.17021277  58.82978723] ; [75.82978723 20.17021277],1
p2,1,0.000423,12.4258,[234  46] ; [64 32],[221.91489362  58.08510638] ; [76.08510638 19.91489362],1
s6,1,0.000497,12.125352,[181  93] ; [43 51],[166.7826087 107.2173913] ; [57.2173913 36.7826087],1
s8,1,0.000611,11.742081,[108 173] ; [18 76],[ 94.416 186.584] ; [31.584 62.416],1
p4,1,0.000759,11.339286,[152 128] ; [33 63],[137.76595745 142.23404255] ; [47.23404255 48.76595745],1
a5,1,0.001728,9.817859,[166 115] ; [39 57],[152.79840849 128.20159151] ; [52.20159151 43.79840849],0
s7,1,0.001866,9.677024,[123 144] ; [25 66],[110.37988827 156.62011173] ; [37.62011173 53.37988827],0
a6,1,0.002222,9.356088,[176 105] ; [43 53],[163.23342175 117.76657825] ; [55.76657825 40.23342175],0
s2,1,0.00391,8.325232,[129 149] ; [28 67],[117.01340483 160.98659517] ; [39.98659517 55.01340483],0
b1,1,0.011404,6.401181,[105 176] ; [50 46],[115.53050398 165.46949602] ; [39.46949602 56.53050398],0
a7,1,0.014703,5.951746,[187  92] ; [51 45],[177.072 101.928] ; [60.928 35.072],0
r4,1,0.016236,5.777081,[252  29] ; [77 19],[245.22281167  35.77718833] ; [83.77718833 12.22281167],0
v2,1,0.01625,5.77562,[134 131] ; [34 60],[124.01114206 140.98885794] ; [43.98885794 50.01114206],0
r3,1,0.019198,5.483347,[264  17] ; [83 13],[258.63925729  22.36074271] ; [88.36074271  7.63925729],0
d2,1,0.025985,4.957031,[ 35 245] ; [21 75],[ 41.70212766 238.29787234] ; [14.29787234 81.70212766],0
u2,1,0.026589,4.917298,[67 47] ; [20 30],[60.47560976 53.52439024] ; [26.52439024 23.47560976],0
a3,1,0.038087,4.301143,[166 115] ; [44 50],[157.36 123.64] ; [52.64 41.36],0
v1,1,0.0418,4.143277,[136 136] ; [36 59],[127.47683924 144.52316076] ; [44.52316076 50.47683924],0
p1,1,0.055932,3.654074,[ 26 254] ; [ 3 91],[ 21.71122995 258.28877005] ; [ 7.28877005 86.71122995],0
p7,1,0.065781,3.38529,[172 102] ; [50 46],[164.4 109.6] ; [57.6 38.4],0
r2,1,0.07723,3.122252,[262  19] ; [84 12],[257.8938992  23.1061008] ; [88.1061008  7.8938992],0
p5,1,0.077448,3.117667,[ 32 248] ; [ 5 91],[ 27.55319149 252.44680851] ; [ 9.44680851 86.55319149],0
p12,1,0.085351,2.959939,[ 19 260] ; [ 2 93],[ 15.6657754 263.3342246] ; [ 5.3342246 89.6657754],0
n4,1,0.088461,2.90215,[199  82] ; [59 37],[192.30238727  88.69761273] ; [65.69761273 30.30238727],0
r1,1,0.093042,2.82094,[206  74] ; [62 34],[199.57446809  80.42553191] ; [68.42553191 27.57446809],0
d5,1,0.146317,2.11023,[161 119] ; [47 49],[154.89361702 125.10638298] ; [53.10638298 42.89361702],0
b5,1,0.151642,2.055651,[158 123] ; [62 34],[163.97877984 117.02122016] ; [56.02122016 39.97877984],0
s5,1,0.155815,2.014381,[ 81 192] ; [20 71],[ 75.75 197.25] ; [25.25 65.75],0
