Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
n5,1,0.0,42.974943,[253  42] ; [18 24],[237.22551929  57.77448071] ; [33.77448071  8.22551929],1
n4,1,0.0,39.002899,[256  38] ; [20 22],[241.5  52.5] ; [34.5  7.5],1
r4,1,0.001654,9.898853,[282  13] ; [35  7],[277.4925816  17.5074184] ; [39.5074184  2.4925816],0
s7,1,0.002248,9.335346,[234  48] ; [25 15],[226.82608696  55.17391304] ; [32.17391304  7.82608696],0
a4,1,0.003149,8.718938,[149 146] ; [11 31],[140.05934718 154.94065282] ; [19.94065282 22.05934718],0
r2,1,0.005445,7.72548,[283   9] ; [35  5],[279.68674699  12.31325301] ; [38.31325301  1.68674699],0
a3,1,0.008678,6.887969,[235  59] ; [26 16],[228.375  65.625] ; [32.625  9.375],0
b1,1,0.014724,5.949204,[117 178] ; [25 17],[124.30267062 170.69732938] ; [17.69732938 24.30267062],0
u1,1,0.022862,5.17898,[ 75 220] ; [ 4 38],[ 69.15430267 225.84569733] ; [ 9.84569733 32.15430267],0
p6,1,0.030208,4.697444,[142 149] ; [13 29],[135.45045045 155.54954955] ; [19.54954955 22.45045045],0
s2,1,0.031114,4.646645,[232  61] ; [27 15],[226.52835821  66.47164179] ; [32.47164179  9.52835821],0
v3,1,0.033843,4.502595,[134 150] ; [11 27],[127.88819876 156.11180124] ; [17.11180124 20.88819876],0
a5,1,0.043118,4.090789,[237  58] ; [28 14],[231.97329377  63.02670623] ; [33.02670623  8.97329377],0
p12,1,0.045401,4.00369,[ 38 255] ; [ 1 41],[ 34.11044776 258.88955224] ; [ 4.88955224 37.11044776],0
v2,1,0.05918,3.560225,[172 111] ; [17 21],[166.62616822 116.37383178] ; [22.37383178 15.62616822],0
p9,1,0.06128,3.502404,[270  23] ; [35  7],[266.76119403  26.23880597] ; [38.23880597  3.76119403],0
u2,1,0.083139,3.002451,[38 22] ; [13  2],[40.8 19.2] ; [10.2  4.8],0
a2,1,0.090325,2.868577,[ 86 209] ; [ 7 35],[ 81.40949555 213.59050445] ; [11.59050445 30.40949555],0
p10,1,0.095909,2.772291,[261  30] ; [34  8],[257.79279279  33.20720721] ; [37.20720721  4.79279279],0
u3,1,0.102543,2.665544,[40 20] ; [14  2],[42.63157895 17.36842105] ; [11.36842105  4.63157895],0
d2,1,0.130114,2.291141,[170 125] ; [19 23],[165.44510386 129.55489614] ; [23.55489614 18.44510386],0
s3,1,0.145993,2.113624,[236  57] ; [29 12],[232.47005988  60.52994012] ; [32.52994012  8.47005988],0
r1,1,0.160222,1.972131,[254  39] ; [33  9],[251.01791045  41.98208955] ; [35.98208955  6.01791045],0
p4,1,0.199303,1.647472,[204  90] ; [25 17],[200.375  93.625] ; [28.625 13.375],0
d4,1,0.202449,1.624615,[253  41] ; [33  9],[250.25  43.75] ; [35.75  6.25],0
n2,1,0.216325,1.528581,[43 19] ; [12  2],[44.86842105 17.13157895] ; [10.13157895  3.86842105],0
p5,1,0.23381,1.41753,[ 50 243] ; [ 4 37],[ 47.37125749 245.62874251] ; [ 6.62874251 34.37125749],0
s5,1,0.243199,1.361953,[138 145] ; [16 25],[134.51234568 148.48765432] ; [19.48765432 21.51234568],0
d5,1,0.250009,1.323253,[257  37] ; [34  8],[254.625  39.375] ; [36.375  5.625],0
p3,1,0.308692,1.036262,[172 123] ; [21 21],[168.94658754 126.05341246] ; [24.05341246 17.94658754],0
v1,1,0.358446,0.843329,[177 106] ; [22 18],[174.35603715 108.64396285] ; [24.64396285 15.35603715],0
r3,1,0.368925,0.807283,[288   7] ; [40  2],[287.12166172   7.87833828] ; [40.87833828  1.12166172],0
n3,1,0.379721,0.771606,[43 19] ; [8 6],[41.60526316 20.39473684] ; [9.39473684 4.60526316],0
p11,1,0.39481,0.724077,[241  54] ; [32 10],[238.97626113  56.02373887] ; [34.02373887  7.97626113],0
a7,1,0.419547,0.651584,[207  87] ; [27 15],[204.75  89.25] ; [29.25 12.75],0
p8,1,0.481295,0.495928,[168 121] ; [22 20],[165.89123867 123.10876133] ; [24.10876133 17.89123867],0
p7,1,0.496412,0.462599,[201  85] ; [26 14],[199.14723926  86.85276074] ; [27.85276074 12.14723926],0
a6,1,0.510798,0.432432,[195  99] ; [30 12],[196.875  97.125] ; [28.125 13.875],0
p2,1,0.533761,0.387226,[249  45] ; [34  8],[247.625  46.375] ; [35.375  6.625],0
d1,1,0.561859,0.336496,[196  99] ; [26 16],[194.33234421 100.66765579] ; [27.66765579 14.33234421],0
b2,1,0.613673,0.25486,[ 80 115] ; [12 21],[ 78.68421053 116.31578947] ; [13.31578947 19.68421053],0
b3,1,0.613673,0.25486,[ 80 115] ; [12 21],[ 78.68421053 116.31578947] ; [13.31578947 19.68421053],0
s4,1,0.657414,0.19668,[ 61 232] ; [10 32],[ 62.09850746 230.90149254] ; [ 8.90149254 33.09850746],0
b4,1,0.694247,0.154526,[171 124] ; [23 19],[169.82195846 125.17804154] ; [24.17804154 17.82195846],0
p1,1,0.789726,0.071111,[ 31 263] ; [ 5 37],[ 31.5 262.5] ; [ 4.5 37.5],0
s1,1,0.847227,0.037117,[ 12 279] ; [ 2 40],[ 12.23423423 278.76576577] ; [ 1.76576577 40.23423423],0
a1,1,0.858355,0.031851,[ 16 279] ; [ 2 40],[ 15.75667656 279.24332344] ; [ 2.24332344 39.75667656],0
a8,1,0.877707,0.023678,[ 44 225] ; [ 6 33],[ 43.66883117 225.33116883] ; [ 6.33116883 32.66883117],0
v4,1,0.919243,0.010279,[287   8] ; [40  1],[287.09821429   7.90178571] ; [39.90178571  1.09821429],0
d3,1,0.953408,0.003414,[205  90] ; [29 13],[204.83679525  90.16320475] ; [29.16320475 12.83679525],0
n1,1,0.962409,0.002221,[27 35] ; [6 8],[26.92105263 35.07894737] ; [6.07894737 7.92105263],0
b5,1,0.979116,0.000685,[182 113] ; [26 16],[182.07715134 112.92284866] ; [25.92284866 16.07715134],0
