Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p7,1,1.8e-05,18.417302,[27  5] ; [14 27],[17.97260274 14.02739726] ; [23.02739726 17.97260274],1
p6,1,5.6e-05,16.237831,[16 17] ; [ 3 38],[ 8.47297297 24.52702703] ; [10.52702703 30.47297297],1
p2,1,0.000491,12.147801,[32  1] ; [26 15],[25.86486486  7.13513514] ; [32.13513514  8.86486486],1
p4,1,0.002364,9.243163,[23 10] ; [14 27],[16.5 16.5] ; [20.5 20.5],0
s7,1,0.002879,8.882455,[20 12] ; [11 29],[13.77777778 18.22222222] ; [17.22222222 22.77777778],0
n5,1,0.006131,7.511385,[27  6] ; [21 20],[21.40540541 11.59459459] ; [26.59459459 14.40540541],0
p3,1,0.011548,6.378919,[21 12] ; [14 27],[15.60810811 17.39189189] ; [19.39189189 21.60810811],0
s8,1,0.01598,5.805029,[17 16] ; [10 31],[12.04054054 20.95945946] ; [14.95945946 26.04054054],0
p10,1,0.016638,5.73421,[29  4] ; [26 15],[24.52702703  8.47297297] ; [30.47297297 10.52702703],0
p11,1,0.02356,5.12677,[28  5] ; [25 16],[23.63513514  9.36486486] ; [29.36486486 11.63513514],0
p9,1,0.080899,3.046754,[27  6] ; [26 15],[23.63513514  9.36486486] ; [29.36486486 11.63513514],0
b1,1,0.090214,2.870548,[16 17] ; [12 29],[12.48648649 20.51351351] ; [15.51351351 25.48648649],0
a3,1,0.095267,2.783046,[18 15] ; [30 11],[21.40540541 11.59459459] ; [26.59459459 14.40540541],0
n1,1,0.123778,2.368852,[3 2] ; [ 4 13],[1.59090909 3.40909091] ; [ 5.40909091 11.59090909],0
s6,1,0.150379,2.0684,[26  7] ; [26 15],[23.18918919  9.81081081] ; [28.81081081 12.18918919],0
n4,1,0.160074,1.973526,[23 10] ; [22 19],[20.06756757 12.93243243] ; [24.93243243 16.06756757],0
a2,1,0.175837,1.832466,[ 8 25] ; [ 5 36],[ 5.7972973 27.2027027] ; [ 7.2027027 33.7972973],0
a8,1,0.212843,1.551982,[ 3 28] ; [ 1 37],[ 1.79710145 29.20289855] ; [ 2.20289855 35.79710145],0
d4,1,0.219915,1.504925,[26  7] ; [27 14],[23.63513514  9.36486486] ; [29.36486486 11.63513514],0
v4,1,0.223642,1.480845,[31  2] ; [34  6],[29.38356164  3.61643836] ; [35.61643836  4.38356164],0
d5,1,0.243633,1.359449,[27  6] ; [28 12],[24.8630137  8.1369863] ; [30.1369863  9.8630137],0
d1,1,0.262542,1.255301,[18 15] ; [17 24],[15.60810811 17.39189189] ; [19.39189189 21.60810811],0
n2,1,0.279353,1.170236,[4 1] ; [9 8],[2.95454545 2.04545455] ; [10.04545455  6.95454545],0
v3,1,0.300874,1.070316,[ 6 26] ; [12 29],[ 7.89041096 24.10958904] ; [10.10958904 30.89041096],0
s3,1,0.310659,1.027874,[22 11] ; [22 18],[19.89041096 13.10958904] ; [24.10958904 15.89041096],0
r2,1,0.311597,1.023896,[27  6] ; [36  4],[28.47945205  4.52054795] ; [34.52054795  5.47945205],0
r3,1,0.31809,0.996785,[30  3] ; [34  7],[28.54054054  4.45945946] ; [35.45945946  5.54054054],0
n6,1,0.357744,0.845796,[27  5] ; [31 10],[25.42465753  6.57534247] ; [32.57534247  8.42465753],0
a4,1,0.359972,0.83799,[13 20] ; [12 29],[11.14864865 21.85135135] ; [13.85135135 27.14864865],0
b4,1,0.362552,0.829035,[15 18] ; [23 18],[16.94594595 16.05405405] ; [21.05405405 19.94594595],0
s2,1,0.364839,0.821166,[20 13] ; [20 20],[18.08219178 14.91780822] ; [21.91780822 18.08219178],0
v2,1,0.373735,0.791209,[11 22] ; [17 22],[12.83333333 20.16666667] ; [15.16666667 23.83333333],0
u2,1,0.391153,0.735354,[8 7] ; [4 7],[6.92307692 8.07692308] ; [5.07692308 5.92307692],0
d3,1,0.394411,0.7253,[26  7] ; [28 12],[24.4109589  8.5890411] ; [29.5890411 10.4109589],0
d2,1,0.465489,0.532665,[14 19] ; [14 27],[12.48648649 20.51351351] ; [15.51351351 25.48648649],0
a6,1,0.613203,0.255537,[22 11] ; [25 16],[20.95945946 12.04054054] ; [26.04054054 14.95945946],0
a7,1,0.628084,0.234668,[24  9] ; [27 13],[23.05479452  9.94520548] ; [27.94520548 12.05479452],0
a5,1,0.655096,0.199536,[21 12] ; [24 17],[20.06756757 12.93243243] ; [24.93243243 16.06756757],0
s1,1,0.823054,0.050005,[ 2 31] ; [ 2 39],[ 1.78378378 31.21621622] ; [ 2.21621622 38.78378378],0
p1,1,0.823054,0.050005,[ 2 31] ; [ 2 39],[ 1.78378378 31.21621622] ; [ 2.21621622 38.78378378],0
u1,1,0.823596,0.049694,[ 5 28] ; [ 7 34],[ 5.35135135 27.64864865] ; [ 6.64864865 34.35135135],0
u3,1,0.850646,0.035455,[9 6] ; [7 4],[9.23076923 5.76923077] ; [6.76923077 4.23076923],0
b5,1,0.881929,0.02206,[22 11] ; [28 13],[22.2972973 10.7027027] ; [27.7027027 13.2972973],0
r1,1,0.896773,0.016832,[23 10] ; [28 13],[22.74324324 10.25675676] ; [28.25675676 12.74324324],0
v1,1,0.935984,0.006451,[12 20] ; [15 26],[11.83561644 20.16438356] ; [15.16438356 25.83561644],0
b2,1,0.98321,0.000443,[ 3 14] ; [ 4 19],[ 2.975 14.025] ; [ 4.025 18.975],0
