Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r4,1,0.0,26.715842,[ 3 11] ; [88 17],[10.70588235  3.29411765] ; [80.29411765 24.70588235],1
b1,1,0.130339,2.288462,[9 5] ; [45 60],[6.35294118 7.64705882] ; [47.64705882 57.35294118],0
n5,1,0.143767,2.137169,[7 7] ; [73 32],[9.41176471 4.58823529] ; [70.58823529 34.41176471],0
b4,1,0.158792,1.985696,[11  3] ; [62 43],[8.58823529 5.41176471] ; [64.41176471 40.58823529],0
p11,1,0.1692,1.890013,[5 9] ; [58 47],[7.41176471 6.58823529] ; [55.58823529 49.41176471],0
p3,1,0.181701,1.783657,[ 2 11] ; [35 69],[4.11111111 8.88888889] ; [32.88888889 71.11111111],0
u1,1,0.219009,1.510854,[ 1 13] ; [22 83],[ 2.70588235 11.29411765] ; [20.29411765 84.70588235],0
a6,1,0.225579,1.468522,[8 6] ; [75 28],[9.93162393 4.06837607] ; [73.06837607 29.93162393],0
p6,1,0.254918,1.296149,[ 1 12] ; [22 83],[ 2.53389831 10.46610169] ; [20.46610169 84.53389831],0
s4,1,0.261483,1.260888,[ 1 13] ; [20 83],[ 2.51282051 11.48717949] ; [18.48717949 84.51282051],0
a3,1,0.264094,1.247169,[7 6] ; [72 32],[8.77777778 4.22222222] ; [70.22222222 33.77777778],0
d2,1,0.269012,1.221778,[5 9] ; [53 50],[6.94017094 7.05982906] ; [51.05982906 51.94017094],0
v2,1,0.308198,1.038384,[5 8] ; [54 47],[6.72807018 6.27192982] ; [52.27192982 48.72807018],0
d5,1,0.357588,0.846346,[9 5] ; [78 25],[10.41025641  3.58974359] ; [76.58974359 26.41025641],0
p8,1,0.378189,0.776581,[ 2 11] ; [28 77],[3.30508475 9.69491525] ; [26.69491525 78.30508475],0
s1,1,0.39836,0.713272,[ 2 12] ; [ 8 97],[ 1.17647059 12.82352941] ; [ 8.82352941 96.17647059],0
u2,1,0.4118,0.673598,[5 2] ; [18 15],[4.025 2.975] ; [18.975 14.025],0
s3,1,0.44257,0.589609,[5 9] ; [48 55],[6.34188034 7.65811966] ; [46.65811966 56.34188034],0
p4,1,0.502694,0.449245,[ 3 11] ; [31 72],[4.06837607 9.93162393] ; [29.93162393 73.06837607],0
a2,1,0.574943,0.314482,[ 3 11] ; [30 75],[ 3.88235294 10.11764706] ; [29.11764706 75.88235294],0
a1,1,0.578337,0.30893,[ 2 12] ; [10 95],[ 1.41176471 12.58823529] ; [10.58823529 94.41176471],0
n1,1,0.635714,0.224392,[2 2] ; [14 23],[1.56097561 2.43902439] ; [14.43902439 22.56097561],0
a5,1,0.690823,0.158196,[9 5] ; [73 32],[9.64705882 4.35294118] ; [72.35294118 32.64705882],0
n3,1,0.715258,0.133082,[2 2] ; [22 15],[2.34146341 1.65853659] ; [21.65853659 15.34146341],0
p7,1,0.72185,0.126727,[ 4 10] ; [34 68],[4.5862069 9.4137931] ; [33.4137931 68.5862069],0
a4,1,0.734626,0.114906,[7 7] ; [47 57],[6.40677966 7.59322034] ; [47.59322034 56.40677966],0
p1,1,0.772644,0.083474,[ 1 13] ; [10 95],[ 1.29411765 12.70588235] ; [ 9.70588235 95.29411765],0
b5,1,0.859391,0.031382,[9 5] ; [70 35],[9.29411765 4.70588235] ; [69.70588235 35.29411765],0
b2,1,0.927168,0.008356,[3 6] ; [21 45],[2.88 6.12] ; [21.12 44.88],0
b3,1,0.927168,0.008356,[3 6] ; [21 45],[2.88 6.12] ; [21.12 44.88],0
d4,1,0.927939,0.008179,[11  3] ; [82 21],[11.12820513  2.87179487] ; [81.87179487 21.12820513],0
