Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r4,1,0.0,26.715842,[ 3 11] ; [88 17],[10.70588235  3.29411765] ; [80.29411765 24.70588235],1
v4,1,1e-06,23.8,[6 8] ; [96  9],[12.  2.] ; [90. 15.],1
n6,1,1.4e-05,18.9106,[ 3 11] ; [80 23],[9.93162393 4.06837607] ; [73.06837607 29.93162393],1
r1,1,0.001144,10.579175,[5 9] ; [81 24],[10.11764706  3.88235294] ; [75.88235294 29.11764706],0
r3,1,0.005519,7.700943,[8 6] ; [91 14],[11.64705882  2.35294118] ; [87.35294118 17.64705882],0
a8,1,0.013648,6.08306,[4 9] ; [ 8 90],[ 1.40540541 11.59459459] ; [10.59459459 87.40540541],0
d1,1,0.017617,5.633816,[ 4 10] ; [65 40],[8.11764706 5.88235294] ; [60.88235294 44.11764706],0
p9,1,0.022763,5.18649,[5 9] ; [69 34],[8.85470085 5.14529915] ; [65.14529915 37.85470085],0
s7,1,0.025648,4.979586,[ 1 11] ; [41 58],[4.54054054 7.45945946] ; [37.45945946 61.54054054],0
p10,1,0.028066,4.824007,[5 9] ; [68 35],[8.73504274 5.26495726] ; [64.26495726 38.73504274],0
d3,1,0.028635,4.789404,[6 8] ; [74 29],[9.57264957 4.42735043] ; [70.42735043 32.57264957],0
n4,1,0.031246,4.639376,[6 8] ; [75 30],[9.52941176 4.47058824] ; [71.47058824 33.52941176],0
s2,1,0.03225,4.585158,[ 2 12] ; [46 58],[5.69491525 8.30508475] ; [42.30508475 61.69491525],0
s6,1,0.033635,4.513149,[ 4 10] ; [61 43],[7.71186441 6.28813559] ; [57.28813559 46.71186441],0
s8,1,0.043124,4.090523,[ 1 13] ; [35 69],[4.27118644 9.72881356] ; [31.72881356 72.27118644],0
v3,1,0.050363,3.829344,[ 2 12] ; [41 58],[5.32743363 8.67256637] ; [37.67256637 61.32743363],0
v1,1,0.054866,3.68614,[ 2 12] ; [42 61],[5.26495726 8.73504274] ; [38.73504274 64.26495726],0
s5,1,0.105963,2.613424,[ 1 13] ; [27 73],[ 3.43859649 10.56140351] ; [24.56140351 75.43859649],0
n2,1,0.110067,2.553264,[1 3] ; [25 13],[2.47619048 1.52380952] ; [23.52380952 14.47619048],0
u3,1,0.121762,2.394508,[2 5] ; [20 13],[3.85 3.15] ; [18.15 14.85],0
