Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s3,1,1e-05,19.495904,[18 39] ; [49 20],[30.30952381 26.69047619] ; [36.69047619 32.30952381],1
s8,1,1.6e-05,18.63937,[ 8 50] ; [35 35],[19.484375 38.515625] ; [23.515625 46.484375],1
s2,1,2e-05,18.187242,[12 45] ; [41 29],[23.78740157 33.21259843] ; [29.21259843 40.78740157],1
s7,1,0.00624,7.479563,[10 40] ; [30 38],[16.94915254 33.05084746] ; [23.05084746 44.94915254],0
p9,1,0.009192,6.785088,[33 24] ; [54 14],[39.672 17.328] ; [47.328 20.672],0
s5,1,0.015577,5.850014,[ 6 49] ; [19 47],[11.36363636 43.63636364] ; [13.63636364 52.36363636],0
d1,1,0.030384,4.687459,[22 36] ; [40 30],[28.09375 29.90625] ; [33.90625 36.09375],0
n2,1,0.033932,4.498106,[10  6] ; [20  2],[12.63157895  3.36842105] ; [17.36842105  4.63157895],0
p7,1,0.0378,4.313986,[23 33] ; [39 26],[28.69421488 27.30578512] ; [33.30578512 31.69421488],0
p4,1,0.041932,4.137955,[21 35] ; [39 31],[26.66666667 29.33333333] ; [33.33333333 36.66666667],0
p10,1,0.059087,3.562837,[30 27] ; [47 21],[35.112 21.888] ; [41.888 26.112],0
b2,1,0.063658,3.439429,[ 5 26] ; [15 27],[ 8.49315068 22.50684932] ; [11.50684932 30.49315068],0
b3,1,0.063658,3.439429,[ 5 26] ; [15 27],[ 8.49315068 22.50684932] ; [11.50684932 30.49315068],0
p6,1,0.065743,3.386245,[ 9 47] ; [20 46],[13.31147541 42.68852459] ; [15.68852459 50.31147541],0
n5,1,0.137636,2.204194,[19 38] ; [32 37],[23.07142857 33.92857143] ; [27.92857143 41.07142857],0
v1,1,0.139929,2.178742,[21 36] ; [34 34],[25.08 31.92] ; [29.92 38.08],0
p3,1,0.170602,1.877645,[20 37] ; [33 37],[23.78740157 33.21259843] ; [29.21259843 40.78740157],0
s4,1,0.192519,1.698231,[ 6 52] ; [13 57],[ 8.609375 49.390625] ; [10.390625 59.609375],0
p2,1,0.199846,1.643501,[40 17] ; [56 14],[43.08661417 13.91338583] ; [52.91338583 17.08661417],0
a8,1,0.237923,1.392857,[ 4 50] ; [ 9 54],[ 6. 48.] ; [ 7. 56.],0
p5,1,0.240786,1.375989,[ 1 56] ; [ 4 64],[ 2.28 54.72] ; [ 2.72 65.28],0
a2,1,0.262684,1.254556,[ 8 50] ; [15 55],[10.421875 47.578125] ; [12.578125 57.421875],0
p8,1,0.323105,0.976336,[21 36] ; [31 37],[23.712 33.288] ; [28.288 39.712],0
a5,1,0.356727,0.849384,[37 21] ; [50 20],[39.421875 18.578125] ; [47.578125 22.421875],0
u2,1,0.361874,0.831378,[12  6] ; [19  5],[13.28571429  4.71428571] ; [17.71428571  6.28571429],0
d2,1,0.384185,0.757268,[20 38] ; [29 40],[22.37795276 35.62204724] ; [26.62204724 42.37795276],0
u3,1,0.385147,0.754209,[13  5] ; [20  4],[14.14285714  3.85714286] ; [18.85714286  5.14285714],0
a4,1,0.409248,0.680985,[24 34] ; [24 46],[21.75 36.25] ; [26.25 43.75],0
r2,1,0.545994,0.364543,[56  2] ; [66  4],[55.28125  2.71875] ; [66.71875  3.28125],0
v2,1,0.567771,0.326427,[25 29] ; [32 30],[26.53448276 27.46551724] ; [30.46551724 31.53448276],0
b4,1,0.572149,0.3191,[36 22] ; [40 30],[34.4375 23.5625] ; [41.5625 28.4375],0
a3,1,0.576829,0.311389,[40 18] ; [45 25],[38.515625 19.484375] ; [46.484375 23.515625],0
a6,1,0.598283,0.277594,[42 16] ; [47 22],[40.64566929 17.35433071] ; [48.35433071 20.64566929],0
b5,1,0.646626,0.210181,[35 23] ; [45 25],[36.25 21.75] ; [43.75 26.25],0
a7,1,0.6665,0.185723,[41 17] ; [47 23],[39.875 18.125] ; [48.125 21.875],0
p12,1,0.686019,0.163429,[ 1 55] ; [ 2 67],[ 1.344 54.656] ; [ 1.656 67.344],0
r1,1,0.709905,0.138372,[50  8] ; [61  8],[50.69291339  7.30708661] ; [60.30708661  8.69291339],0
v3,1,0.723685,0.124989,[17 36] ; [18 44],[16.13043478 36.86956522] ; [18.86956522 43.13043478],0
p1,1,0.746407,0.104575,[ 4 53] ; [ 6 64],[ 4.48818898 52.51181102] ; [ 5.51181102 64.48818898],0
d4,1,0.756642,0.096034,[45 12] ; [56 13],[45.69047619 11.30952381] ; [55.30952381 13.69047619],0
v4,1,0.778999,0.07875,[53  3] ; [67  3],[53.33333333  2.66666667] ; [66.66666667  3.33333333],0
s1,1,0.807118,0.059607,[ 3 53] ; [ 3 65],[ 2.70967742 53.29032258] ; [ 3.29032258 64.70967742],0
n3,1,0.810366,0.057578,[11  3] ; [18  4],[11.27777778  2.72222222] ; [17.72222222  4.27777778],0
u1,1,0.844955,0.038243,[ 6 52] ; [ 8 62],[ 6.34375 51.65625] ; [ 7.65625 62.34375],0
p11,1,0.8845,0.021102,[38 20] ; [45 25],[37.609375 20.390625] ; [45.390625 24.609375],0
b1,1,0.898338,0.016323,[28 30] ; [33 37],[27.640625 30.359375] ; [33.359375 36.640625],0
n1,1,0.907988,0.013358,[6 8] ; [ 9 13],[5.83333333 8.16666667] ; [ 9.16666667 12.83333333],0
d5,1,0.917496,0.010731,[45 13] ; [53 16],[44.75590551 13.24409449] ; [53.24409449 15.75590551],0
d3,1,0.971782,0.001251,[38 20] ; [45 24],[37.90551181 20.09448819] ; [45.09448819 23.90551181],0
n4,1,0.973429,0.001109,[30 28] ; [36 34],[29.90625 28.09375] ; [36.09375 33.90625],0
