Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
v2,1,0.002956,8.834303,[10  4] ; [20 48],[5.12195122 8.87804878] ; [24.87804878 43.12195122],0
s7,1,0.019786,5.430665,[6 7] ; [11 54],[ 2.83333333 10.16666667] ; [14.16666667 50.83333333],0
p11,1,0.05118,3.802382,[8 6] ; [21 49],[4.83333333 9.16666667] ; [24.16666667 45.83333333],0
s8,1,0.06374,3.437287,[ 4 10] ; [ 7 62],[ 1.85542169 12.14457831] ; [ 9.14457831 59.85542169],0
a7,1,0.087373,2.922123,[10  4] ; [32 37],[7.08433735 6.91566265] ; [34.91566265 34.08433735],0
b4,1,0.09246,2.83102,[11  3] ; [38 32],[8.16666667 5.83333333] ; [40.83333333 29.16666667],0
a8,1,0.105899,2.614379,[ 2 10] ; [ 3 65],[ 0.75 11.25] ; [ 4.25 63.75],0
r1,1,0.148761,2.084908,[11  3] ; [40 29],[8.60240964 5.39759036] ; [42.39759036 26.60240964],0
s3,1,0.158029,1.992984,[7 7] ; [21 48],[4.72289157 9.27710843] ; [23.27710843 45.72289157],0
n3,1,0.178022,1.814059,[3 1] ; [11 17],[1.75 2.25] ; [12.25 15.75],0
n5,1,0.186318,1.746495,[10  4] ; [36 33],[7.75903614 6.24096386] ; [38.24096386 30.75903614],0
d4,1,0.194924,1.68,[12  2] ; [48 22],[10.  4.] ; [50. 20.],0
p8,1,0.199622,1.645135,[ 4 10] ; [10 59],[ 2.36144578 11.63855422] ; [11.63855422 57.36144578],0
a6,1,0.20443,1.610437,[9 5] ; [32 38],[6.83333333 7.16666667] ; [34.16666667 35.83333333],0
p7,1,0.220923,1.498367,[5 7] ; [17 52],[3.25925926 8.74074074] ; [18.74074074 50.25925926],0
r2,1,0.233232,1.421042,[12  1] ; [53 15],[10.43209877  2.56790123] ; [54.56790123 13.43209877],0
b1,1,0.236724,1.4,[10  4] ; [38 32],[8. 6.] ; [40. 30.],0
v4,1,0.244857,1.35241,[11  3] ; [43 26],[9.10843373 4.89156627] ; [44.89156627 24.10843373],0
p1,1,0.255623,1.292308,[ 2 12] ; [ 4 66],[ 1. 13.] ; [ 5. 65.],0
a3,1,0.258504,1.27675,[10  4] ; [38 31],[8.09638554 5.90361446] ; [39.90361446 29.09638554],0
p3,1,0.264934,1.242791,[5 9] ; [15 54],[ 3.37349398 10.62650602] ; [16.62650602 52.37349398],0
v1,1,0.267082,1.231672,[ 2 12] ; [20 50],[ 3.66666667 10.33333333] ; [18.33333333 51.66666667],0
n6,1,0.282284,1.156059,[10  4] ; [38 30],[8.19512195 5.80487805] ; [39.80487805 28.19512195],0
r3,1,0.28546,1.140912,[11  3] ; [44 25],[9.27710843 4.72289157] ; [45.72289157 23.27710843],0
s1,1,0.393332,0.728617,[ 1 13] ; [11 58],[ 2.02409639 11.97590361] ; [ 9.97590361 59.02409639],0
a4,1,0.399966,0.70843,[ 4 10] ; [28 41],[5.39759036 8.60240964] ; [26.60240964 42.39759036],0
r4,1,0.432873,0.615103,[9 5] ; [37 33],[7.66666667 6.33333333] ; [38.33333333 31.66666667],0
d5,1,0.479046,0.501035,[10  4] ; [43 27],[8.83333333 5.16666667] ; [44.16666667 25.83333333],0
d1,1,0.488422,0.48,[7 7] ; [28 42],[5.83333333 8.16666667] ; [29.16666667 40.83333333],0
s5,1,0.515024,0.423847,[ 3 11] ; [10 59],[ 2.19277108 11.80722892] ; [10.80722892 58.19277108],0
n2,1,0.537397,0.380385,[3 2] ; [14 17],[2.36111111 2.63888889] ; [14.63888889 16.36111111],0
v3,1,0.583548,0.300534,[5 9] ; [19 48],[4.14814815 9.85185185] ; [19.85185185 47.14814815],0
d2,1,0.591376,0.288201,[6 8] ; [35 34],[6.91566265 7.08433735] ; [34.08433735 34.91566265],0
a5,1,0.623112,0.241518,[7 7] ; [40 30],[7.83333333 6.16666667] ; [39.16666667 30.83333333],0
s4,1,0.636009,0.224,[ 1 13] ; [ 8 62],[ 1.5 12.5] ; [ 7.5 62.5],0
a1,1,0.636009,0.224,[ 1 13] ; [ 8 62],[ 1.5 12.5] ; [ 7.5 62.5],0
n1,1,0.664442,0.188172,[2 2] ; [12 19],[1.6 2.4] ; [12.4 18.6],0
b5,1,0.695943,0.152727,[6 8] ; [34 36],[6.66666667 7.33333333] ; [33.33333333 36.66666667],0
p6,1,0.717452,0.130948,[ 1 13] ; [ 7 61],[ 1.36585366 12.63414634] ; [ 6.63414634 61.36585366],0
s2,1,0.735317,0.114286,[ 3 11] ; [18 52],[ 3.5 10.5] ; [17.5 52.5],0
u1,1,0.739546,0.110526,[ 1 13] ; [ 7 63],[ 1.33333333 12.66666667] ; [ 6.66666667 63.33333333],0
s6,1,0.810761,0.057334,[5 9] ; [27 42],[5.39759036 8.60240964] ; [26.60240964 42.39759036],0
u2,1,0.854935,0.033425,[2 2] ; [14 17],[1.82857143 2.17142857] ; [14.17142857 16.82857143],0
b3,1,0.862868,0.029834,[3 6] ; [16 28],[3.22641509 5.77358491] ; [15.77358491 28.22641509],0
b2,1,0.862868,0.029834,[3 6] ; [16 28],[3.22641509 5.77358491] ; [15.77358491 28.22641509],0
d3,1,0.921703,0.009661,[6 8] ; [31 39],[6.16666667 7.83333333] ; [30.83333333 39.16666667],0
n4,1,0.954376,0.003273,[8 6] ; [40 29],[8.09638554 5.90361446] ; [39.90361446 29.09638554],0
p4,1,0.98618,0.0003,[ 3 10] ; [16 54],[ 2.97590361 10.02409639] ; [16.02409639 53.97590361],0
u3,1,1.0,0.0,[2 2] ; [16 16],[2. 2.] ; [16. 16.],0
a2,1,1.0,0.0,[ 2 12] ; [10 60],[ 2. 12.] ; [10. 60.],0
