Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
a6,1,0.0,65.410304,[190  50] ; [33 66],[157.87610619  82.12389381] ; [65.12389381 33.87610619],1
d3,1,0.0,38.899203,[192  49] ; [45 54],[167.99117647  73.00882353] ; [69.00882353 29.99117647],1
u1,1,5e-06,20.71167,[ 73 170] ; [ 7 92],[ 56.84210526 186.15789474] ; [23.15789474 75.84210526],1
a2,1,1.2e-05,19.179426,[ 87 156] ; [12 87],[ 70.34210526 172.65789474] ; [28.65789474 70.34210526],1
r4,1,0.000858,11.110849,[229  14] ; [82 17],[220.97368421  22.02631579] ; [90.02631579  8.97368421],1
d1,1,0.00196,9.586482,[166  77] ; [50 49],[153.47368421  89.52631579] ; [62.52631579 36.47368421],0
b3,1,0.006501,7.405994,[ 71 104] ; [45 31],[80.87649402 94.12350598] ; [35.12350598 40.87649402],0
b2,1,0.006501,7.405994,[ 71 104] ; [45 31],[80.87649402 94.12350598] ; [35.12350598 40.87649402],0
b1,1,0.014561,5.968801,[ 88 155] ; [50 49],[ 98.05263158 144.94736842] ; [39.94736842 59.05263158],0
r1,1,0.016832,5.713847,[212  29] ; [77 22],[204.85  36.15] ; [84.15 14.85],0
v4,1,0.02206,5.241021,[236   5] ; [91  7],[232.46902655   8.53097345] ; [94.53097345  3.46902655],0
v2,1,0.036466,4.375182,[159  77] ; [53 43],[150.69879518  85.30120482] ; [61.30120482 34.69879518],0
b5,1,0.049623,3.854159,[146  97] ; [48 51],[137.84210526 105.15789474] ; [56.15789474 42.84210526],0
b4,1,0.049623,3.854159,[146  97] ; [48 51],[137.84210526 105.15789474] ; [56.15789474 42.84210526],0
n1,1,0.064627,3.41448,[24 27] ; [18  8],[27.81818182 23.18181818] ; [14.18181818 11.81818182],0
n4,1,0.079044,3.08444,[205  37] ; [90  8],[209.97058824  32.02941176] ; [85.02941176 12.97058824],0
p1,1,0.107217,2.594772,[ 29 213] ; [ 6 92],[ 24.91176471 217.08823529] ; [10.08823529 87.91176471],0
s8,1,0.114338,2.493217,[161  79] ; [75 24],[167.07964602  72.92035398] ; [68.92035398 30.07964602],0
a3,1,0.138481,2.194756,[193  48] ; [86 13],[197.76176471  43.23823529] ; [81.23823529 17.76176471],0
u3,1,0.158384,1.98959,[37 13] ; [7 6],[34.92063492 15.07936508] ; [9.07936508 3.92063492],0
r2,1,0.160712,1.967513,[232   7] ; [91  6],[229.75297619   9.24702381] ; [93.24702381  3.75297619],0
d4,1,0.191367,1.707062,[210  31] ; [80 18],[206.16519174  34.83480826] ; [83.83480826 14.16519174],0
n5,1,0.258863,1.274825,[196  44] ; [85 13],[199.52662722  40.47337278] ; [81.47337278 16.52662722],0
p8,1,0.258981,1.274196,[135 105] ; [48 49],[130.3264095 109.6735905] ; [52.6735905 44.3264095],0
p7,1,0.288767,1.12536,[165  70] ; [63 35],[160.9009009  74.0990991] ; [67.0990991 30.9009009],0
d5,1,0.303695,1.057897,[203  38] ; [78 20],[199.76696165  41.23303835] ; [81.23303835 16.76696165],0
u2,1,0.315733,1.006542,[33 15] ; [7 6],[31.47540984 16.52459016] ; [8.52459016 4.47540984],0
p10,1,0.334125,0.932845,[209  32] ; [81 17],[206.16519174  34.83480826] ; [83.83480826 14.16519174],0
s1,1,0.342551,0.90086,[ 13 226] ; [ 3 96],[ 11.31360947 227.68639053] ; [ 4.68639053 94.31360947],0
n6,1,0.37259,0.795008,[215  24] ; [84 13],[212.68154762  26.31845238] ; [86.31845238 10.68154762],0
a8,1,0.399571,0.709618,[ 46 164] ; [17 79],[ 43.23529412 166.76470588] ; [19.76470588 76.23529412],0
p12,1,0.426199,0.633158,[ 27 215] ; [ 8 89],[ 24.98525074 217.01474926] ; [10.01474926 86.98525074],0
d2,1,0.466284,0.530769,[137 104] ; [52 47],[133.96764706 107.03235294] ; [55.03235294 43.96764706],0
a5,1,0.489056,0.478603,[197  46] ; [77 22],[194.68421053  48.31578947] ; [79.31578947 19.68421053],0
s5,1,0.500349,0.454197,[ 96 139] ; [35 60],[ 93.28787879 141.71212121] ; [37.71212121 57.28787879],0
p4,1,0.544125,0.367948,[164  77] ; [64 35],[161.61176471  79.38823529] ; [66.38823529 32.61176471],0
p2,1,0.559192,0.341105,[207  36] ; [81 17],[205.23167155  37.76832845] ; [82.76832845 15.23167155],0
s6,1,0.56461,0.331785,[197  43] ; [77 20],[195.13353116  44.86646884] ; [78.86646884 18.13353116],0
n3,1,0.572731,0.318134,[32 19] ; [18  8],[33.11688312 17.88311688] ; [16.88311688  9.11688312],0
s3,1,0.612038,0.257218,[169  69] ; [73 26],[170.90801187  67.09198813] ; [71.09198813 27.90801187],0
r3,1,0.629569,0.232645,[232  10] ; [96  3],[232.77419355   9.22580645] ; [95.22580645  3.77419355],0
v3,1,0.637671,0.221801,[112 118] ; [50 47],[113.94495413 116.05504587] ; [48.05504587 48.94495413],0
v1,1,0.694997,0.153729,[144  91] ; [56 39],[142.42424242  92.57575758] ; [57.57575758 37.42424242],0
p9,1,0.699974,0.148499,[215  26] ; [86 12],[213.98525074  27.01474926] ; [87.01474926 10.98525074],0
u4,1,0.701683,0.146727,[ 10 233] ; [ 5 94],[ 10.65789474 232.34210526] ; [ 4.34210526 94.65789474],0
s2,1,0.728246,0.120728,[164  78] ; [69 30],[165.35483871  76.64516129] ; [67.64516129 31.35483871],0
a1,1,0.758886,0.094215,[ 15 228] ; [ 7 92],[ 15.63157895 227.36842105] ; [ 6.36842105 92.63157895],0
p3,1,0.792215,0.069398,[135 106] ; [57 42],[136.09411765 104.90588235] ; [55.90588235 43.09411765],0
n2,1,0.814535,0.055028,[39 12] ; [20  7],[38.57692308 12.42307692] ; [20.42307692  6.57692308],0
p5,1,0.861609,0.03039,[ 44 196] ; [17 80],[ 43.4421365 196.5578635] ; [17.5578635 79.4421365],0
p11,1,0.938013,0.006048,[193  50] ; [79 20],[193.26315789  49.73684211] ; [78.73684211 20.26315789],0
p6,1,0.951353,0.003722,[104 135] ; [43 55],[104.25222552 134.74777448] ; [42.74777448 55.25222552],0
a4,1,0.957027,0.002904,[119 123] ; [49 50],[119.22580645 122.77419355] ; [48.77419355 50.22580645],0
