Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s7,1,0.0,137.743152,[115  39] ; [ 61 259],[57.1814346 96.8185654] ; [118.8185654 201.1814346],1
s6,1,0.0,73.064777,[133  25] ; [141 186],[89.26185567 68.73814433] ; [184.73814433 142.26185567],1
s2,1,0.0,61.779454,[108  50] ; [101 228],[67.80698152 90.19301848] ; [141.19301848 187.80698152],1
s3,1,0.0,48.671233,[113  43] ; [125 200],[77.18918919 78.81081081] ; [160.81081081 164.18918919],1
s5,1,0.0,31.513685,[61 91] ; [ 54 272],[ 36.56903766 115.43096234] ; [ 78.43096234 247.56903766],1
p10,1,1e-06,24.464965,[132  25] ; [203 125],[108.44329897  48.55670103] ; [226.55670103 101.44329897],1
p6,1,5e-06,20.917505,[ 55 104] ; [ 53 274],[ 35.33333333 123.66666667] ; [ 72.66666667 254.33333333],1
p9,1,0.000106,15.025422,[134  24] ; [219 102],[116.43841336  41.56158664] ; [236.56158664  84.43841336],1
p4,1,0.000115,14.868469,[73 86] ; [ 93 236],[ 54.08606557 104.91393443] ; [111.91393443 217.08606557],1
r4,1,0.000139,14.513007,[144  16] ; [251  82],[128.19472617  31.80527383] ; [266.80527383  66.19472617],1
v3,1,0.000492,12.146782,[63 92] ; [ 80 240],[ 46.66315789 108.33684211] ; [ 96.33684211 223.66315789],1
r1,1,0.00058,11.838475,[132  26] ; [228 103],[116.3190184  41.6809816] ; [243.6809816  87.3190184],1
u3,1,0.000696,11.499096,[32 11] ; [58 72],[22.3699422 20.6300578] ; [67.6300578 62.3699422],1
p7,1,0.000739,11.387601,[88 65] ; [132 190],[70.86315789 82.13684211] ; [149.13684211 172.86315789],1
n4,1,0.00131,10.328714,[123  36] ; [208 123],[107.40612245  51.59387755] ; [223.59387755 107.40612245],0
u1,1,0.0016,9.959312,[ 31 129] ; [ 31 302],[ 20.12170385 139.87829615] ; [ 41.87829615 291.12170385],0
v1,1,0.00188,9.662745,[81 75] ; [121 206],[65.24223602 90.75776398] ; [136.75776398 190.24223602],0
