Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
v2,1,0.0,56.653703,[ 67 178] ; [62 22],[ 96.06382979 148.93617021] ; [32.93617021 51.06382979],1
n4,1,0.00873,6.877155,[170  82] ; [70 15],[179.46587537  72.53412463] ; [60.53412463 24.46587537],0
p12,1,0.029864,4.717099,[  7 244] ; [ 7 78],[ 10.45833333 240.54166667] ; [ 3.54166667 81.45833333],0
n2,1,0.036954,4.352542,[50 27] ; [17  2],[53.73958333 23.26041667] ; [13.26041667  5.73958333],0
a3,1,0.041404,4.159384,[157  95] ; [64 22],[164.76923077  87.23076923] ; [56.23076923 29.76923077],0
r1,1,0.046495,3.963587,[180  71] ; [71 15],[186.94658754  64.05341246] ; [64.05341246 21.94658754],0
p10,1,0.061813,3.488053,[188  63] ; [72 13],[194.22619048  56.77380952] ; [65.77380952 19.22619048],0
r4,1,0.062172,3.478486,[211  41] ; [79  7],[216.21301775  35.78698225] ; [73.78698225 12.21301775],0
a5,1,0.073891,3.194391,[161  91] ; [64 22],[167.75147929  84.24852071] ; [57.24852071 28.75147929],0
n3,1,0.074042,3.191055,[54 24] ; [17  2],[57.09278351 20.90721649] ; [13.90721649  5.09278351],0
b2,1,0.075476,3.159722,[35 95] ; [21 31],[40. 90.] ; [16. 36.],0
b3,1,0.075476,3.159722,[35 95] ; [21 31],[40. 90.] ; [16. 36.],0
s8,1,0.081894,3.026914,[ 83 168] ; [37 48],[ 89.64285714 161.35714286] ; [30.35714286 54.64285714],0
a2,1,0.083519,2.995057,[ 43 209] ; [22 64],[ 48.46153846 203.53846154] ; [16.53846154 69.46153846],0
n5,1,0.083565,2.994173,[159  90] ; [63 22],[165.50299401  83.49700599] ; [56.49700599 28.50299401],0
r3,1,0.088218,2.906596,[231  19] ; [82  2],[234.28143713  15.71856287] ; [78.71856287  5.28143713],0
p7,1,0.088314,2.90484,[154  93] ; [61 23],[160.43806647  86.56193353] ; [54.56193353 29.43806647],0
p3,1,0.089134,2.889936,[102 149] ; [44 42],[108.74183976 142.25816024] ; [37.25816024 48.74183976],0
v4,1,0.152869,2.043389,[234  16] ; [83  2],[236.56716418  13.43283582] ; [80.43283582  4.56716418],0
u1,1,0.175457,1.835686,[ 32 220] ; [16 70],[ 35.78698225 216.21301775] ; [12.21301775 73.78698225],0
s5,1,0.196101,1.671175,[ 67 177] ; [29 54],[ 71.63302752 172.36697248] ; [24.36697248 58.63302752],0
r2,1,0.198428,1.653905,[222  26] ; [81  5],[224.98203593  23.01796407] ; [78.01796407  7.98203593],0
d1,1,0.214469,1.540999,[127 125] ; [50 36],[131.96449704 120.03550296] ; [45.03550296 40.96449704],0
s3,1,0.224265,1.476867,[140 111] ; [52 30],[144.72072072 106.27927928] ; [47.27927928 34.72072072],0
a4,1,0.235663,1.406349,[ 96 156] ; [39 47],[100.65088757 151.34911243] ; [34.34911243 51.65088757],0
b4,1,0.267716,1.22841,[141 111] ; [54 32],[145.38461538 106.61538462] ; [49.61538462 36.38461538],0
p5,1,0.32647,0.96285,[ 18 234] ; [ 9 77],[ 20.13017751 231.86982249] ; [ 6.86982249 79.13017751],0
d4,1,0.333174,0.936523,[191  60] ; [69 16],[194.22619048  56.77380952] ; [65.77380952 19.22619048],0
s7,1,0.334326,0.932068,[106 136] ; [40 40],[109.72670807 132.27329193] ; [36.27329193 43.72670807],0
