Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
v3,1,0.0,90.776653,[192 121] ; [ 45 180],[137.88289963 175.11710037] ; [ 99.11710037 125.88289963],1
v1,1,0.0,38.679835,[220  94] ; [ 97 127],[185.01486989 128.98513011] ; [131.98513011  92.01486989],1
p10,1,0.000368,12.68922,[281  35] ; [177  51],[266.04411765  49.95588235] ; [191.95588235  36.04411765],1
p9,1,0.002259,9.326316,[286  29] ; [185  41],[274.24214418  40.75785582] ; [196.75785582  29.24214418],0
p11,1,0.005054,7.860095,[271  49] ; [172  57],[258.21493625  61.78506375] ; [184.78506375  44.21493625],0
p7,1,0.005229,7.798472,[223  87] ; [136  89],[208.01869159 101.98130841] ; [150.98130841  74.01869159],0
d4,1,0.008408,6.944365,[291  28] ; [192  37],[281.16240876  37.83759124] ; [201.83759124  27.16240876],0
p3,1,0.010173,6.604377,[190 129] ; [110 117],[175.27472527 143.72527473] ; [124.72527473 102.27472527],0
s7,1,0.012812,6.194855,[176 126] ; [103 115],[162.03461538 139.96538462] ; [116.96538462 101.03461538],0
b1,1,0.015844,5.820143,[110 210] ; [102 127],[123.5701275 196.4298725] ; [ 88.4298725 140.5701275],0
p4,1,0.025974,4.957728,[224  93] ; [141  88],[211.91391941 105.08608059] ; [153.08608059  75.91391941],0
s8,1,0.028609,4.790995,[168 148] ; [100 129],[155.39082569 160.60917431] ; [112.60917431 116.39082569],0
s4,1,0.03102,4.651865,[ 42 275] ; [ 45 178],[ 51.07222222 265.92777778] ; [ 35.92777778 187.07222222],0
d1,1,0.033912,4.499148,[239  81] ; [152  77],[227.90528233  92.09471767] ; [163.09471767  65.90528233],0
r1,1,0.034734,4.458209,[272  48] ; [177  50],[262.6691042  57.3308958] ; [186.3308958  40.6691042],0
r3,1,0.038151,4.298273,[304  13] ; [209  19],[298.38715596  18.61284404] ; [214.61284404  13.38715596],0
n3,1,0.044757,4.027778,[45 13] ; [35 23],[40. 18.] ; [40. 18.],0
p8,1,0.061909,3.485497,[180 131] ; [114 115],[169.32222222 141.67777778] ; [124.67777778 104.32222222],0
s5,1,0.073812,3.196138,[120 187] ; [ 70 152],[110.26465028 196.73534972] ; [ 79.73534972 142.26465028],0
