Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r4,1,1e-06,23.153339,[1 7] ; [41  5],[6.22222222 1.77777778] ; [35.77777778 10.22222222],1
r3,1,3.9e-05,16.921255,[3 5] ; [43  3],[6.81481481 1.18518519] ; [39.18518519  6.81481481],1
s6,1,0.00029,13.134759,[3 5] ; [39  4],[6.58823529 1.41176471] ; [35.41176471  7.58823529],1
p10,1,0.000317,12.965748,[2 6] ; [38  7],[6.03773585 1.96226415] ; [33.96226415 11.03773585],1
n2,1,0.003468,8.543464,[2 5] ; [15  2],[4.95833333 2.04166667] ; [12.04166667  4.95833333],0
p2,1,0.004086,8.245386,[2 6] ; [35 11],[5.48148148 2.51851852] ; [31.51851852 14.48148148],0
s5,1,0.004442,8.09387,[1 7] ; [28 14],[4.64 3.36] ; [24.36 17.64],0
p9,1,0.006748,7.338745,[3 5] ; [37  8],[6.03773585 1.96226415] ; [33.96226415 11.03773585],0
r1,1,0.006755,7.336957,[2 6] ; [34 12],[5.33333333 2.66666667] ; [30.66666667 15.33333333],0
p8,1,0.009231,6.77751,[1 7] ; [28 17],[4.37735849 3.62264151] ; [24.62264151 20.37735849],0
s1,1,0.011206,6.432358,[3 5] ; [ 3 42],[0.90566038 7.09433962] ; [ 5.09433962 39.90566038],0
p11,1,0.017517,5.643813,[3 5] ; [36 10],[5.77777778 2.22222222] ; [33.22222222 12.77777778],0
s2,1,0.018286,5.568569,[2 6] ; [31 14],[4.98113208 3.01886792] ; [28.01886792 16.98113208],0
r2,1,0.027637,4.850561,[4 3] ; [41  5],[5.94339623 1.05660377] ; [39.05660377  6.94339623],0
s3,1,0.030737,4.667591,[3 5] ; [34 11],[5.58490566 2.41509434] ; [31.41509434 13.58490566],0
p7,1,0.030737,4.667591,[3 5] ; [34 11],[5.58490566 2.41509434] ; [31.41509434 13.58490566],0
s8,1,0.037793,4.314333,[1 7] ; [24 22],[3.7037037 4.2962963] ; [21.2962963 24.7037037],0
p6,1,0.088726,2.897342,[1 7] ; [20 25],[3.16981132 4.83018868] ; [17.83018868 27.16981132],0
d5,1,0.092279,2.834161,[4 4] ; [36 10],[5.92592593 2.07407407] ; [34.07407407 11.92592593],0
n6,1,0.092279,2.834161,[4 4] ; [36 10],[5.92592593 2.07407407] ; [34.07407407 11.92592593],0
a6,1,0.11944,2.424648,[1 7] ; [19 27],[2.96296296 5.03703704] ; [17.03703704 28.96296296],0
b4,1,0.125458,2.347826,[2 6] ; [25 21],[4. 4.] ; [23. 23.],0
d4,1,0.128403,2.311706,[4 4] ; [35 11],[5.77777778 2.22222222] ; [33.22222222 12.77777778],0
b1,1,0.155685,2.015647,[6 2] ; [22 24],[4.14814815 3.85185185] ; [23.85185185 22.14814815],0
s7,1,0.163373,1.942722,[3 4] ; [30 13],[4.62 2.38] ; [28.38 14.62],0
b5,1,0.17159,1.868993,[4 4] ; [12 34],[2.37037037 5.62962963] ; [13.62962963 32.37037037],0
n4,1,0.221743,1.493053,[4 4] ; [33 13],[5.48148148 2.51851852] ; [31.51851852 14.48148148],0
b3,1,0.264582,1.244623,[2 3] ; [ 5 23],[1.06060606 3.93939394] ; [ 5.93939394 22.06060606],0
b2,1,0.264582,1.244623,[2 3] ; [ 5 23],[1.06060606 3.93939394] ; [ 5.93939394 22.06060606],0
d3,1,0.265482,1.239946,[3 5] ; [27 19],[4.44444444 3.55555556] ; [25.55555556 20.44444444],0
v3,1,0.309749,1.031746,[1 6] ; [15 30],[2.15384615 4.84615385] ; [13.84615385 31.15384615],0
d1,1,0.378732,0.774815,[3 5] ; [25 21],[4.14814815 3.85185185] ; [23.85185185 22.14814815],0
p4,1,0.378732,0.774815,[3 5] ; [25 21],[4.14814815 3.85185185] ; [23.85185185 22.14814815],0
p1,1,0.379607,0.771975,[2 6] ; [ 6 40],[1.18518519 6.81481481] ; [ 6.81481481 39.18518519],0
a5,1,0.484883,0.48786,[4 4] ; [29 17],[4.88888889 3.11111111] ; [28.11111111 17.88888889],0
n3,1,0.525358,0.403361,[4 3] ; [12  5],[4.66666667 2.33333333] ; [11.33333333  5.66666667],0
v2,1,0.534296,0.386215,[2 6] ; [16 28],[2.76923077 5.23076923] ; [15.23076923 28.76923077],0
p3,1,0.563607,0.333498,[4 4] ; [28 18],[4.74074074 3.25925926] ; [27.25925926 18.74074074],0
n5,1,0.597359,0.278997,[5 3] ; [33 13],[5.62962963 2.37037037] ; [32.37037037 13.62962963],0
u3,1,0.737369,0.112453,[2 1] ; [9 7],[1.73684211 1.26315789] ; [9.26315789 6.73684211],0
v1,1,0.752298,0.09961,[3 5] ; [20 26],[3.40740741 4.59259259] ; [19.59259259 26.40740741],0
d2,1,0.819936,0.051814,[4 4] ; [25 21],[4.2962963 3.7037037] ; [24.7037037 21.2962963],0
a4,1,0.819936,0.051814,[4 4] ; [21 25],[3.7037037 4.2962963] ; [21.2962963 24.7037037],0
n1,1,0.851054,0.035259,[3 4] ; [8 9],[3.20833333 3.79166667] ; [7.79166667 9.20833333],0
a3,1,0.881912,0.022066,[5 3] ; [30 16],[5.18518519 2.81481481] ; [29.81481481 16.18518519],0
