Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s2,1,2e-06,22.732343,[13 57] ; [29 18],[25.12820513 44.87179487] ; [16.87179487 30.12820513],1
s8,1,1.5e-05,18.78706,[ 6 64] ; [20 27],[15.55555556 54.44444444] ; [10.44444444 36.55555556],1
s7,1,2.5e-05,17.757963,[ 8 54] ; [23 23],[17.7962963 44.2037037] ; [13.2037037 32.7962963],1
p9,1,3.2e-05,17.269971,[29 40] ; [38  9],[39.85344828 29.14655172] ; [27.14655172 19.85344828],1
s5,1,9.1e-05,15.323022,[ 4 63] ; [15 28],[11.57272727 55.42727273] ; [ 7.42727273 35.57272727],1
s3,1,0.000191,13.919893,[25 44] ; [33 13],[34.8 34.2] ; [23.2 22.8],1
d1,1,0.000678,11.548186,[21 49] ; [29 18],[29.91452991 40.08547009] ; [20.08547009 26.91452991],1
r3,1,0.000835,11.162343,[45 25] ; [43  4],[52.64957265 17.35042735] ; [35.35042735 11.64957265],1
v4,1,0.001642,9.911552,[45 23] ; [43  4],[52.03478261 15.96521739] ; [35.96521739 11.03478261],0
v2,1,0.001947,9.598521,[17 50] ; [23 19],[24.58715596 42.41284404] ; [15.41284404 26.58715596],0
p4,1,0.002686,9.009617,[13 56] ; [21 26],[20.22413793 48.77586207] ; [13.77586207 33.22413793],0
r4,1,0.002808,8.928266,[36 34] ; [37 10],[43.67521368 26.32478632] ; [29.32478632 17.67521368],0
p3,1,0.011586,6.3731,[12 57] ; [18 29],[17.84482759 51.15517241] ; [12.15517241 34.84482759],0
p10,1,0.013224,6.138841,[25 44] ; [28 19],[31.52586207 37.47413793] ; [21.47413793 25.52586207],0
p2,1,0.016839,5.71308,[33 36] ; [33 14],[39.25862069 29.74137931] ; [26.74137931 20.25862069],0
v1,1,0.019277,5.47619,[21 48] ; [24 22],[27. 42.] ; [18. 28.],0
d4,1,0.021096,5.318829,[47 22] ; [40  6],[52.2 16.8] ; [34.8 11.2],0
p7,1,0.02358,5.125298,[18 51] ; [21 24],[23.60526316 45.39473684] ; [15.39473684 29.60526316],0
p11,1,0.025648,4.979568,[27 43] ; [28 19],[32.90598291 37.09401709] ; [22.09401709 24.90598291],0
p6,1,0.051448,3.793628,[ 6 62] ; [10 36],[ 9.54385965 58.45614035] ; [ 6.45614035 39.54385965],0
r2,1,0.065015,3.404605,[54 15] ; [42  4],[57.6 11.4] ; [38.4  7.6],0
n2,1,0.074716,3.176256,[17 14] ; [18  5],[20.09259259 10.90740741] ; [14.90740741  8.09259259],0
a2,1,0.137365,2.207228,[ 9 61] ; [11 36],[11.96581197 58.03418803] ; [ 8.03418803 38.96581197],0
s4,1,0.147787,2.094943,[ 8 62] ; [10 37],[10.76923077 59.23076923] ; [ 7.23076923 39.76923077],0
d3,1,0.165832,1.920223,[36 33] ; [30 16],[39.6 29.4] ; [26.4 19.6],0
a1,1,0.173655,1.851101,[ 8 62] ; [ 2 45],[ 5.98290598 64.01709402] ; [ 4.01709402 42.98290598],0
r1,1,0.17738,1.819437,[40 30] ; [32 14],[43.44827586 26.55172414] ; [28.55172414 17.44827586],0
u1,1,0.181062,1.788884,[ 4 66] ; [ 6 41],[ 5.98290598 64.01709402] ; [ 4.01709402 42.98290598],0
d5,1,0.214563,1.540366,[44 26] ; [34 12],[47.06896552 22.93103448] ; [30.93103448 15.06896552],0
u3,1,0.239918,1.381074,[12 12] ; [11  5],[13.8 10.2] ; [9.2 6.8],0
a5,1,0.267876,1.227591,[39 31] ; [31 16],[41.88034188 28.11965812] ; [28.11965812 18.88034188],0
a7,1,0.267876,1.227591,[39 31] ; [31 16],[41.88034188 28.11965812] ; [28.11965812 18.88034188],0
b5,1,0.272921,1.202006,[36 34] ; [29 18],[38.88888889 31.11111111] ; [26.11111111 20.88888889],0
a8,1,0.277838,1.177637,[ 6 60] ; [ 7 37],[ 7.8 58.2] ; [ 5.2 38.8],0
u2,1,0.342093,0.902571,[14 10] ; [11  4],[15.38461538  8.61538462] ; [9.61538462 5.38461538],0
a4,1,0.381625,0.765459,[31 39] ; [17 30],[28.71794872 41.28205128] ; [19.28205128 27.71794872],0
b1,1,0.382688,0.76205,[40 30] ; [23 24],[37.69230769 32.30769231] ; [25.30769231 21.69230769],0
n3,1,0.415641,0.662606,[17 12] ; [16  7],[18.40384615 10.59615385] ; [14.59615385  8.40384615],0
s1,1,0.524189,0.405644,[ 5 64] ; [ 2 44],[ 4.2 64.8] ; [ 2.8 43.2],0
d2,1,0.546583,0.363475,[28 42] ; [21 25],[29.56896552 40.43103448] ; [19.43103448 26.56896552],0
n1,1,0.57253,0.318468,[11 18] ; [ 7 16],[10.03846154 18.96153846] ; [ 7.96153846 15.03846154],0
p5,1,0.666882,0.185271,[ 2 68] ; [ 2 44],[ 2.4137931 67.5862069] ; [ 1.5862069 44.4137931],0
n5,1,0.759637,0.09361,[32 37] ; [20 26],[31.2 37.8] ; [20.8 25.2],0
p1,1,0.802682,0.062439,[ 5 64] ; [ 4 43],[ 5.35344828 63.64655172] ; [ 3.64655172 43.35344828],0
a6,1,0.829129,0.046578,[44 26] ; [28 18],[43.44827586 26.55172414] ; [28.55172414 17.44827586],0
b3,1,0.830993,0.045551,[12 25] ; [ 9 21],[11.59701493 25.40298507] ; [ 9.40298507 20.59701493],0
