Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
v2,1,0.0,58.77984,[74 29] ; [ 89 217],[41.04889976 61.95110024] ; [121.95110024 184.04889976],1
a3,1,0.000701,11.486335,[83 24] ; [187 128],[68.45971564 38.54028436] ; [201.54028436 113.45971564],1
s8,1,0.003613,8.468506,[46 61] ; [ 88 228],[33.89598109 73.10401891] ; [100.10401891 215.89598109],0
n4,1,0.004157,8.213889,[84 22] ; [203 113],[72.09004739 33.90995261] ; [214.90995261 101.09004739],0
r1,1,0.015003,5.916171,[85 22] ; [211 104],[75.0521327 31.9478673] ; [220.9478673  94.0521327],0
p12,1,0.019686,5.439553,[ 8 98] ; [  8 307],[  4.02850356 101.97149644] ; [ 11.97149644 303.02850356],0
n5,1,0.034142,4.487595,[77 29] ; [191 121],[67.96172249 38.03827751] ; [200.03827751 111.96172249],0
b1,1,0.040469,4.198117,[35 72] ; [139 177],[44.0141844 62.9858156] ; [129.9858156 186.0141844],0
d2,1,0.053352,3.732851,[56 50] ; [132 182],[47.44761905 58.55238095] ; [140.55238095 173.44761905],0
a2,1,0.053385,3.731824,[27 80] ; [ 53 263],[20.23640662 86.76359338] ; [ 59.76359338 256.23640662],0
a5,1,0.056731,3.630467,[76 31] ; [192 124],[67.79196217 39.20803783] ; [200.20803783 115.79196217],0
r4,1,0.060508,3.523397,[92 15] ; [245  71],[85.24586288 21.75413712] ; [251.75413712  64.24586288],0
b4,1,0.060895,3.512845,[70 37] ; [174 142],[61.72104019 45.27895981] ; [182.27895981 133.72104019],0
p10,1,0.063074,3.454654,[81 25] ; [209 104],[73.36515513 32.63484487] ; [216.63484487  96.36515513],0
s7,1,0.064589,3.415452,[46 54] ; [108 195],[38.2133995 61.7866005] ; [115.7866005 187.2133995],0
n2,1,0.080549,3.053781,[22  5] ; [67 38],[18.20454545  8.79545455] ; [70.79545455 34.20454545],0
r3,1,0.083194,3.001363,[99  7] ; [274  40],[94.13809524 11.86190476] ; [278.86190476  35.13809524],0
r2,1,0.090294,2.869123,[99  7] ; [271  39],[94.27884615 11.72115385] ; [275.72115385  34.27884615],0
v4,1,0.092321,2.833438,[100   7] ; [275  39],[95.3087886 11.6912114] ; [279.6912114  34.3087886],0
d1,1,0.124941,2.354264,[62 45] ; [156 160],[55.14420804 51.85579196] ; [162.85579196 153.14420804],0
n6,1,0.153964,2.032531,[88 19] ; [238  77],[82.65876777 24.34123223] ; [243.34123223  71.65876777],0
u1,1,0.174042,1.847775,[18 89] ; [ 37 279],[13.91252955 93.08747045] ; [ 41.08747045 274.91252955],0
b3,1,0.17688,1.823641,[24 42] ; [ 46 122],[19.74358974 46.25641026] ; [ 50.25641026 117.74358974],0
b2,1,0.17688,1.823641,[24 42] ; [ 46 122],[19.74358974 46.25641026] ; [ 50.25641026 117.74358974],0
p9,1,0.180426,1.794115,[80 24] ; [218  93],[74.67951807 29.32048193] ; [223.32048193  87.67951807],0
p3,1,0.221625,1.49382,[43 64] ; [106 209],[37.77962085 69.22037915] ; [111.22037915 203.77962085],0
n3,1,0.260474,1.266234,[20  6] ; [68 36],[17.6  8.4] ; [70.4 33.6],0
a4,1,0.260729,1.264881,[47 60] ; [119 196],[42.09004739 64.90995261] ; [123.90995261 191.09004739],0
a7,1,0.305336,1.050743,[77 29] ; [212 103],[72.76484561 33.23515439] ; [216.23515439  98.76484561],0
s6,1,0.323519,0.974668,[61 44] ; [165 149],[56.63484487 48.36515513] ; [169.36515513 144.63484487],0
d4,1,0.361389,0.833061,[85 21] ; [239  76],[81.57719715 24.42280285] ; [242.42280285  72.57719715],0
a6,1,0.387527,0.746687,[73 34] ; [201 115],[69.30969267 37.69030733] ; [204.69030733 111.30969267],0
b5,1,0.402375,0.701218,[57 50] ; [183 133],[60.70921986 46.29078014] ; [179.29078014 136.70921986],0
p6,1,0.403471,0.697956,[24 81] ; [ 85 230],[27.25 77.75] ; [ 81.75 233.25],0
s2,1,0.413254,0.66942,[49 58] ; [130 185],[45.38625592 61.61374408] ; [133.61374408 181.38625592],0
a1,1,0.422715,0.642754,[  6 101] ; [ 12 304],[  4.55319149 102.44680851] ; [ 13.44680851 302.55319149],0
s1,1,0.423632,0.640217,[  2 102] ; [ 11 304],[  3.22673031 100.77326969] ; [  9.77326969 305.22673031],0
d3,1,0.465332,0.53304,[72 35] ; [199 115],[68.87648456 38.12351544] ; [202.12351544 111.87648456],0
p7,1,0.552445,0.352956,[58 46] ; [163 148],[55.38313253 48.61686747] ; [165.61686747 145.38313253],0
s5,1,0.60227,0.271586,[27 78] ; [ 71 235],[25.03649635 79.96350365] ; [ 72.96350365 233.03649635],0
n1,1,0.608322,0.262626,[ 7 18] ; [35 70],[ 8.07692308 16.92307692] ; [33.92307692 71.07692308],0
d5,1,0.628234,0.234464,[82 25] ; [234  81],[80.12322275 26.87677725] ; [235.87677725  79.12322275],0
s4,1,0.664034,0.18866,[20 86] ; [ 65 247],[21.55502392 84.44497608] ; [ 63.44497608 248.55502392],0
p2,1,0.672217,0.17902,[77 30] ; [234  82],[78.66903073 28.33096927] ; [232.33096927  83.66903073],0
s3,1,0.691916,0.157019,[54 50] ; [156 158],[52.24880383 51.75119617] ; [157.75119617 156.24880383],0
p8,1,0.763659,0.090408,[44 60] ; [128 187],[42.69212411 61.30787589] ; [129.30787589 185.69212411],0
p4,1,0.792167,0.069431,[46 58] ; [144 171],[47.15990453 56.84009547] ; [142.84009547 172.15990453],0
p1,1,0.93938,0.005783,[  6 101] ; [ 17 297],[  5.8456057 101.1543943] ; [ 17.1543943 296.8456057],0
a8,1,0.961373,0.002346,[10 85] ; [ 32 267],[10.12690355 84.87309645] ; [ 31.87309645 267.12690355],0
p11,1,0.97354,0.0011,[74 33] ; [218  98],[73.86288416 33.13711584] ; [218.13711584  97.86288416],0
u3,1,0.985524,0.000329,[11 12] ; [61 66],[11.04 11.96] ; [60.96 66.04],0
u2,1,1.0,0.0,[12 12] ; [63 63],[12. 12.] ; [63. 63.],0
