Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r3,1,0.0,33.503512,[461  14] ; [48 12],[451.91588785  23.08411215] ; [57.08411215  2.91588785],1
r4,1,7.1e-05,15.783899,[433  45] ; [44 16],[423.80297398  54.19702602] ; [53.19702602  6.80297398],1
n6,1,0.001078,10.688857,[420  51] ; [43 15],[412.2362949  58.7637051] ; [50.7637051  7.2362949],0
p8,1,0.002614,9.059184,[252 215] ; [20 40],[241.03225806 225.96774194] ; [30.96774194 29.03225806],0
a6,1,0.004234,8.180561,[333 143] ; [31 29],[323.25373134 152.74626866] ; [40.74626866 19.25373134],0
a1,1,0.006354,7.446964,[ 14 464] ; [ 6 54],[ 17.76951673 460.23048327] ; [ 2.23048327 57.76951673],0
s5,1,0.027479,4.860461,[158 303] ; [28 29],[165.53281853 295.46718147] ; [20.46718147 36.53281853],0
v2,1,0.030424,4.685165,[272 190] ; [26 33],[264.25335893 197.74664107] ; [33.74664107 25.25335893],0
s2,1,0.031811,4.608676,[229 242] ; [38 22],[236.83050847 234.16949153] ; [30.16949153 29.83050847],0
s7,1,0.033962,4.496597,[218 241] ; [35 21],[225.48932039 233.51067961] ; [27.51067961 28.48932039],0
v4,1,0.038935,4.263698,[454  19] ; [54  6],[450.81425891  22.18574109] ; [57.18574109  2.81425891],0
d2,1,0.039909,4.22176,[210 264] ; [35 25],[217.47191011 256.52808989] ; [27.52808989 32.47191011],0
r2,1,0.040895,4.180368,[447  24] ; [53  7],[443.50282486  27.49717514] ; [56.49717514  3.50282486],0
n4,1,0.043404,4.079582,[366 110] ; [39 21],[359.6641791 116.3358209] ; [45.3358209 14.6641791],0
p2,1,0.055818,3.657477,[412  61] ; [46 13],[407.20676692  65.79323308] ; [50.79323308  8.20676692],0
p9,1,0.091908,2.840633,[424  46] ; [49 10],[420.24574669  49.75425331] ; [52.75425331  6.24574669],0
n1,1,0.099149,2.719186,[29 76] ; [10 12],[32.24409449 72.75590551] ; [ 6.75590551 15.24409449],0
d4,1,0.13326,2.254106,[387  88] ; [44 16],[382.6635514  92.3364486] ; [48.3364486 11.6635514],0
n5,1,0.158167,1.99166,[351 119] ; [39 20],[346.50283554 123.49716446] ; [43.49716446 15.50283554],0
a7,1,0.163234,1.944009,[355 121] ; [39 20],[350.54953271 125.45046729] ; [43.45046729 15.54953271],0
b3,1,0.167601,1.904273,[113 183] ; [ 7 21],[109.62962963 186.37037037] ; [10.37037037 17.62962963],0
b2,1,0.167601,1.904273,[113 183] ; [ 7 21],[109.62962963 186.37037037] ; [10.37037037 17.62962963],0
p5,1,0.183244,1.771118,[ 50 422] ; [ 3 56],[ 47.11111111 424.88888889] ; [ 5.88888889 53.11111111],0
d3,1,0.232901,1.423056,[332 144] ; [36 22],[328.02996255 147.97003745] ; [39.97003745 18.02996255],0
s8,1,0.237146,1.397481,[199 275] ; [30 30],[203.26966292 270.73033708] ; [25.73033708 34.26966292],0
p12,1,0.248255,1.333097,[ 45 427] ; [ 3 57],[ 42.58646617 429.41353383] ; [ 5.41353383 54.58646617],0
u3,1,0.25337,1.304625,[84 67] ; [10  4],[86.02424242 64.97575758] ; [7.97575758 6.02424242],0
d1,1,0.267104,1.231558,[275 203] ; [30 30],[270.98513011 207.01486989] ; [34.01486989 25.98513011],0
s1,1,0.272555,1.203843,[ 12 456] ; [ 3 56],[ 13.32068311 454.67931689] ; [ 1.67931689 57.32068311],0
