Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
n5,1,0.0,31.528246,[96 11] ; [14 18],[84.67625899 22.32374101] ; [25.32374101  6.67625899],1
n4,1,7.4e-05,15.712248,[92 15] ; [17 15],[83.90647482 23.09352518] ; [25.09352518  6.90647482],1
v3,1,0.001089,10.669368,[60 45] ; [ 7 23],[52.11111111 52.88888889] ; [14.88888889 15.11111111],0
p9,1,0.001545,10.024468,[94 12] ; [20 11],[88.20437956 17.79562044] ; [25.79562044  5.20437956],0
d5,1,0.002685,9.010071,[87 19] ; [18 14],[80.65217391 25.34782609] ; [24.34782609  7.65217391],0
r4,1,0.003516,8.518071,[94 13] ; [21 11],[88.52517986 18.47482014] ; [26.47482014  5.52517986],0
p10,1,0.003713,8.419091,[91 14] ; [19 11],[85.55555556 19.44444444] ; [24.44444444  5.55555556],0
p7,1,0.010048,6.626296,[76 28] ; [15 16],[70.1037037 33.8962963] ; [20.8962963 10.1037037],0
p2,1,0.010941,6.474929,[87 18] ; [19 12],[81.83823529 23.16176471] ; [24.16176471  6.83823529],0
a5,1,0.010991,6.466735,[79 28] ; [16 16],[73.1294964 33.8705036] ; [21.8705036 10.1294964],0
a4,1,0.014136,6.021089,[56 50] ; [ 9 23],[49.92753623 56.07246377] ; [15.07246377 16.92753623],0
d4,1,0.01597,5.8062,[90 16] ; [21 11],[85.26086957 20.73913043] ; [25.73913043  6.26086957],0
p8,1,0.027524,4.857623,[57 47] ; [10 21],[51.61481481 52.38518519] ; [15.38518519 15.61481481],0
s8,1,0.036904,4.354833,[62 44] ; [12 20],[56.84057971 49.15942029] ; [17.15942029 14.84057971],0
b1,1,0.039277,4.248867,[48 59] ; [21 11],[53.11510791 53.88489209] ; [15.88489209 16.11510791],0
a6,1,0.047481,3.928249,[44 63] ; [ 7 25],[39.25899281 67.74100719] ; [11.74100719 20.25899281],0
u3,1,0.052821,3.749565,[10 13] ; [8 2],[12.54545455 10.45454545] ; [5.45454545 4.54545455],0
d3,1,0.055674,3.661774,[54 53] ; [10 22],[49.26618705 57.73381295] ; [14.73381295 17.26618705],0
r2,1,0.061663,3.492083,[99  6] ; [26  5],[96.50735294  8.49264706] ; [28.49264706  2.50735294],0
u2,1,0.06187,3.486522,[ 8 15] ; [7 3],[10.45454545 12.54545455] ; [4.54545455 5.45454545],0
r3,1,0.06551,3.392084,[101   6] ; [27  5],[98.5323741  8.4676259] ; [29.4676259  2.5323741],0
r1,1,0.082059,3.02364,[86 21] ; [21 11],[82.36690647 24.63309353] ; [24.63309353  7.36690647],0
s6,1,0.08894,2.893451,[74 30] ; [17 14],[70.1037037 33.8962963] ; [20.8962963 10.1037037],0
a8,1,0.094299,2.799407,[14 87] ; [ 1 31],[11.39097744 89.60902256] ; [ 3.60902256 28.39097744],0
p4,1,0.094932,2.788695,[63 44] ; [13 18],[58.92753623 48.07246377] ; [17.07246377 13.92753623],0
