Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
d1,1,0.0,42.592013,[ 2 46] ; [75 52],[21.12 26.88] ; [55.88 71.12],1
d4,1,0.0,31.840389,[20 27] ; [108  19],[34.57471264 12.42528736] ; [93.42528736 33.57471264],1
r1,1,3.1e-05,17.356909,[19 28] ; [93 32],[30.60465116 16.39534884] ; [81.39534884 43.60465116],1
a7,1,6e-05,16.093975,[19 28] ; [93 34],[30.25287356 16.74712644] ; [81.74712644 45.25287356],1
r4,1,0.000168,14.162396,[21 27] ; [94 33],[31.54285714 16.45714286] ; [83.45714286 43.54285714],1
v4,1,0.000315,12.979333,[29 17] ; [111  16],[37.22543353  8.77456647] ; [102.77456647  24.22543353],1
d3,1,0.000416,12.458571,[18 30] ; [85 42],[28.25142857 19.74857143] ; [74.74857143 52.25142857],1
r2,1,0.000548,11.945136,[33 14] ; [113  11],[40.12865497  6.87134503] ; [105.87134503  18.12865497],1
a4,1,0.000653,11.619662,[ 8 39] ; [57 69],[17.65895954 29.34104046] ; [47.34104046 78.65895954],1
d2,1,0.001239,10.431182,[11 37] ; [63 63],[20.4137931 27.5862069] ; [53.5862069 72.4137931],0
r3,1,0.001435,10.160639,[27 20] ; [103  24],[35.11494253 11.88505747] ; [94.88505747 32.11494253],0
a5,1,0.001446,10.146519,[19 29] ; [84 43],[28.25142857 19.74857143] ; [74.74857143 52.25142857],0
s5,1,0.002548,9.105546,[ 4 44] ; [37 85],[11.57647059 36.42352941] ; [29.42352941 92.57647059],0
v2,1,0.003544,8.503863,[ 8 37] ; [51 70],[15.9939759 29.0060241] ; [43.0060241 77.9939759],0
a2,1,0.003903,8.328244,[ 2 46] ; [29 98],[ 8.50285714 39.49714286] ; [ 22.49714286 104.50285714],0
s6,1,0.005031,7.86842,[17 31] ; [74 51],[25.24855491 22.75144509] ; [65.75144509 59.24855491],0
a3,1,0.007865,7.06406,[20 25] ; [85 42],[27.47093023 17.52906977] ; [77.52906977 49.47093023],0
a6,1,0.008178,6.994142,[18 30] ; [76 51],[25.78285714 22.21714286] ; [68.21714286 58.78285714],0
s8,1,0.010865,6.48728,[ 6 42] ; [40 87],[12.61714286 35.38285714] ; [33.38285714 93.61714286],0
n6,1,0.02451,5.058195,[22 24] ; [84 42],[28.34883721 17.65116279] ; [77.65116279 48.34883721],0
s4,1,0.028669,4.787352,[ 4 44] ; [29 98],[ 9.05142857 38.94857143] ; [ 23.94857143 103.05142857],0
b4,1,0.031108,4.647017,[20 28] ; [76 51],[26.33142857 21.66857143] ; [69.66857143 57.33142857],0
u3,1,0.032016,4.59762,[ 8 19] ; [23 18],[12.30882353 14.69117647] ; [18.69117647 22.30882353],0
b5,1,0.096896,2.755906,[24 24] ; [81 46],[28.8 19.2] ; [76.2 50.8],0
u1,1,0.127645,2.320913,[ 2 46] ; [ 15 112],[ 4.66285714 43.33714286] ; [ 12.33714286 114.66285714],0
u2,1,0.161403,1.961035,[ 7 19] ; [18 23],[ 9.70149254 16.29850746] ; [15.29850746 25.70149254],0
s1,1,0.163141,1.944869,[ 5 42] ; [  6 119],[ 3.00581395 43.99418605] ; [  7.99418605 117.00581395],0
p10,1,0.200295,1.640225,[17 29] ; [59 64],[20.68639053 25.31360947] ; [55.31360947 67.68639053],0
b2,1,0.203141,1.619645,[11 18] ; [16 48],[ 8.41935484 20.58064516] ; [18.58064516 45.41935484],0
b3,1,0.203141,1.619645,[11 18] ; [16 48],[ 8.41935484 20.58064516] ; [18.58064516 45.41935484],0
n2,1,0.225016,1.472089,[18  7] ; [30 22],[15.58441558  9.41558442] ; [32.41558442 19.58441558],0
s7,1,0.227777,1.454691,[11 35] ; [39 77],[14.19753086 31.80246914] ; [35.80246914 80.19753086],0
n3,1,0.297697,1.08448,[11 12] ; [31 20],[13.05405405  9.94594595] ; [28.94594595 22.05405405],0
p1,1,0.35408,0.85878,[ 5 43] ; [  8 119],[ 3.56571429 44.43428571] ; [  9.43428571 117.56571429],0
p3,1,0.394989,0.723527,[11 37] ; [37 89],[13.24137931 34.75862069] ; [34.75862069 91.24137931],0
s2,1,0.407335,0.686564,[16 32] ; [51 76],[18.37714286 29.62285714] ; [48.62285714 78.37714286],0
n5,1,0.412568,0.671389,[29 18] ; [69 57],[26.62427746 20.37572254] ; [71.37572254 54.62427746],0
a1,1,0.468782,0.524845,[ 5 43] ; [  9 118],[ 3.84 44.16] ; [ 10.16 116.84],0
p9,1,0.495863,0.46378,[22 24] ; [65 56],[23.96407186 22.03592814] ; [63.03592814 57.96407186],0
a8,1,0.542507,0.370912,[ 5 38] ; [ 10 108],[ 4.00621118 38.99378882] ; [ 10.99378882 107.00621118],0
s3,1,0.66432,0.188319,[23 24] ; [57 69],[21.73410405 25.26589595] ; [58.26589595 67.73410405],0
