Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p7,1,2.6e-05,17.71438,[ 7 30] ; [9 1],[12.59574468 24.40425532] ; [3.40425532 6.59574468],1
p3,1,0.000278,13.211113,[ 5 32] ; [7 3],[ 9.44680851 27.55319149] ; [2.55319149 7.44680851],1
p5,1,0.003446,8.554698,[ 1 36] ; [3 6],[ 3.2173913 33.7826087] ; [0.7826087 8.2173913],0
d3,1,0.006947,7.286647,[12 25] ; [8 2],[15.74468085 21.25531915] ; [4.25531915 5.74468085],0
a5,1,0.00856,6.912349,[16 21] ; [9 1],[19.68085106 17.31914894] ; [5.31914894 4.68085106],0
b5,1,0.017751,5.6206,[14 23] ; [8 2],[17.31914894 19.68085106] ; [4.68085106 5.31914894],0
p2,1,0.025137,5.014414,[10 27] ; [6 3],[12.86956522 24.13043478] ; [3.13043478 5.86956522],0
s6,1,0.065572,3.390524,[ 5 31] ; [4 6],[ 7.04347826 28.95652174] ; [1.95652174 8.04347826],0
p8,1,0.065572,3.390524,[ 6 31] ; [4 5],[ 8.04347826 28.95652174] ; [1.95652174 7.04347826],0
p11,1,0.07713,3.124367,[11 26] ; [6 4],[13.38297872 23.61702128] ; [3.61702128 6.38297872],0
n4,1,0.111574,2.53178,[25 12] ; [4 6],[22.82978723 14.17021277] ; [6.17021277 3.82978723],0
a3,1,0.161159,1.963316,[20 16] ; [8 2],[21.91304348 14.08695652] ; [6.08695652 3.91304348],0
a6,1,0.176981,1.822792,[17 20] ; [7 3],[18.89361702 18.10638298] ; [5.10638298 4.89361702],0
p9,1,0.208513,1.581722,[14 23] ; [6 4],[15.74468085 21.25531915] ; [4.25531915 5.74468085],0
a7,1,0.292594,1.107648,[18 19] ; [3 7],[16.53191489 20.46808511] ; [4.46808511 5.53191489],0
p10,1,0.304971,1.052332,[12 25] ; [5 5],[13.38297872 23.61702128] ; [3.61702128 6.38297872],0
s2,1,0.325661,0.966074,[ 6 31] ; [3 7],[ 7.08510638 29.91489362] ; [1.91489362 8.08510638],0
b1,1,0.365515,0.818854,[20 17] ; [7 3],[21.25531915 15.74468085] ; [5.74468085 4.25531915],0
r3,1,0.41183,0.673511,[16 20] ; [3 7],[14.86956522 21.13043478] ; [4.13043478 5.86956522],0
u2,1,0.421317,0.646639,[ 4 13] ; [1 1],[ 4.47368421 12.52631579] ; [0.52631579 1.47368421],0
r2,1,0.425442,0.635234,[19 16] ; [4 6],[17.88888889 17.11111111] ; [5.11111111 4.88888889],0
n6,1,0.453255,0.5625,[15 21] ; [5 4],[16. 20.] ; [4. 5.],0
a4,1,0.457427,0.552183,[10 26] ; [4 6],[10.95652174 25.04347826] ; [3.04347826 6.95652174],0
s3,1,0.457427,0.552183,[10 26] ; [4 6],[10.95652174 25.04347826] ; [3.04347826 6.95652174],0
p1,1,0.505499,0.443373,[ 7 30] ; [1 9],[ 6.29787234 30.70212766] ; [1.70212766 8.29787234],0
r4,1,0.505499,0.443373,[ 7 30] ; [1 9],[ 6.29787234 30.70212766] ; [1.70212766 8.29787234],0
v1,1,0.578747,0.308265,[ 8 29] ; [3 7],[ 8.65957447 28.34042553] ; [2.34042553 7.65957447],0
s1,1,0.60922,0.261313,[ 5 32] ; [2 8],[ 5.5106383 31.4893617] ; [1.4893617 8.5106383],0
s4,1,0.60922,0.261313,[ 5 32] ; [2 8],[ 5.5106383 31.4893617] ; [1.4893617 8.5106383],0
v3,1,0.624213,0.23999,[ 6 31] ; [1 9],[ 5.5106383 31.4893617] ; [1.4893617 8.5106383],0
r1,1,0.647183,0.20947,[14 23] ; [3 7],[13.38297872 23.61702128] ; [3.61702128 6.38297872],0
n5,1,0.654088,0.200785,[25 12] ; [6 4],[24.40425532 12.59574468] ; [6.59574468 3.40425532],0
a8,1,0.70216,0.146234,[ 6 31] ; [1 8],[ 5.63043478 31.36956522] ; [1.36956522 7.63043478],0
n1,1,0.715501,0.132844,[ 7 12] ; [1 1],[ 7.23809524 11.76190476] ; [0.76190476 1.23809524],0
s7,1,0.753799,0.098366,[ 6 28] ; [2 7],[ 6.3255814 27.6744186] ; [1.6744186 7.3255814],0
s8,1,0.767681,0.087267,[ 5 32] ; [1 9],[ 4.72340426 32.27659574] ; [1.27659574 8.72340426],0
s5,1,0.767681,0.087267,[ 5 32] ; [1 9],[ 4.72340426 32.27659574] ; [1.27659574 8.72340426],0
p6,1,0.79339,0.068598,[ 3 33] ; [1 8],[ 3.2 32.8] ; [0.8 8.2],0
n3,1,0.83008,0.046053,[ 8 11] ; [1 1],[ 8.14285714 10.85714286] ; [0.85714286 1.14285714],0
a2,1,0.849128,0.036188,[ 3 34] ; [1 9],[ 3.14893617 33.85106383] ; [0.85106383 9.14893617],0
b4,1,0.853975,0.033874,[21 16] ; [6 4],[21.25531915 15.74468085] ; [5.74468085 4.25531915],0
d4,1,0.900685,0.015574,[23 14] ; [6 4],[22.82978723 14.17021277] ; [6.17021277 3.82978723],0
d2,1,0.924558,0.008967,[15 21] ; [4 6],[14.86956522 21.13043478] ; [4.13043478 5.86956522],0
d5,1,0.939539,0.005753,[18 19] ; [5 5],[18.10638298 18.89361702] ; [4.89361702 5.10638298],0
d1,1,0.98677,0.000275,[11 26] ; [3 7],[11.0212766 25.9787234] ; [2.9787234 7.0212766],0
