Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
v2,1,0.0,35.33226,[ 80 145] ; [80 35],[105.88235294 119.11764706] ; [54.11764706 60.88235294],1
s7,1,0.000197,13.860377,[ 68 156] ; [56 53],[ 83.41141141 140.58858859] ; [40.58858859 68.41141141],1
v1,1,0.000254,13.381818,[ 94 136] ; [71 44],[110. 120.] ; [55. 60.],1
p3,1,0.000858,11.111021,[ 81 154] ; [62 55],[ 95.46875 139.53125] ; [47.53125 69.46875],1
n4,1,0.001582,9.981011,[153  82] ; [96 22],[165.76487252  69.23512748] ; [83.23512748 34.76487252],0
n5,1,0.001582,9.980888,[148  83] ; [95 23],[160.83954155  70.16045845] ; [82.16045845 35.83954155],0
s8,1,0.002038,9.514545,[ 63 171] ; [51 67],[ 75.78409091 158.21590909] ; [38.21590909 79.78409091],0
r1,1,0.00382,8.367377,[149  85] ; [93 25],[160.875  73.125] ; [81.125 36.875],0
r4,1,0.006492,7.408401,[179  57] ; [104  14],[188.66666667  47.33333333] ; [94.33333333 23.66666667],0
s2,1,0.006927,7.291751,[ 75 160] ; [55 63],[ 86.54390935 148.45609065] ; [43.45609065 74.54390935],0
p5,1,0.012166,6.286549,[ 19 214] ; [20 97],[ 25.96285714 207.03714286] ; [ 13.03714286 103.96285714],0
r2,1,0.01485,5.934126,[194  37] ; [110   8],[201.21489971  29.78510029] ; [102.78510029  15.21489971],0
p1,1,0.01565,5.841812,[ 14 219] ; [ 16 101],[ 19.97142857 213.02857143] ; [ 10.02857143 106.97142857],0
s6,1,0.021961,5.248869,[120 112] ; [75 41],[130. 102.] ; [65. 51.],0
s5,1,0.037637,4.321337,[ 47 184] ; [35 80],[ 54.74566474 176.25433526] ; [27.25433526 87.74566474],0
p6,1,0.043387,4.080278,[ 61 169] ; [43 73],[ 69.13294798 160.86705202] ; [34.86705202 81.13294798],0
a5,1,0.066706,3.36228,[125 111] ; [74 43],[133.04249292 102.95750708] ; [65.95750708 51.04249292],0
p4,1,0.069476,3.295363,[105 129] ; [64 52],[112.98857143 121.01142857] ; [56.01142857 59.98857143],0
n6,1,0.116484,2.463972,[172  61] ; [96 22],[177.9031339  55.0968661] ; [90.0968661 27.9031339],0
b3,1,0.126482,2.335165,[47 89] ; [31 37],[52. 84.] ; [26. 42.],0
b2,1,0.126482,2.335165,[47 89] ; [31 37],[52. 84.] ; [26. 42.],0
a3,1,0.138384,2.195833,[126 107] ; [73 44],[132.47714286 100.52285714] ; [66.52285714 50.47714286],0
p8,1,0.166563,1.913612,[ 98 132] ; [59 58],[104.06340058 125.93659942] ; [52.93659942 64.06340058],0
b4,1,0.198714,1.651802,[125 111] ; [71 47],[130.66666667 105.33333333] ; [65.33333333 52.66666667],0
v4,1,0.220284,1.502518,[203  30] ; [108  10],[206.44729345  26.55270655] ; [104.55270655  13.44729345],0
p7,1,0.222753,1.486545,[129 101] ; [73 43],[134.27745665  95.72254335] ; [67.72254335 48.27745665],0
n1,1,0.233017,1.422353,[26 42] ; [13 12],[28.51612903 39.48387097] ; [10.48387097 14.51612903],0
p10,1,0.2421,1.368322,[160  69] ; [88 28],[164.61449275  64.38550725] ; [83.38550725 32.61449275],0
a8,1,0.302871,1.061511,[ 37 185] ; [14 99],[ 33.79701493 188.20298507] ; [17.20298507 95.79701493],0
p12,1,0.313578,1.015545,[ 10 222] ; [  8 109],[ 11.96561605 220.03438395] ; [  6.03438395 110.96561605],0
r3,1,0.3341,0.932942,[204  30] ; [107  11],[206.74431818  27.25568182] ; [104.25568182  13.74431818],0
d3,1,0.372265,0.796092,[ 81 154] ; [46 71],[ 84.78693182 150.21306818] ; [42.21306818 74.78693182],0
p2,1,0.37441,0.788977,[182  52] ; [86 31],[178.66666667  55.33333333] ; [89.33333333 27.66666667],0
n2,1,0.406189,0.689929,[50 19] ; [21  5],[51.56842105 17.43157895] ; [19.43157895  6.56842105],0
p11,1,0.612004,0.257267,[174  62] ; [84 34],[172.  64.] ; [86. 32.],0
u4,1,0.616077,0.25142,[  1 235] ; [  1 117],[  1.33333333 234.66666667] ; [  0.66666667 117.33333333],0
n3,1,0.633043,0.227957,[49 20] ; [19  6],[49.91489362 19.08510638] ; [18.08510638  6.91489362],0
s3,1,0.64843,0.207885,[106 126] ; [56 60],[108. 124.] ; [54. 62.],0
d5,1,0.650825,0.204861,[126 110] ; [66 52],[128. 108.] ; [64. 54.],0
a2,1,0.653805,0.201136,[ 15 221] ; [  9 109],[ 16. 220.] ; [  8. 110.],0
u3,1,0.678326,0.172016,[50 58] ; [22 22],[51.15789474 56.84210526] ; [20.84210526 23.15789474],0
a4,1,0.725577,0.123212,[ 56 178] ; [30 87],[ 57.33333333 176.66666667] ; [28.66666667 88.33333333],0
d2,1,0.741836,0.108519,[ 37 198] ; [ 17 101],[ 35.9490085 199.0509915] ; [18.0509915 99.9490085],0
u2,1,0.799361,0.064604,[54 54] ; [23 21],[54.71052632 53.28947368] ; [22.28947368 21.71052632],0
u1,1,0.828526,0.046912,[  7 229] ; [  4 114],[  7.33333333 228.66666667] ; [  3.66666667 114.33333333],0
s1,1,0.846819,0.037318,[ 11 223] ; [  6 110],[ 11.36571429 222.63428571] ; [  5.63428571 110.36571429],0
a1,1,0.86756,0.027808,[ 13 223] ; [  6 112],[ 12.66666667 223.33333333] ; [  6.33333333 111.66666667],0
a7,1,0.905076,0.014221,[146  90] ; [71 45],[145.48863636  90.51136364] ; [71.51136364 44.48863636],0
p9,1,0.928454,0.008062,[174  56] ; [88 29],[173.65994236  56.34005764] ; [88.34005764 28.65994236],0
d4,1,0.929718,0.007779,[136 100] ; [68 49],[136.38526912  99.61473088] ; [67.61473088 49.38526912],0
a6,1,0.930925,0.007514,[134 102] ; [67 50],[134.3796034 101.6203966] ; [66.6203966 50.3796034],0
b5,1,1.0,0.0,[138  98] ; [69 49],[138.  98.] ; [69. 49.],0
b1,1,1.0,0.0,[102 134] ; [51 67],[102. 134.] ; [51. 67.],0
