Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
n4,1,1e-06,24.809236,[15 25] ; [72 16],[27.1875 12.8125] ; [59.8125 28.1875],1
n6,1,0.00036,12.731744,[19 21] ; [68 18],[27.61904762 12.38095238] ; [59.38095238 26.61904762],1
p9,1,0.003458,8.548564,[17 22] ; [61 25],[24.336 14.664] ; [53.664 32.336],0
p11,1,0.008079,7.015984,[14 26] ; [53 35],[20.9375 19.0625] ; [46.0625 41.9375],0
s4,1,0.008726,6.877967,[13 27] ; [11 75],[ 7.61904762 32.38095238] ; [16.38095238 69.61904762],0
a7,1,0.012096,6.296734,[20 20] ; [64 24],[26.25 13.75] ; [57.75 30.25],0
s8,1,0.020112,5.402112,[ 9 30] ; [39 48],[14.85714286 24.14285714] ; [33.14285714 53.85714286],0
a6,1,0.027255,4.87457,[23 17] ; [66 20],[28.25396825 11.74603175] ; [60.74603175 25.25396825],0
v4,1,0.037071,4.34717,[29 11] ; [77 11],[33.125  6.875] ; [72.875 15.125],0
p10,1,0.039785,4.227043,[18 22] ; [56 31],[23.30708661 16.69291339] ; [50.69291339 36.30708661],0
p5,1,0.072145,3.23352,[ 1 38] ; [11 75],[ 3.744 35.256] ; [ 8.256 77.744],0
u2,1,0.089906,2.876058,[2 8] ; [10  9],[4.13793103 5.86206897] ; [ 7.86206897 11.13793103],0
b1,1,0.099986,2.705774,[16 24] ; [49 39],[20.3125 19.6875] ; [44.6875 43.3125],0
a8,1,0.117043,2.456452,[ 2 38] ; [12 70],[ 4.59016393 35.40983607] ; [ 9.40983607 72.59016393],0
d4,1,0.123835,2.368135,[35  5] ; [65 21],[31.74603175  8.25396825] ; [68.25396825 17.74603175],0
a1,1,0.146758,2.105628,[ 2 38] ; [12 76],[ 4.375 35.625] ; [ 9.625 78.375],0
a2,1,0.168073,1.900044,[ 8 32] ; [28 60],[11.25 28.75] ; [24.75 63.25],0
n1,1,0.210083,1.570854,[ 6 12] ; [18 17],[8.1509434 9.8490566] ; [15.8490566 19.1509434],0
s2,1,0.22725,1.457993,[20 19] ; [35 53],[16.88976378 22.11023622] ; [38.11023622 49.88976378],0
r3,1,0.277254,1.180501,[35  5] ; [70 18],[32.8125  7.1875] ; [72.1875 15.8125],0
v2,1,0.293094,1.105355,[22 16] ; [40 44],[19.31147541 18.68852459] ; [42.68852459 41.31147541],0
r4,1,0.305163,1.051496,[27 13] ; [67 21],[29.375 10.625] ; [64.625 23.375],0
a4,1,0.30837,1.037644,[21 19] ; [54 33],[23.62204724 16.37795276] ; [51.37795276 35.62204724],0
u1,1,0.313839,1.014452,[ 6 34] ; [20 68],[ 8.125 31.875] ; [17.875 70.125],0
n2,1,0.371743,0.79783,[11  7] ; [27 10],[12.43636364  5.56363636] ; [25.56363636 11.43636364],0
p7,1,0.389519,0.740445,[10 30] ; [28 58],[12.06349206 27.93650794] ; [25.93650794 60.06349206],0
p1,1,0.400854,0.705764,[ 3 37] ; [11 77],[ 4.375 35.625] ; [ 9.625 78.375],0
d3,1,0.405381,0.692306,[22 18] ; [54 32],[24.12698413 15.87301587] ; [51.87301587 34.12698413],0
p12,1,0.424068,0.639014,[ 2 38] ; [ 8 80],[ 3.125 36.875] ; [ 6.875 81.125],0
s6,1,0.460587,0.544468,[23 15] ; [47 41],[21.11111111 16.88888889] ; [48.88888889 39.11111111],0
d5,1,0.463592,0.537209,[33  7] ; [66 20],[31.42857143  8.57142857] ; [67.57142857 18.42857143],0
p3,1,0.512809,0.428332,[12 27] ; [32 55],[13.61904762 25.38095238] ; [30.38095238 56.61904762],0
s5,1,0.525423,0.403236,[13 23] ; [26 60],[11.50819672 24.49180328] ; [27.49180328 58.50819672],0
s3,1,0.544371,0.367499,[17 23] ; [42 45],[18.58267717 21.41732283] ; [40.41732283 46.58267717],0
r1,1,0.627451,0.235533,[26 14] ; [61 27],[27.1875 12.8125] ; [59.8125 28.1875],0
d2,1,0.639069,0.219962,[23 17] ; [52 32],[24.19354839 15.80645161] ; [50.80645161 33.19354839],0
r2,1,0.646425,0.210437,[33  5] ; [78  9],[33.744  4.256] ; [77.256  9.744],0
n3,1,0.653841,0.201092,[9 7] ; [22 13],[9.7254902 6.2745098] ; [21.2745098 13.7254902],0
a3,1,0.693449,0.155377,[30 10] ; [68 19],[30.86614173  9.13385827] ; [67.13385827 19.86614173],0
s7,1,0.718074,0.130346,[15 21] ; [38 46],[15.9 20.1] ; [37.1 46.9],0
b5,1,0.737483,0.112351,[21 19] ; [49 39],[21.875 18.125] ; [48.125 39.875],0
u3,1,0.795809,0.066964,[5 5] ; [11  9],[5.33333333 4.66666667] ; [10.66666667  9.33333333],0
b4,1,0.847586,0.036941,[22 18] ; [50 38],[22.5 17.5] ; [49.5 38.5],0
v1,1,0.870748,0.026474,[15 24] ; [34 51],[15.41129032 23.58870968] ; [33.58870968 51.41129032],0
p6,1,0.875886,0.024394,[ 8 31] ; [17 71],[ 7.67716535 31.32283465] ; [17.32283465 70.67716535],0
p4,1,0.887904,0.019869,[14 26] ; [29 57],[13.65079365 26.34920635] ; [29.34920635 56.65079365],0
s1,1,0.888782,0.019557,[ 3 37] ; [ 6 82],[ 2.8125 37.1875] ; [ 6.1875 81.8125],0
v3,1,0.897724,0.016522,[13 23] ; [31 52],[13.31092437 22.68907563] ; [30.68907563 52.31092437],0
d1,1,0.902426,0.01503,[25 15] ; [54 34],[24.6875 15.3125] ; [54.3125 33.6875],0
b2,1,0.96484,0.001943,[10 14] ; [27 37],[10.09090909 13.90909091] ; [26.90909091 37.09090909],0
b3,1,0.96484,0.001943,[10 14] ; [27 37],[10.09090909 13.90909091] ; [26.90909091 37.09090909],0
p8,1,0.972361,0.0012,[10 30] ; [22 65],[10.07874016 29.92125984] ; [21.92125984 65.07874016],0
