Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p9,1,0.000837,11.157992,[4 3] ; [35  1],[6.34883721 0.65116279] ; [32.65116279  3.34883721],1
d4,1,0.020373,5.379654,[3 4] ; [30  6],[5.37209302 1.62790698] ; [27.62790698  8.37209302],0
p10,1,0.031874,4.605263,[4 2] ; [34  2],[5.42857143 0.57142857] ; [32.57142857  3.42857143],0
a8,1,0.04729,3.935049,[2 4] ; [ 2 30],[0.63157895 5.36842105] ; [ 3.36842105 28.63157895],0
d5,1,0.059469,3.552142,[3 4] ; [28  8],[5.04651163 1.95348837] ; [25.95348837 10.04651163],0
b5,1,0.081687,3.031015,[6 1] ; [18 18],[3.90697674 3.09302326] ; [20.09302326 15.90697674],0
p7,1,0.100599,2.696021,[3 4] ; [26  9],[4.83333333 2.16666667] ; [24.16666667 10.83333333],0
v1,1,0.121762,2.394508,[2 5] ; [20 13],[3.85 3.15] ; [18.15 14.85],0
r3,1,0.135805,2.224865,[5 2] ; [32  3],[6.16666667 0.83333333] ; [30.83333333  4.16666667],0
d1,1,0.1486,2.086568,[2 5] ; [21 15],[3.74418605 3.25581395] ; [19.25581395 16.74418605],0
s4,1,0.154963,2.022704,[1 5] ; [ 1 33],[0.3 5.7] ; [ 1.7 32.3],0
v3,1,0.188035,1.732943,[5 2] ; [15 19],[3.41463415 3.58536585] ; [16.58536585 17.41463415],0
v2,1,0.188035,1.732943,[2 5] ; [19 15],[3.58536585 3.41463415] ; [17.41463415 16.58536585],0
p6,1,0.191268,1.707827,[2 5] ; [20 16],[3.58139535 3.41860465] ; [18.41860465 17.58139535],0
s2,1,0.194924,1.68,[1 6] ; [14 21],[2.5 4.5] ; [12.5 22.5],0
p11,1,0.222518,1.488059,[5 2] ; [32  4],[6.02325581 0.97674419] ; [30.97674419  5.02325581],0
s7,1,0.223666,1.480692,[1 6] ; [13 21],[2.3902439 4.6097561] ; [11.6097561 22.3902439],0
s3,1,0.272929,1.201966,[1 5] ; [14 21],[2.19512195 3.80487805] ; [12.80487805 22.19512195],0
a6,1,0.315368,1.008059,[6 1] ; [24 12],[4.88372093 2.11627907] ; [25.11627907 10.88372093],0
p3,1,0.335159,0.928859,[4 3] ; [27  9],[5.04651163 1.95348837] ; [25.95348837 10.04651163],0
n4,1,0.335649,0.926981,[5 2] ; [31  5],[5.86046512 1.13953488] ; [30.13953488  5.86046512],0
p4,1,0.335782,0.926471,[4 2] ; [30  6],[4.85714286 1.14285714] ; [29.14285714  6.85714286],0
d3,1,0.370388,0.802363,[3 4] ; [22 14],[4.06976744 2.93023256] ; [20.93023256 15.06976744],0
b1,1,0.370388,0.802363,[4 3] ; [14 22],[2.93023256 4.06976744] ; [15.06976744 20.93023256],0
a5,1,0.379887,0.771068,[6 1] ; [25 11],[5.04651163 1.95348837] ; [25.95348837 10.04651163],0
v4,1,0.421491,0.646154,[6 1] ; [33  2],[6.5 0.5] ; [32.5  2.5],0
s6,1,0.423558,0.640421,[6 1] ; [22  9],[5.15789474 1.84210526] ; [22.84210526  8.15789474],0
n2,1,0.427355,0.63,[1 1] ; [4 1],[1.42857143 0.57142857] ; [3.57142857 1.42857143],0
u3,1,0.468717,0.525,[1 1] ; [9 3],[1.42857143 0.57142857] ; [8.57142857 3.42857143],0
r2,1,0.482096,0.494118,[5 2] ; [29  6],[5.66666667 1.33333333] ; [28.33333333  6.66666667],0
p8,1,0.525086,0.403892,[4 3] ; [25 11],[4.72093023 2.27906977] ; [24.27906977 11.72093023],0
d2,1,0.537685,0.379848,[3 4] ; [20 16],[3.74418605 3.25581395] ; [19.25581395 16.74418605],0
u1,1,0.539241,0.376948,[1 6] ; [ 9 27],[1.62790698 5.37209302] ; [ 8.37209302 27.62790698],0
u2,1,0.648807,0.207407,[1 1] ; [8 4],[1.28571429 0.71428571] ; [7.71428571 4.28571429],0
s5,1,0.671735,0.179579,[4 3] ; [21 11],[4.48717949 2.51282051] ; [20.51282051 11.48717949],0
b2,1,0.68197,0.167917,[2 3] ; [13 13],[2.41935484 2.58064516] ; [12.58064516 13.41935484],0
b3,1,0.68197,0.167917,[2 3] ; [13 13],[2.41935484 2.58064516] ; [12.58064516 13.41935484],0
b4,1,0.701743,0.146665,[5 2] ; [23 13],[4.55813953 2.44186047] ; [23.44186047 12.55813953],0
p12,1,0.74591,0.105,[2 5] ; [ 8 27],[1.66666667 5.33333333] ; [ 8.33333333 26.66666667],0
p1,1,0.805675,0.060521,[2 5] ; [12 24],[2.27906977 4.72093023] ; [11.72093023 24.27906977],0
a7,1,0.805675,0.060521,[5 2] ; [24 12],[4.72093023 2.27906977] ; [24.27906977 11.72093023],0
a3,1,0.805675,0.060521,[5 2] ; [24 12],[4.72093023 2.27906977] ; [24.27906977 11.72093023],0
n3,1,0.80915,0.058333,[1 1] ; [2 3],[0.85714286 1.14285714] ; [2.14285714 2.85714286],0
r4,1,0.875931,0.024376,[6 1] ; [30  6],[5.86046512 1.13953488] ; [30.13953488  5.86046512],0
r1,1,0.881342,0.022281,[5 2] ; [24 11],[4.83333333 2.16666667] ; [24.16666667 10.83333333],0
n5,1,0.977882,0.000769,[6 1] ; [31  5],[6.02325581 0.97674419] ; [30.97674419  5.02325581],0
a1,1,0.977882,0.000769,[1 6] ; [ 5 31],[0.97674419 6.02325581] ; [ 5.02325581 30.97674419],0
