Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s6,1,3e-06,21.995205,[228 127] ; [60  4],[244.00954654 110.99045346] ; [43.99045346 20.00954654],1
s2,1,3.9e-05,16.934553,[185 171] ; [51 13],[200.03809524 155.96190476] ; [35.96190476 28.03809524],1
s3,1,0.000238,13.508299,[194 158] ; [51 13],[207.30769231 144.69230769] ; [37.69230769 26.30769231],1
s5,1,0.000291,13.126426,[116 234] ; [35 26],[128.58880779 221.41119221] ; [22.41119221 38.58880779],1
p6,1,0.000736,11.395521,[128 226] ; [37 26],[140.07194245 213.92805755] ; [24.92805755 38.07194245],1
s7,1,0.003162,8.711317,[175 173] ; [45 19],[185.82524272 162.17475728] ; [34.17475728 29.82524272],0
s8,1,0.007395,7.174421,[175 182] ; [43 21],[184.85985748 172.14014252] ; [33.14014252 30.85985748],0
v2,1,0.012256,6.273394,[231 116] ; [31 31],[222.28361858 124.71638142] ; [39.71638142 22.28361858],0
p4,1,0.01891,5.50983,[238 120] ; [52 12],[246.01895735 111.98104265] ; [43.98104265 20.01895735],0
a8,1,0.021274,5.30418,[ 51 268] ; [ 3 59],[ 45.21259843 273.78740157] ; [ 8.78740157 53.21259843],0
v3,1,0.023544,5.127941,[166 174] ; [21 42],[157.76674938 182.23325062] ; [29.23325062 33.76674938],0
s1,1,0.028196,4.816064,[  6 348] ; [ 4 60],[  8.46889952 345.53110048] ; [ 1.53110048 62.46889952],0
p10,1,0.067354,3.346356,[313  45] ; [61  3],[317.27962085  40.72037915] ; [56.72037915  7.27962085],0
p3,1,0.095415,2.780564,[189 169] ; [41 23],[195.11848341 162.88151659] ; [34.88151659 29.11848341],0
p9,1,0.152249,2.049568,[319  37] ; [61  3],[322.0952381  33.9047619] ; [57.9047619  6.0952381],0
n4,1,0.205961,1.599595,[305  56] ; [50 14],[301.54117647  59.45882353] ; [53.45882353 10.54117647],0
p7,1,0.209213,1.576863,[238 113] ; [47 15],[242.21549637 108.78450363] ; [42.78450363 19.21549637],0
d2,1,0.211437,1.561558,[257 101] ; [41 23],[252.8056872 105.1943128] ; [45.1943128 18.8056872],0
a5,1,0.217797,1.518825,[306  55] ; [58  6],[309.18588235  51.81411765] ; [54.81411765  9.18588235],0
p8,1,0.234816,1.411451,[204 151] ; [40 21],[208.22115385 146.77884615] ; [35.77884615 25.22115385],0
u2,1,0.277796,1.177839,[49 25] ; [6 6],[47.3255814 26.6744186] ; [7.6744186 4.3255814],0
b5,1,0.299574,1.07609,[212 149] ; [42 22],[215.75058824 145.24941176] ; [38.24941176 25.75058824],0
r2,1,0.346882,0.884831,[342  14] ; [63  1],[343.28571429  12.71428571] ; [61.71428571  2.28571429],0
r4,1,0.349847,0.874014,[332  29] ; [61  3],[333.81882353  27.18117647] ; [59.18117647  4.81882353],0
b2,1,0.351067,0.869596,[103 141] ; [13 25],[100.36879433 143.63120567] ; [15.63120567 22.36879433],0
b3,1,0.351067,0.869596,[103 141] ; [13 25],[100.36879433 143.63120567] ; [15.63120567 22.36879433],0
n6,1,0.358626,0.8427,[316  42] ; [59  5],[318.12796209  39.87203791] ; [56.87203791  7.12796209],0
u1,1,0.393942,0.726738,[ 89 272] ; [19 45],[ 91.73647059 269.26352941] ; [16.26352941 47.73647059],0
u4,1,0.399707,0.709208,[ 13 348] ; [ 1 63],[ 11.89176471 349.10823529] ; [ 2.10823529 61.89176471],0
a1,1,0.466977,0.529121,[ 19 342] ; [ 2 62],[ 17.83764706 343.16235294] ; [ 3.16235294 60.83764706],0
p12,1,0.49492,0.465813,[ 38 320] ; [ 5 59],[ 36.47867299 321.52132701] ; [ 6.52132701 57.47867299],0
p1,1,0.496378,0.462672,[ 30 330] ; [ 7 57],[ 31.41509434 328.58490566] ; [ 5.58490566 58.41509434],0
a7,1,0.50959,0.434908,[278  82] ; [47 17],[275.94339623  84.05660377] ; [49.05660377 14.94339623],0
r3,1,0.548392,0.360206,[352   7] ; [62  2],[351.36170213   7.63829787] ; [62.63829787  1.36170213],0
n5,1,0.56101,0.337959,[286  73] ; [53 11],[287.70921986  71.29078014] ; [51.29078014 12.70921986],0
a4,1,0.57022,0.322314,[205 155] ; [34 30],[202.9245283 157.0754717] ; [36.0754717 27.9245283],0
v4,1,0.626765,0.236473,[343  16] ; [62  2],[343.72340426  15.27659574] ; [61.27659574  2.72340426],0
n2,1,0.63051,0.23137,[45 19] ; [10  3],[45.71428571 18.28571429] ; [9.28571429 3.71428571],0
b1,1,0.652165,0.203182,[129 232] ; [21 43],[127.41176471 233.58823529] ; [22.58823529 41.41176471],0
d5,1,0.663609,0.189169,[351   8] ; [62  2],[350.51300236   8.48699764] ; [62.48699764  1.51300236],0
p2,1,0.670795,0.180674,[312  46] ; [57  7],[313.03791469  44.96208531] ; [55.96208531  8.03791469],0
d3,1,0.681668,0.168254,[314  46] ; [57  7],[315.  45.] ; [56.  8.],0
a6,1,0.710007,0.13827,[266  93] ; [46 18],[264.79432624  94.20567376] ; [47.20567376 16.79432624],0
a3,1,0.740645,0.109561,[286  74] ; [52 12],[286.98113208  73.01886792] ; [51.01886792 12.98113208],0
b4,1,0.748315,0.102952,[222 139] ; [38 26],[220.84705882 140.15294118] ; [39.15294118 24.84705882],0
a2,1,0.754785,0.097554,[120 241] ; [20 44],[118.91764706 242.08235294] ; [21.08235294 42.91764706],0
v1,1,0.816314,0.053958,[206 141] ; [37 27],[205.16058394 141.83941606] ; [37.83941606 26.16058394],0
p5,1,0.837507,0.042059,[ 48 309] ; [ 8 56],[ 47.48693587 309.51306413] ; [ 8.51306413 55.48693587],0
