Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p12,1,0.0,37.331062,[ 23 369] ; [19 45],[ 36.10526316 355.89473684] ; [ 5.89473684 58.10526316],1
s5,1,0.0,29.530159,[131 253] ; [42 17],[149.95936795 234.04063205] ; [23.04063205 35.95936795],1
p4,1,1.2e-05,19.093987,[239 156] ; [56  7],[254.42139738 140.57860262] ; [40.57860262 22.42139738],1
p1,1,1.7e-05,18.502614,[ 30 365] ; [16 48],[ 39.58605664 355.41394336] ; [ 6.41394336 57.58605664],1
p8,1,3.7e-05,17.014852,[208 179] ; [52 12],[223.10421286 163.89578714] ; [36.89578714 27.10421286],1
s8,1,0.000332,12.883388,[185 208] ; [45 18],[198.22368421 194.77631579] ; [31.77631579 31.22368421],1
p6,1,0.000456,12.288466,[154 232] ; [40 23],[166.77951002 219.22048998] ; [27.22048998 35.77951002],1
s7,1,0.001229,10.446905,[188 189] ; [44 17],[199.68949772 177.31050228] ; [32.31050228 28.68949772],0
p3,1,0.001355,10.265494,[210 186] ; [47 16],[221.7254902 174.2745098] ; [35.2745098 27.7254902],0
v3,1,0.001888,9.655053,[181 203] ; [43 20],[192.4295302 191.5704698] ; [31.5704698 31.4295302],0
a1,1,0.00294,8.844393,[ 15 382] ; [ 8 56],[ 19.80694143 377.19305857] ; [ 3.19305857 60.80694143],0
n5,1,0.006317,7.457523,[313  81] ; [60  4],[320.87772926  73.12227074] ; [52.12227074 11.87772926],0
n4,1,0.015767,5.828647,[314  81] ; [59  5],[320.9912854  74.0087146] ; [52.0087146 11.9912854],0
s2,1,0.018404,5.557294,[207 184] ; [44 20],[215.69450549 175.30549451] ; [35.30549451 28.69450549],0
s1,1,0.018496,5.548594,[  9 380] ; [ 5 59],[ 12.02207506 376.97792494] ; [ 1.97792494 62.02207506],0
p10,1,0.021282,5.30356,[322  69] ; [60  4],[328.26813187  62.73186813] ; [53.73186813 10.26813187],0
b5,1,0.022962,5.171366,[263 134] ; [33 31],[254.90672451 142.09327549] ; [41.09327549 22.90672451],0
p7,1,0.037628,4.321766,[253 132] ; [49 13],[260.11185682 124.88814318] ; [41.88814318 20.11185682],0
p9,1,0.045917,3.984651,[339  53] ; [61  3],[343.85964912  48.14035088] ; [56.14035088  7.85964912],0
s6,1,0.047099,3.941852,[271 116] ; [51 11],[277.53674833 109.46325167] ; [44.46325167 17.53674833],0
u2,1,0.055836,3.656944,[53 50] ; [11  3],[56.34188034 46.65811966] ; [7.65811966 6.34188034],0
s3,1,0.065545,3.391211,[218 172] ; [43 20],[224.70198675 165.29801325] ; [36.29801325 26.70198675],0
n1,1,0.071306,3.252688,[34 40] ; [7 2],[36.55421687 37.44578313] ; [4.44578313 4.55421687],0
b1,1,0.096046,2.770004,[143 254] ; [30 34],[148.98264642 248.01735358] ; [24.01735358 39.98264642],0
a6,1,0.098917,2.722926,[274 122] ; [37 26],[268.31372549 127.68627451] ; [42.68627451 20.31372549],0
u4,1,0.106485,2.605623,[ 10 387] ; [ 4 60],[ 12.05639913 384.94360087] ; [ 1.94360087 62.05639913],0
a2,1,0.122138,2.389683,[111 286] ; [12 52],[105.92407809 291.07592191] ; [17.07592191 46.92407809],0
n6,1,0.135,2.234049,[335  59] ; [58  5],[338.82275711  55.17724289] ; [54.17724289  8.82275711],0
n3,1,0.161799,1.957334,[57 17] ; [5 4],[55.27710843 18.72289157] ; [6.72289157 2.27710843],0
d1,1,0.218949,1.511244,[241 156] ; [44 20],[245.43383948 151.56616052] ; [39.56616052 24.43383948],0
r3,1,0.29873,1.079853,[382  14] ; [60  4],[380.50434783  15.49565217] ; [61.49565217  2.50434783],0
p11,1,0.328505,0.954783,[314  83] ; [54 10],[316.91106291  80.08893709] ; [51.08893709 12.91106291],0
u3,1,0.409447,0.680405,[63 42] ; [10  4],[64.41176471 40.58823529] ; [8.58823529 5.41176471],0
d2,1,0.462907,0.538857,[194 202] ; [34 29],[196.70588235 199.29411765] ; [31.29411765 31.70588235],0
b2,1,0.478766,0.501672,[102 144] ; [23 26],[104.23728814 141.76271186] ; [20.76271186 28.23728814],0
b3,1,0.478766,0.501672,[102 144] ; [23 26],[104.23728814 141.76271186] ; [20.76271186 28.23728814],0
a3,1,0.493501,0.468885,[292 102] ; [50 14],[294.20960699  99.79039301] ; [47.79039301 16.20960699],0
b4,1,0.507785,0.438629,[237 160] ; [41 23],[239.40563991 157.59436009] ; [38.59436009 25.40563991],0
v4,1,0.509211,0.435687,[383  12] ; [63  1],[383.81263617  11.18736383] ; [62.18736383  1.81263617],0
a5,1,0.614737,0.253334,[309  88] ; [48 16],[307.43817787  89.56182213] ; [49.56182213 14.43817787],0
d4,1,0.634954,0.225402,[330  66] ; [54  9],[331.29411765  64.70588235] ; [52.70588235 10.29411765],0
v2,1,0.680049,0.170071,[260 124] ; [41 22],[258.57718121 125.42281879] ; [42.42281879 20.57718121],0
p2,1,0.719347,0.129119,[339  56] ; [56  8],[339.92374728  55.07625272] ; [55.07625272  8.92374728],0
r4,1,0.721908,0.126672,[374  23] ; [61  3],[374.60954447  22.39045553] ; [60.39045553  3.60954447],0
a7,1,0.73476,0.114786,[289 107] ; [48 16],[290.11304348 105.88695652] ; [46.88695652 17.11304348],0
u1,1,0.759751,0.093519,[ 81 316] ; [12 52],[ 80.08893709 316.91106291] ; [12.91106291 51.08893709],0
a4,1,0.78289,0.07593,[192 202] ; [30 34],[190.97816594 203.02183406] ; [31.02183406 32.97816594],0
a8,1,0.7843,0.074922,[ 56 298] ; [10 48],[ 56.70873786 297.29126214] ; [ 9.29126214 48.70873786],0
d5,1,0.835618,0.043057,[331  65] ; [52 11],[330.43137255  65.56862745] ; [52.56862745 10.43137255],0
r1,1,0.849041,0.03623,[335  59] ; [55  9],[335.50218341  58.49781659] ; [54.49781659  9.50218341],0
d3,1,0.916284,0.011049,[281 116] ; [45 18],[281.35217391 115.64782609] ; [44.64782609 18.35217391],0
s4,1,0.943581,0.005008,[ 62 331] ; [10 52],[ 62.18901099 330.81098901] ; [ 9.81098901 52.18901099],0
